President's Day Invite 2015,College - Men ,14,2,2015
San Diego,CA,2015-02-14,2015-02-16
https://play.usaultimate.org/events/Presidents-Day-Invite-2015/schedule/Men/CollegeMen/
Colorado,1
00,TRACE ANDREASON
00,Braedon Petrus
00,ERIC NORMEN
00,Kerry Athey
00,Mario Bundy
00,Connor Matthews
00,Colton Clark
00,Dylan Freechild
b,r,e,a,k
California,10
teamInfo,California-Berkeley,"Berkeley, California",www.ugmo.org,,
coaches,James Pollard
1,Handson Wu
2,JOHN HO
4,Andrew Lin
6,Vincent Kwan
7,JAMES FENG
9,Marc Horneck
10,Kohji Sugioka
11,Michael Girard
12,Ben Chiu
16,Christopher McKeag
17,Sean Luna
18,Jesus Avila
19,Eric Thewalt
20,Greg Salazar
21,Alexander Max
22,Andrew Ouyang
23,Patrick Lerchi
25,Taiki Chiba
26,Rajiv Sambharya
28,Maxwell Fenton
31,Justin Geffrey
35,Andrew Goldstein
42,Aaron Yuan
44,MACCALLUM ROBERTSON
69,Zun Zhang
89,Michael Neff
b,r,e,a,k
Brown,7
teamInfo,Brownian Motion,"Providence, Rhode Island",http://www.brown.edu/Athletics/Mens_Ultimate/,https://www.facebook.com/brownultimatefrisbee,https://twitter.com/brownultimate
0,SAMUEL MASSION
0,Nathaniel Dick
0,Jacob Coonin
0,Ian Pearsall
0,Nick Goelz
0,Vincent Lau
0,Benjamin Attal
0,Quinn Slotnick
6,Benjamin Bauer
7,Ryan Brown
9,Aron Lesser
9,Samuel Lehman
11,Gabriel Lesser
12,Camen Piho
17,Eli Motycka
18,Sawyer Thompson
21,Eric Tierney
22,Isaac MacDonald
23,Charlie Holtz
24,Gilad Seckler
27,Ezra Lichtman
28,Brendan Wallace
32,Max Fuller
77,Matthew Wong
b,r,e,a,k
Colorado State,15
teamInfo,Hibida,"Fort Collins, Colorado",,,
0,Bijan Imansepahi
0,Cole Turner
0,David Cuellar
0,Easton Archibald
0,NOAH BROWN
0,Iain McConachie
0,Mark Stratford
0,Thomas Theodorescu
0,Noah Budd
0,Scott Wheeler
0,JERRY LANNING
0,MARSHALL RAWLEY
0,Andrew Spada 
0,Daniel Crump
0,LUKE DOYLE
0,Logan Stagg
1,Jack Hinchsliff
9,Jacob Servaty
18,Dylan Johnson
20,JORDAN TREPP
24,David Miller
30,Sten Larson
34,Cody Spicer
99,Joseph (Joey) Leduc
b,r,e,a,k
Cal Poly-SLO,18
teamInfo,SLOCORE,"San Luis Obispo, California",,,https://twitter.com/CORE_ultimate
3,Simon Krauter
4,Daniel Hoffman
02,Brennan Bryant
05,Aaron Shi
08,Benjamin Kato
09,Sunghoon Chung
13,Dillon Whited
14,Christopher Cogswell
16,Thomas Konogeris
17,Joshua (Slater) Levey
19,Nathan Pettyjohn
20,Sean Liston
21,Caleb Merriam
23,DAVID HIRSCHEY
24,Cameron Wariner
25,Camden Reynolds
28,Joseph Gagliano
32,Jakob Graf
33,Ian Sweeney
34,Aidan Mccoy
44,Tim Okita
52,Kamron Daftari
53,Matthew Ferrari
82,Joel Anton
b,r,e,a,k
Washington,3
teamInfo,Sundodgers,"Seattle, Washington",washingtonultimate.org,facebook.com/uwultimate,twitter.com/sundodgers
coaches,Alex Wells
2,Tian Chuan Yen
3,Khalif El-Salaam
4,ROBIN BREEN
5,KYLE STEEN
6,CURTIS RUSCH
9,ALEX DIETZ
10,Dongyang Chen
11,Daniel Takashima
12,Tomas Delgado
13,Adam Fischette
14,Steven Benaloh
15,JAMES GENDREAU
26,ERIC HUYNH
32,Homer Aalfs
36,Jason Peacher-Ton
44,Christopher Lu
45,Conor Horkan
50,Ethon Tonnamaker
50,Samuel Scherer
55,Jonathan Shuster
84,Jonathan Stacey
87,Joseph Kornowske
b,r,e,a,k
UCLA,11
teamInfo,Smaug,"Los Angeles, California",http://smaugultimate.com/,https://www.facebook.com/UclaSmaugUltimate,https://twitter.com/uclaultimate
0,BEN KRAHENBUHL
0,Joshua Fankhauser
0,Michael Bergman
0,Alexander Julian
0,Matthew Yee
0,Thomas Murray
0,NATHAN BURROUGHS
0,Kevin Zhang
0,Jabril Muhammad
0,Konrad Niemiec
0,Jarett King
0,henson kwok
0,Paul Young
0,RAEKWON DALLETT
0,Timothy Stickles
0,Daniel Patel
7,JOHN O'LEARY
10,Suraj Patel
12,Nicholas Alexander
18,Geoffrey Iyer
19,Joseph Schatzlein
20,Ryan Flamberg
22,Jackson Valler
23,Nils Clauson
26,Joshua Adler
34,Jacob Bartholomew
38,Conor McNamara
b,r,e,a,k
San Diego State,14
teamInfo,Federalis,"San Diego, California",,,
0,Branden Elam
0,Eric Goulet
0,Jeffrey Billauer
0,Josiah Reeve
0,IAN GARDNER
0,ZEKE IVERS
0,STEVEN GREENE
0,Kyle Ruiz
0,Daniel Dutra
0,Erik McCoy
0,Hayden Shenefield
0,Bradley Poiriez
0,ERIC BOEHME
0,Daniel Koble
3,Michael Tran
16,Joseph Huppert
21,NICHOLAS CROOKSTON
27,Austin Clark
33,Dillan Van Ness
38,ALAN GUARDADO
42,MARK SLADER
45,Douglas Brantley
99,Maxwell Hume
b,r,e,a,k
Whitman,6
teamInfo,Sweets,"Walla Walla, Washington",,,
04,Colin Domonoske
06,Maxwell Sheffield
07,Alexander Gatter
08,Timothy Gray
09,ALEX HONEYMAN
11,EVAN HEBERLEIN
12,EVERT VERMEER
13,Nathan Gruenberg
17,Joey Tillman
27,David Ball
31,Chris Cahoon
32,ELLIOT MOSKAT
34,Riley Paul
36,HENRY PHILLIPS
99,Reed Hendrickson
b,r,e,a,k
California-Santa Barbara,12
teamInfo,Black Tide,"Goleta, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
0,Mitchell Solkov
01,Jeffrey Frye
02,Jack Hamner
03,MIKE SALE
05,Ian Ladner
07,PETER DENNIS
09,Michael Lee
10,Sean Smith
11,Adonay Bahta
12,Brendan Champlin
13,Grant Novins
14,William Turner
15,Alex Heinzen
16,Nathan Ransom
17,Hunter Corbett
19,Evan Bosinger
20,HAAKON ELLINGBOE
21,Aidan Hall
22,Adam Fischer
25,Brett Ploussard
28,Kyle Rubin
32,Kieran Bates
34,Arthur Pan
39,Jordan Lund
87,TAYLOR ROBERTS
88,Bailey Wu
b,r,e,a,k
Minnesota,4
teamInfo,Grey Duck,"Minneapolis, Minnesota",http://mngreyduck.weebly.com/,https://www.facebook.com/MNGreyDuck,https://twitter.com/MNgreyduck
coaches,Tallis Boyd
4,Josh Kautz
01,Ryan Osgar
02,Josh Klane
03,Connor Anderson
04,Benjamin Jagt
08,James Nguyen
12,Cloid Green
13,Anthony Poletto
14,Alexander Platt-Koch
18,Brandon Haus
19,PATRICK HYLAND
20,Blake Trantina
21,Grant Kregness
23,Saurav Dubey
24,ISAAC RUFF
28,Greg Cepuran
33,Adam Meckstroth
36,Donald Wood
40,NEIL PETERSEN
48,Wyatt Mekler
77,Soham Shah
88,Tyler Mahony
93,Justin Hill
99,Tristan Van De Moortele
b,r,e,a,k
Arizona,13
teamInfo,Sunburn,"Tucson, Arizona",sunburnultimate.com,https://www.facebook.com/SunburnUltimate,https://twitter.com/SunburnUltimate
coaches,Juan Castro
0,Laurence (Billy) McCormick
0,Kevin Dwork
0,Garrick Bruening
0,Trevor Smith
0,Timothy Wood
0,Tyler Crockett
0,Spencer Anderson
2,Zack Erlick
9,AJ GARNELLO
11,Mark Fleckenstein
12,Casey Tompa
13,Evan Baker
14,John Patinella
18,Trey Leonard
23,Alexander Prescott
24,Benjamin Lacy
31,Kyle Taylor
33,REILLY CLEAL
54,Jule Streety
56,Christopher Metz
81,Kyle Hansen
87,JAMES SCHOONMAKER
92,Sam Locke
b,r,e,a,k
Vermont,5
teamInfo,Chill,"Burlington, Vermont",,,https://twitter.com/team_chill
0,Micah Botkin-Levy
0,Sam Callison
0,TIM SAYLER
0,Ryan Colarusso
0,Barry Francoeur
0,Justin Decatur
11,Ian Browning
12,Daniel Russell
21,Jack Duncan
33,Samuel Hotaling
33,Andy Mogenson
78,Keith Zuckerman
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Colorado,Oklahoma,13,2,"02/14/2015, 09:00",Pool A,Final
Columbia,Northern Arizona,7,13,"02/14/2015, 09:00",Pool A,Final
California-San Diego,Columbia,12,6,"02/14/2015, 10:30",Pool A,Final
Colorado,Northern Arizona,13,1,"02/14/2015, 10:30",Pool A,Final
Oklahoma,Columbia,9,8,"02/14/2015, 12:00",Pool A,Final
California-San Diego,Northern Arizona,13,6,"02/14/2015, 12:00",Pool A,Final
California-San Diego,Oklahoma,13,6,"02/14/2015, 13:30",Pool A,Final
Colorado,Columbia,13,4,"02/14/2015, 13:30",Pool A,Final
Colorado,California-San Diego,13,11,"02/14/2015, 15:00",Pool A,Final
Oklahoma,Northern Arizona,11,10,"02/14/2015, 15:00",Pool A,Final
pool,Pool B
Colorado State,Cal Poly-SLO,13,12,"02/14/2015, 09:00",Pool B,Final
Oregon,Cal Poly-SLO,12,7,"02/14/2015, 10:30",Pool B,Final
Brown,Colorado State,11,7,"02/14/2015, 10:30",Pool B,Final
Brown,Cal Poly-SLO,12,8,"02/14/2015, 12:00",Pool B,Final
Oregon,Colorado State,13,4,"02/14/2015, 13:30",Pool B,Final
Oregon,Brown,13,10,"02/14/2015, 15:00",Pool B,Final
Oregon,California,13,7,"02/14/2015, 23:00",Pool B,Final
California,Colorado State,12,11,"02/15/2015, 02:00",Pool B,Final
Brown,California,7,13,"02/15/2015, 03:30",Pool B,Final
California,Cal Poly-SLO,11,10,"02/15/2015, 05:00",Pool B,Final
pool,Pool C
Washington,San Diego State,12,8,"02/14/2015, 11:00",Pool C,Final
Washington,UCLA,11,5,"02/14/2015, 12:30",Pool C,Final
Whitman,San Diego State,9,10,"02/14/2015, 12:30",Pool C,Final
Washington,Whitman,13,6,"02/14/2015, 14:00",Pool C,Final
UCLA,San Diego State,13,7,"02/14/2015, 14:00",Pool C,Final
Whitman,UCLA,8,13,"02/14/2015, 15:30",Pool C,Final
pool,Pool D
Vermont,Arizona,7,9,"02/14/2015, 11:00",Pool D,Final
Minnesota,Vermont,13,6,"02/14/2015, 12:30",Pool D,Final
Minnesota,Arizona,13,6,"02/14/2015, 15:30",Pool D,Final
Minnesota,California-Santa Barbara,9,10,"02/15/2015, 01:00",Pool D,Final
California-Santa Barbara,Arizona,11,8,"02/15/2015, 04:00",Pool D,Final
Vermont,California-Santa Barbara,7,9,"02/15/2015, 05:30",Pool D,Final
b,r,e,a,k
pools,Power Pools
pool,Pool E
Minnesota,San Diego State,15,9,"02/15/2015, 09:00",Pool E,Final
Colorado,San Diego State,15,9,"02/15/2015, 10:45",Pool E,Final
Colorado,Minnesota,14,11,"02/15/2015, 12:30",Pool E,Final
pool,Pool F
California-San Diego,Arizona,15,8,"02/15/2015, 09:00",Pool F,Final
Oregon,Arizona,15,2,"02/15/2015, 10:45",Pool F,Final
Oregon,California-San Diego,15,11,"02/15/2015, 12:30",Pool F,Final
pool,Pool G
Washington,Oklahoma,15,8,"02/15/2015, 10:45",Pool G,Final
California,Oklahoma,15,6,"02/15/2015, 23:00",Pool G,Final
Washington,California,14,9,"02/16/2015, 02:30",Pool G,Final
pool,Pool H
UCLA,Brown,15,13,"02/15/2015, 09:00",Pool H,Final
California-Santa Barbara,Brown,15,7,"02/16/2015, 12:45",Pool H,Final
California-Santa Barbara,UCLA,12,11,"02/16/2015, 02:30",Pool H,Final
pool,Pool I
Whitman,Cal Poly-SLO,9,15,"02/15/2015, 09:00",Pool I,Final
Northern Arizona,Cal Poly-SLO,4,15,"02/15/2015, 10:45",Pool I,Final
Northern Arizona,Whitman,9,10,"02/15/2015, 12:30",Pool I,Final
pool,Pool J
Vermont,Columbia,14,13,"02/15/2015, 09:00",Pool J,Final
Colorado State,Columbia,14,12,"02/15/2015, 10:45",Pool J,Final
Colorado State,Vermont,15,6,"02/15/2015, 12:30",Pool J,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Washington,Oregon,12,15,"02/16/2015, 01:15",Finals,Final
Colorado,Washington,12,15,"02/16/2015, 11:30",Semi Finals,Final
Oregon,California-Santa Barbara,14,12,"02/17/2015, 01:30",Semi Finals,Final
Colorado,UCLA,15,10,"02/15/2015, 14:30",Quarter Finals,Final
Washington,California-San Diego,15,10,"02/15/2015, 14:30",Quarter Finals,Final
Oregon,Minnesota,15,11,"02/15/2015, 14:30",Quarter Finals,Final
California-Santa Barbara,California,15,10,"02/16/2015, 18:30",Quarter Finals,Final
bracket,3rd Place Game
Colorado,California-Santa Barbara,15,7,"02/17/2015, 03:15",3rd Place,Final
bracket,5th Place Bracket
UCLA,Minnesota,4,15,"02/16/2015, 11:30",5th Place,Final
UCLA,California-San Diego,16,15,"02/16/2015, 09:45",5th Place Semis,Final
Minnesota,California,15,8,"02/16/2015, 23:45",5th Place Semis,Final
bracket,7th Place Game
California-San Diego,California,9,10,"02/17/2015, 03:15",7th Place,Final
bracket,9th Place Bracket
San Diego State,Brown,11,14,"02/16/2015, 09:45",9th Place,Final
San Diego State,Arizona,11,10,"02/15/2015, 14:30",9th Place Semis,Final
Oklahoma,Brown,11,14,"02/15/2015, 14:30",9th Place Semis,Final
bracket,11th Place Game
Arizona,Oklahoma,15,5,"02/16/2015, 08:00",11th Place,Final
bracket,13th Place Bracket
Cal Poly-SLO,Colorado State,11,15,"02/16/2015, 08:00",13th Place,Final
Cal Poly-SLO,Vermont,15,8,"02/15/2015, 14:30",13th Place Semis,Final
Colorado State,Whitman,15,6,"02/15/2015, 14:30",13th Place Semis,Final
bracket,15th Place Game
Vermont,Whitman,1,0,"02/16/2015, 13:15",15th Place,Final
bracket,17th Place Game
Northern Arizona,Columbia,0,1,"02/16/2015, 08:00",17th Place,Final
b,r,e,a,k
