Stanford Invite 2015,College - Men ,7,3,2015
Fremont,CA,2015-03-07,2015-03-08
https://play.usaultimate.org/events/Stanford-Invite-2015/schedule/Men/CollegeMen/
Pittsburgh,1
1,Jason Holleran
2,Bobby Patterson
3,Andrew Roney
5,Thomas Mazza
8,CHENTE ORTIZ
11,LIAM RAWSON
12,WAYDE VOSS
14,Austin Bass
16,ZACH WERNICK
18,Chris LaRocque
19,Bryce Vokus
20,Keno Catabay
21,Robert Larsen
22,Spencer Howett
23,Peter Van Brussel
25,Cole Friedes
27,Connor Holcombe
28,Andrew Larocque
33,Kody Cotton
35,James Dobson
46,Brian Phillips
87,Daniel Miller
88,Scott Moore
b,r,e,a,k
Western Washington,14
teamInfo,Dirt,"Bellingham, Washington",,,
0,Lucas Rabins
0,Trevor McNamara
0,William Coffin
0,BRANDON MCNAMARA
0,Ethan Katz
0,REGINALD ENG
0,Dustin Diemond
0,Zhi Chen
0,NAT BREW
0,Tucker Jonas
1,Tim Schwisow
2,SETH KOTZMAN
3,Dennis Casio
10,ADAM CHOI
13,Aaron Haddeland
17,Christopher Penuelas
21,Joshua Kent
22,Matthew Russell
27,Nathan White
27,Jonah Jolley
38,Alexander Grey
43,Daniel Lorigan
44,Seth Johnson
77,Zachery Laycock
b,r,e,a,k
British Columbia,11
teamInfo,Thunderbirds,"Vancouver, British Columbia CA",http://ubcultimate.wordpress.com/,https://www.facebook.com/UBC.Ultimate,https://twitter.com/ubcmensultimate
0,Edward Guo
0,Jack Li
0,ALEXANDER FERGUSON
0,SEAN MONTGOMERY
0,Bryan Young
0,Kevin Wang
0,ANTHONY PHAN
0,Eddison Ng
0,Connor McFadyen
0,Bryce Jay
0,Alec Francis
6,Brayden Gee
7,Victor Cheng
13,Kevin Chu
16,Nicholas Yun
21,NICHOLAS LIN
23,Fred Lam
24,Peter Yu
27,Graeme Rennie
55,Allen Greer
74,Samuel Creed
88,Patrick Mavety
96,Ryan Hoy
b,r,e,a,k
Washington,4
teamInfo,Sundodgers,"Seattle, Washington",washingtonultimate.org,facebook.com/uwultimate,twitter.com/sundodgers
coaches,Alex Wells
2,Tian Chuan Yen
3,Khalif El-Salaam
4,ROBIN BREEN
5,KYLE STEEN
6,CURTIS RUSCH
7,Zane Rankin
9,ALEX DIETZ
10,Dongyang Chen
11,Daniel Takashima
12,Tomas Delgado
13,Adam Fischette
14,Steven Benaloh
15,JAMES GENDREAU
26,ERIC HUYNH
32,Homer Aalfs
36,Jason Peacher-Ton
44,Christopher Lu
45,Conor Horkan
50,Ethon Tonnamaker
50,Samuel Scherer
55,Jonathan Shuster
84,Jonathan Stacey
87,Joseph Kornowske
b,r,e,a,k
California-Santa Barbara,13
teamInfo,Black Tide,"Goleta, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
0,Mitchell Solkov
01,Jeffrey Frye
02,Jack Hamner
03,MIKE SALE
04,Matt Daly
05,Ian Ladner
06,Gabe Runte
07,PETER DENNIS
10,Sean Smith
11,Adonay Bahta
12,Brendan Champlin
13,Grant Novins
14,William Turner
15,Alex Heinzen
16,Nathan Ransom
17,Hunter Corbett
19,Evan Bosinger
20,HAAKON ELLINGBOE
21,Aidan Hall
22,Adam Fischer
25,Brett Ploussard
28,Kyle Rubin
32,Kieran Bates
34,Arthur Pan
39,Jordan Lund
87,TAYLOR ROBERTS
88,Bailey Wu
b,r,e,a,k
Carleton College,5
teamInfo,CUT),"Northfield, Minnesota",http://orgs.carleton.edu/cut/,https://www.facebook.com/CUTrules,https://twitter.com/cutrules
0,Robert Olney
0,Cameron Hastings
0,Alexander Walker
1,James Freed
2,Solomon Yanuck
3,Eli Miller
5,LOUIS COHEN
7,Jesse Bolton
8,Alex Olson
9,Henry Fisher
10,John Raynolds
11,DUNCAN SALLSTROM
14,Kenneth Lim
15,Eric Taylor
16,ANGUS LAMONT
17,Alexander Trautman
23,Sef van Kan
26,Devin Oliver
27,Elliot Mawby
33,Conor Eckert
50,Nick Petru
55,Jake Ritmire
91,Russell Hanson
95,Natan Lee-Engel
b,r,e,a,k
Tufts,12
teamInfo,Elephant Men,"Medford, Massachusetts",,,
coaches,Michael Zalisk
0,Kevin O'Brien
0,Scott Nicholson
0,Alex Caulfield
0,Michael Dillard
0,Thomas Gartman
0,MARK  COOKS
0,Daniel Weinstein
2,Owen Martin
3,Nicholas Roberts
4,Tyler Chan
05,Carter Thallon
10,Dylan Gully
12,Skyler Tom
19,Jason Shnipes
25,Benjamin Wittenberg
29,Tate Tabtieng
32,David Lyle
41,JESSE MAHLER
70,SETH DREW
77,Matthew Fasano
82,Ariel Rascoe
94,Eamon Wick
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Pittsburgh,Stanford,13,10,"03/07/2015, 08:00",Pool A,Final
Texas,Rutgers,13,6,"03/07/2015, 08:00",Pool A,Final
Pittsburgh,Rutgers,13,3,"03/07/2015, 11:20",Pool A,Final
Texas,Stanford,13,10,"03/07/2015, 11:20",Pool A,Final
Pittsburgh,Texas,13,5,"03/07/2015, 13:00",Pool A,Final
Stanford,Rutgers,13,3,"03/07/2015, 13:00",Pool A,Final
pool,Pool B
Oregon,Wisconsin,13,11,"03/07/2015, 08:00",Pool B,Final
Arizona State,Auburn,11,13,"03/07/2015, 08:00",Pool B,Final
Oregon,Auburn,14,13,"03/07/2015, 09:40",Pool B,Final
Arizona State,Wisconsin,11,13,"03/07/2015, 09:40",Pool B,Final
Oregon,Arizona State,12,11,"03/07/2015, 13:00",Pool B,Final
Wisconsin,Auburn,10,12,"03/07/2015, 13:00",Pool B,Final
pool,Pool C
Colorado,Western Washington,13,11,"03/07/2015, 08:00",Pool C,Final
Florida State,Western Washington,13,9,"03/07/2015, 09:40",Pool C,Final
Florida State,Colorado,10,13,"03/07/2015, 13:00",Pool C,Final
Florida State,British Columbia,13,11,"03/07/2015, 15:00",Pool C,Final
Colorado,British Columbia,13,9,"03/07/2015, 16:40",Pool C,Final
British Columbia,Western Washington,11,12,"03/07/2015, 20:00",Pool C,Final
pool,Pool D
Washington,Tufts,13,11,"03/07/2015, 08:00",Pool D,Final
Carleton College,California-Santa Barbara,11,12,"03/07/2015, 08:00",Pool D,Final
Washington,California-Santa Barbara,13,11,"03/07/2015, 11:20",Pool D,Final
Carleton College,Tufts,13,11,"03/07/2015, 11:20",Pool D,Final
Washington,Carleton College,13,10,"03/07/2015, 13:00",Pool D,Final
Tufts,California-Santa Barbara,9,10,"03/07/2015, 13:00",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Pittsburgh,Oregon,15,13,"03/08/2015, 14:00",Final,Final
Pittsburgh,Washington,15,10,"03/08/2015, 10:00",Semis,Final
Colorado,Oregon,10,15,"03/08/2015, 10:00",Semis,Final
Pittsburgh,Auburn,15,9,"03/08/2015, 08:00",Quarters,Final
Washington,Wisconsin,15,11,"03/08/2015, 08:00",Quarters,Final
Colorado,California-Santa Barbara,15,11,"03/08/2015, 08:00",Quarters,Final
Oregon,Texas,15,13,"03/08/2015, 08:00",Quarters,Final
Auburn,Western Washington,13,12,"03/07/2015, 15:00",Prequarters,Final
Florida State,Wisconsin,10,15,"03/07/2015, 15:00",Prequarters,Final
Stanford,California-Santa Barbara,13,14,"03/07/2015, 15:00",Prequarters,Final
Carleton College,Texas,16,17,"03/07/2015, 15:00",Prequarters,Final
bracket,Third Place Game
Washington,Colorado,14,16,"03/08/2015, 12:00",Third Place,Final
bracket,Fifth Place Bracket
Wisconsin,California-Santa Barbara,14,9,"03/08/2015, 12:00",Fifth Place,Final
Auburn,Wisconsin,12,15,"03/08/2015, 10:00",Fifth Place Semis,Final
California-Santa Barbara,Texas,13,12,"03/08/2015, 10:00",Fifth Place Semis,Final
bracket,Seventh Place Game
Auburn,Texas,12,10,"03/08/2015, 12:00",Seventh Place,Final
bracket,Ninth Place Bracket
Florida State,Stanford,13,12,"03/08/2015, 13:00",Ninth Place,Final
Western Washington,Florida State,10,11,"03/08/2015, 11:20",Ninth Place Semis,Final
Stanford,Arizona State,13,11,"03/08/2015, 11:20",Ninth Place Semis,Final
Rutgers,Western Washington,4,13,"03/08/2015, 08:00",Ninth Place Quarters,Final
Tufts,Florida State,10,13,"03/08/2015, 08:00",Ninth Place Quarters,Final
British Columbia,Stanford,10,11,"03/08/2015, 14:00",Ninth Place Quarters,Final
Arizona State,Carleton College,12,10,"03/08/2015, 08:00",Ninth Place Quarters,Final
bracket,Eleventh Place Game
Western Washington,Arizona State,11,12,"03/08/2015, 13:00",Eleventh Place,Final
bracket,Thirteenth Place Bracket
Tufts,British Columbia,11,10,"03/08/2015, 19:00",Thirteenth Place,Final
Rutgers,Tufts,3,13,"03/08/2015, 11:20",Thirteenth Place Semis,Final
British Columbia,Carleton College,13,8,"03/08/2015, 17:20",Thirteenth Place Semis,Final
bracket,Fifteenth Place Game
Carleton College,Rutgers,13,3,"03/08/2015, 13:00",Fifteenth Place,Final
b,r,e,a,k
