Boston Invite 2015,Club - Women ,20,6,2015
Devens,MA,2015-06-20,2015-06-21
https://play.usaultimate.org/events/Boston-Invite-2015/schedule/Women/Club-Women/
Brute Squad,1
5,Emmalyne Azucena
8,Vernie Aguda
9,Christine Zhang
03,Farra Kurniawan
10,Danielle Leung
12,Jessica Luc
14,Korina Gov
15,Celina Tran
17,Ariana De Almeida
18,Josephine Chan
31,Selina Truong
83,FEI XIANG
99,Karen Chan
b,r,e,a,k
Iceni,5
teamInfo,,"London, SW4 8QW GB",http://www.iceniultimate.co.uk,https://www.facebook.com/IceniUltimate,https://twitter.com/iceniultimate
00,Rachel Kelly
00,Joanna Rowbury
00,Jackie Verralls
00,Angela Wilkinson
00,Natasha Doff
00,SONIA KOMENDA
00,FRANCESCA TYLER
00,Eleanor Nicholson
00,Karen Kwok
00,Francesca Scarampi
00,Lauren Bryant
00,JENNA THOMSON
00,CATHERINE GAINEY
00,Vanessa Lowe
00,Karina Cooper
00,Lasma Putrina
00,SARAH WELCH
00,Fiona Kwan
24,Caroline Nicholls
b,r,e,a,k
Siege,4
teamInfo,,"Boston, Massachusetts",https://siegeultimate.wordpress.com/,,https://twitter.com/siegeultimate
coaches,Jason Adams
0,Kathryn Peake
2,AFRA DANAI
3,WINNIE ZHANG
4,Jacqueline Willwerth
7,SARAH LINDSAY
8,TRACY SNYDER
9,Harriet Booth
10,Jojo Emerson
12,Nicole Canning
14,Mei Bruist
17,Shirlee Wohl
19,KELLIE WATERMAN
20,Kathryn Flood
22,Melissa Ellis
23,Lizzie Jones
24,Margot Lieblich
26,Amy Broome
27,Courtney Remm
28,Rachel Kramer
37,Hannah Walter
44,Jackie Booth
88,Emily Eibl
b,r,e,a,k
Boston,13
teamInfo,,"Boston, Massachusetts",,,
0,Christina Cianfrani
0,Johanna Neumann
0,Auralyn Mackenzie
0,Maureen McCamley
0,ERIN PATISTEAS
0,Heather Sheldon
0,Bridget Daniels
0,Rosalyn Ano
0,CHELSEA PAWLEK
0,SHELAGH MCELROY
0,Jennifer Kasper
0,DARAH SCHOFIELD
0,CATHERNE (CATHY) MARSHALL
0,CATE FOX-LENT
0,Suyeon Min
0,Jill Kiener
12,Robin Kunze
33,Jennifer Frederick
91,Mary Catherine Arbour
b,r,e,a,k
Storm,12
teamInfo,,"Montreal, Quebec CA",,,
0,Laurence Champagne
0,JOANNIE FOURNIER
0,Matissa Hollister
0,Joelle Tremblay
0,Genevieve Lamarche-Moore
0,Gabriell Hubert Vallieres
0,ANNICK MARTIN
3,NATACHA DAVID
8,Alexandra Abboud
9,EMILIE ST-PIERRE
06,pascale chatigny
14,Valerie Plante
19,Gabrielle Ouellet
23,Alexandra Paille
28,Gabrielle Beaudoin
29,JESSICA GENNAOUI
30,Marie-Andrée Pambrun
33,Daisy Lin
40,CAMILLE BARNES
80,Marikha Nguyen
82,Isabelle Toutant
84,Catherine Gadbois
b,r,e,a,k
Baywatch,19
teamInfo,,"New Britain, Connecticut",,,
0,Liv Erhard
0,Nora Mitchell
0,KAITLYN CYR
0,Leah Bar-On Simmons
0,Danielle Rowe
0,Jacqueline Oakes
0,Jennifer Sanfilippo
0,Anna Schofer
0,Jane Manby
0,Laura Birnbaum
0,Jenna Forman
0,Julia Raney
0,Adriana Garcia
0,Marissa Aldieri
0,Kayla Olson
3,Shannon Stolting
4,Sharon Harper
5,Jennifer Gobin
13,Sterling Morrone
18,Caitlyn Hauswirth
28,Sonya Haupt
34,Mir Bowring
42,Claire Kimball
b,r,e,a,k
HOPE,17
teamInfo,,"Providence, Rhode Island",https://www.HOPEultimateRI.weebly.com,https://www.facebook.com/HOPEultimateri,https://twitter.com/hopeultimateri
0,COLLEEN FOGG
0,Rebecca Kestin
0,Audra Cornell
0,ALLEGRA HANSON
0,Carrie Gill
0,Grace Sanita
0,Dorothy Kimel-Scott
0,Meghan MacEnroe
0,Dana  Marxen
0,Karen Babbitt
0,Grace Castro
0,Alyssa Chito
0,Sara Semenza
17,Meaghan Rose Costello
22,Natasha Bedoya-Ross
b,r,e,a,k
Brooklyn Book Club,22
teamInfo,,"Brooklyn, New York",http://bkbookclubultimate.weebly.com/,https://facebook.com/BrooklynBookClub,https://mobile.twitter.com/bkbookclub
0,Karen Feng
2,Kristin Sprague
3,Renee deLisser
5,Denia Viera
6,Sarah McNabb
8,Zoe Langsdale
9,Larissa Wohl
10,Michal Pearl
11,Vivie Lee
13,Candace Hoefert
14,Brianna Dayer
15,Kimsun Barber
17,Julie Reichling
24,Kylie Sale
25,Kyla Dayer
27,Jessica Magagnos
31,REBECCA CHIN
48,Cecilia Winter
49,Isabel Cruz
75,Luisa Maria Neves
b,r,e,a,k
Boomslang,18
teamInfo,,"Albany, New York",https://boomslangultimate.wordpress.com/,https://www.facebook.com/groups/boomslangultimateinfo/,
0,Kelly Hite
0,CHELSEA BULKOWSKI
0,Mary Bisgrove
0,Mary (Molly)  Naaktgeboren
0,Alyssa Starrantino
0,Briana Chanowitz
0,Lee Bashant
0,MARIN RILEY
0,Veronica Kolegue-Spalaris
0,Karoline Hart
11,Hayley Manning
12,Kathleen Bemis
26,Chelsea Leeder
29,Jesse Moore
48,Candace Haskell
b,r,e,a,k
Roc Paper Scissors,21
teamInfo,,"Rochester, New York",,https://www.facebook.com/#!/RocPaperScissorsUltimate?ref_type=bookmark,
0,Anna Holcomb
0,MEGHAN KAZANSKI
0,Chelsea Rybak
0,Madeline Zuchlewski
0,Elise Grzeskiewicz
0,Alyshia Moore
0,Kaitlin Schneider
0,Nina Fogel
0,MADELINE LEAHY
3,Noelle Evans
7,Patricia Santelli
10,Erin Sullivan
11,Briana Newman
15,Sarah Koopman
16,Heather Cline
18,Caitlin Richard
20,Becky Gravenstede
24,Tanya Beiswenger
25,Sarah Deibel
28,Angela Dana
47,Jiayu Tian
51,Adrienne Dykeman
56,EMILY WILSON
b,r,e,a,k
BUDA Girls,25
teamInfo,,"Boston, Massachusetts",,,
coaches,Robert Brazile,Kristen Brazile
0,Olivia Lederman
0,Claire Blazewicz
0,Nicole Wilkinson
0,Josephine Coppinger
0,Julia Mickey
0,Laura Schlossman
0,Renata Pepi
0,Annie Shriver
0,Valerie Willocq
0,Marissa Lerner
0,MOLLY ADAMS
0,ISABEL ORAM-BROWN
0,Kendra Griesman
0,Caroline Collis
12,Casey Banta-Ryan
13,Clara Walsh
14,Kippie Douglas
44,Maggie Barron
62,Leanne Go
74,Eva McDermott
b,r,e,a,k
Independence,20
teamInfo,,"Philadelphia, Pennsylvania",,https://www.facebook.com/independenceultimate?ref=aymt_homepage_panel,
0,Jules Burnstein
0,Loryn Way
0,SINCERE YU
0,Mindy Laybourne
0,Laura Newhard
0,Vija Lietuvninkas
0,Liz Quann
0,CHRISTINE BOSCH
0,CARA TRATNER
0,ARI ROSENBERG
0,Stephanie Clayton
0,Kristen Dean
0,Alexandra Lash
0,RACHEL SCHNEIDER
0,EMILY HYMAN
0,Britt Cumens
0,Alexis Udalovas
10,Theresa Buckalew
16,EMILY SACHS
47,Stacey Spencer
56,Lauren Feder
b,r,e,a,k
Plow,24
teamInfo,,"Amherst, Massachusetts",,,
0,JULIA YATES
0,Mary Sheehan
0,Elaine Jeon
0,ELENA BETKE-BRUNSWICK
0,Isabella Parlato
0,Jane Booth
0,Leslie Decristofaro
0,Shira Yeskel-Mednick
0,Ashlyn Salvage
0,ELENDE CONNOR
0,Leija Helling
0,Clarissa Lyons
0,Alexandra Ly
0,Grace Berman
1,April Weintraub
2,AOIFE DAHILL-BAUE
2,Gloria Miller
4,Livvy Weld
6,Justinne Guarin
14,Tulsa Douglas
27,Rose Kelly
32,Caroline Norton
50,Isabel Tripp
b,r,e,a,k
Exo,23
teamInfo,,"Sherbrooke, Quebec CA",,,
0,Marianne Thibodeau
0,Florence Lapointe
0,Eugenie Morasse Lapointe
0,MARIE-PIER BISSON-COTE
0,Noemie Bonenfant
0,Virginie Beaudin
0,Rachel Jodoin
0,Sandra Lemieux
0,Claudine Charbonneau
0,catherine  guay
0,Geneviève Richard
0,Sophie Rochette
0,Isabelle Teasdale
13,MAGALI ROUSSEAU
42,Genevieve Miron
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Day 1
pool,Pool A
Brute Squad,Vice,15,0,"06/20/2015, 09:00",Pool A,Final
Hot Metal,Venus,15,7,"06/20/2015, 09:00",Pool A,Final
Brute Squad,Venus,15,1,"06/20/2015, 13:00",Pool A,Final
Hot Metal,Vice,15,3,"06/20/2015, 13:00",Pool A,Final
Brute Squad,Hot Metal,15,4,"06/20/2015, 15:00",Pool A,Final
Vice,Venus,11,13,"06/20/2015, 15:00",Pool A,Final
pool,Pool B
Iris,Stella,15,1,"06/20/2015, 11:00",Pool B,Final
Green Means Go,Swagger,15,6,"06/20/2015, 11:00",Pool B,Final
Iris,Swagger,15,2,"06/20/2015, 13:00",Pool B,Final
Green Means Go,Stella,15,4,"06/20/2015, 13:00",Pool B,Final
Iris,Green Means Go,15,6,"06/20/2015, 15:00",Pool B,Final
Stella,Swagger,9,15,"06/20/2015, 15:00",Pool B,Final
pool,Pool C
BENT,Backhanded,15,4,"06/20/2015, 09:00",Pool C,Final
Vintage,Lotus,15,3,"06/20/2015, 09:00",Pool C,Final
BENT,Lotus,15,3,"06/20/2015, 13:00",Pool C,Final
Vintage,Backhanded,15,6,"06/20/2015, 13:00",Pool C,Final
BENT,Vintage,15,9,"06/20/2015, 15:00",Pool C,Final
Backhanded,Lotus,15,9,"06/20/2015, 15:00",Pool C,Final
pool,Pool D
Siege,Storm,15,14,"06/20/2015, 11:00",Pool D,Final
Siege,Boston,14,11,"06/20/2015, 13:00",Pool D,Final
Storm,Boston,10,15,"06/20/2015, 15:00",Pool D,Final
Iceni,Boston,13,11,"06/20/2015, 17:00",Pool D,Final
Iceni,Storm,15,5,"06/20/2015, 19:00",Pool D,Final
Siege,Iceni,9,15,"06/20/2015, 21:00",Pool D,Final
b,r,e,a,k
clusters,Elite Crossovers
cluster,Elite 1v1 Crossovers
Brute Squad,BENT,15,4,"06/20/2015, 17:00",,Final
Iris,Iceni,15,7,"06/20/2015, 23:00",,Final
cluster,Elite 2v3 Crossovers
Hot Metal,Backhanded,15,9,"06/20/2015, 17:00",,Final
Green Means Go,Boston,W,F,"06/20/2015, 17:00",,Final
Vintage,Venus,15,8,"06/20/2015, 17:00",,Final
Siege,Swagger,15,6,"06/20/2015, 17:00",,Final
cluster,Elite 4v4 Crossovers
Vice,Lotus,13,8,"06/20/2015, 17:00",,Final
Stella,Storm,6,15,"06/20/2015, 17:00",,Final
b,r,e,a,k
brackets,Elite Bracket Play
bracket,1-8 Bracket Play
Brute Squad,Iris,15,9,"06/21/2015, 15:00",Finals,Final
Brute Squad,Iceni,15,5,"06/21/2015, 17:00",Semis,Final
BENT,Iris,13,15,"06/21/2015, 11:00",Semis,Final
Brute Squad,Green Means Go,15,3,"06/21/2015, 09:00",Quarters,Final
Vintage,Iceni,9,15,"06/21/2015, 15:00",Quarters,Final
BENT,Siege,15,7,"06/21/2015, 09:00",Quarters,Final
Hot Metal,Iris,4,15,"06/21/2015, 09:00",Quarters,Final
bracket,9-16 Bracket Play
Boston,Storm,14,9,"06/21/2015, 15:00",9th,Final
Stella,Boston,5,15,"06/21/2015, 11:00",9th semis,Final
Storm,Swagger,15,5,"06/21/2015, 11:00",9th semis,Final
Venus,Stella,9,10,"06/21/2015, 09:00",9th quarters,Final
Boston,Vice,15,3,"06/21/2015, 09:00",9th quarters,Final
Backhanded,Storm,11,14,"06/21/2015, 09:00",9th quarters,Final
Lotus,Swagger,12,13,"06/21/2015, 09:00",9th quarters,Final
b,r,e,a,k
pools,Easterns Pool
pool,Pool F
HOPE,Independence,11,4,"06/20/2015, 09:00",Pool F,Final
Boomslang,Baywatch,5,11,"06/20/2015, 09:00",Pool F,Final
Roc Paper Scissors,BUDA Girls,7,11,"06/20/2015, 09:00",Pool F,Final
Brooklyn Book Club,Plow,11,6,"06/20/2015, 09:00",Pool F,Final
Baywatch,BUDA Girls,11,4,"06/20/2015, 10:40",Pool F,Final
Roc Paper Scissors,Exo,11,1,"06/20/2015, 10:40",Pool F,Final
HOPE,Boomslang,10,9,"06/20/2015, 10:40",Pool F,Final
Independence,Plow,11,6,"06/20/2015, 10:40",Pool F,Final
HOPE,Plow,11,3,"06/20/2015, 12:20",Pool F,Final
Boomslang,Exo,11,6,"06/20/2015, 12:20",Pool F,Final
Baywatch,Brooklyn Book Club,11,6,"06/20/2015, 12:20",Pool F,Final
Independence,Roc Paper Scissors,8,9,"06/20/2015, 12:20",Pool F,Final
Boomslang,BUDA Girls,11,6,"06/20/2015, 14:00",Pool F,Final
Baywatch,Plow,11,2,"06/20/2015, 14:00",Pool F,Final
Independence,Exo,11,4,"06/20/2015, 14:00",Pool F,Final
Roc Paper Scissors,Brooklyn Book Club,6,11,"06/20/2015, 14:00",Pool F,Final
HOPE,Baywatch,8,11,"06/20/2015, 15:40",Pool F,Final
Independence,BUDA Girls,6,11,"06/20/2015, 15:40",Pool F,Final
Roc Paper Scissors,Plow,9,6,"06/20/2015, 15:40",Pool F,Final
Brooklyn Book Club,Exo,11,1,"06/20/2015, 15:40",Pool F,Final
HOPE,BUDA Girls,10,9,"06/21/2015, 09:00",Pool F,Final
Boomslang,Plow,9,11,"06/21/2015, 09:00",Pool F,Final
Baywatch,Exo,11,4,"06/21/2015, 09:00",Pool F,Final
Independence,Brooklyn Book Club,11,8,"06/21/2015, 09:00",Pool F,Final
HOPE,Roc Paper Scissors,3,11,"06/21/2015, 10:40",Pool F,Final
Boomslang,Independence,11,6,"06/21/2015, 10:40",Pool F,Final
Brooklyn Book Club,BUDA Girls,9,5,"06/21/2015, 10:40",Pool F,Final
Exo,Plow,11,8,"06/21/2015, 10:40",Pool F,Final
HOPE,Brooklyn Book Club,10,9,"06/21/2015, 12:20",Pool F,Final
Boomslang,Roc Paper Scissors,12,11,"06/21/2015, 12:20",Pool F,Final
Baywatch,Independence,11,3,"06/21/2015, 12:20",Pool F,Final
Exo,BUDA Girls,6,11,"06/21/2015, 12:20",Pool F,Final
HOPE,Exo,11,3,"06/21/2015, 14:00",Pool F,Final
Boomslang,Brooklyn Book Club,8,11,"06/21/2015, 14:00",Pool F,Final
Baywatch,Roc Paper Scissors,11,4,"06/21/2015, 14:00",Pool F,Final
Plow,BUDA Girls,11,4,"06/21/2015, 14:00",Pool F,Final
b,r,e,a,k
brackets,Elite Consolation
bracket,3rd Place
Iceni,BENT,13,15,"06/21/2015, 21:00",3rd Place,Final
bracket,5th Place
Vintage,Hot Metal,10,14,"06/21/2015, 13:00",5th Place,Final
Green Means Go,Vintage,11,15,"06/21/2015, 11:00",Round Name,Final
Siege,Hot Metal,3,15,"06/21/2015, 11:00",Round Name,Final
bracket,7th Place Game
Siege,Green Means Go,2,15,"06/21/2015, 13:00",7th Place Game,Final
bracket,11th Place Game
Stella,Swagger,0,1,"06/21/2015, 15:00",11th Place Game,Final
bracket,13th Place Game
Venus,Backhanded,9,12,"06/21/2015, 13:00",13th Place Game,Final
Venus,Vice,12,8,"06/21/2015, 11:00",Round Name,Final
Backhanded,Lotus,15,2,"06/21/2015, 11:00",Round Name,Final
bracket,15th Place Game
Lotus,Vice,7,13,"06/21/2015, 13:00",15th Place Game,Final
b,r,e,a,k
