South Central D-I College Men's Regionals,College - Men ,27,4,2024
Austin,TX,2024-04-27,2024-04-28
https://play.usaultimate.org/events/South-Central-D-I-College-Mens-Regionals-2024/schedule/Men/CollegeMen/
Colorado,1
teamInfo,Mamabird,"Boulder, Colorado",http://www.mamabird.com/,https://www.facebook.com/University-of-Colorado-Mamabird-361160030582581,https://twitter.com/CUMamabird
00,Axel Hartzog
00,Benton Shevlin
00,Curtis Pakgross
00,Daniel Estrin
00,Dexter Luecke
00,Felix Feiger
00,Geoffrey Tucker Kalmus
00,Levi Tapper
00,Max Van Sickle
00,Omar  Semrin
00,Ryan Allenson
00,Sam Kilgore
00,Tobias Brooks
00,Will Barnouw
01,Aylen Learned
03,Atkin Arnstein
05,Calvin Stoughton
07,Gaurav Prasad
07,Seth Wells
09,Ryan Shigley
11,Zeke Thoreson
13,Daniel Williams
17,Nathan Buchholz
18,Carter Halstrom
34,Ethan Burgess
46,Nanda Min-Fink
50,Daniel Bauman
83,Walt Johnson
91,Joseph Michaud
b,r,e,a,k
Saint Louis,11
teamInfo,Archangel,"St. Louis, Missouri",,,https://twitter.com/Archangel_SLU
coaches,Bryan Dunbar,Ian McNamara
0,Anand Sekar
0,Brian Weigus
0,Brian Leesman
0,Daniel Juergens
0,Grant Gorman
0,Ian Roudebush
0,Jaime Befeler
0,Jeanluc Rivas
0,Samuel Liu
0,Victor Geiser
2,Ryan Hilty
5,Michael McCormick
23,Max Yue
27,Stuart Montgomery
b,r,e,a,k
Houston,14
teamInfo,Skyline,"Houston, Texas",,,
00,Alexander Ruiz
00,Brandon Ngo
00,Chris Conklin
00,Ethan Tran
00,Giovanni  Caruso
00,Jamey  Duong
00,Kevin Blake
00,Phillip Nguyen
00,Randal Zack
00,Rudolf Jordan
00,Michael Jones
00,Vietcan Tran
00,Vinh  Duong
04,Lucas Penrod
06,Connor Thurman
13,Nathan Nguyen
17,Shan Pappa
20,Evan McGhee
44,Julian Huen
54,Alex Tucker
66,Aaron Rahman
69,Vance Dicken
b,r,e,a,k
Denver,8
teamInfo,Sourdough,"Denver, Colorado",,,
00,Alexander Fleming
00,Avery Fowler
00,Benjamin Nichols
00,Campbell Willmuth
00,Carver Ward
00,Dalton Ward
00,Deven Walsh
00,Egan Doherty
00,Gavin Stevens 
00,Hiroto Bauer
00,Jason Kaplan
00,John Migchelbrink
00,Justin Blake
00,Khaled  Mahmoud 
00,Luke Britsch
00,Mac O'Brien
00,Mason Charney
00,Michael Weil
00,Nate Yaeger
00,Noah Alleman
00,Tobias Holme
00,Tyler Shepard
b,r,e,a,k
Texas,2
teamInfo,TUFF,"Austin, Texas",https://texasultimatefrisbee.weebly.com/,https://www.facebook.com/TexasUltimate,https://twitter.com/texas__tuff/
coaches,Reid Bacon,Calvin Lin
00,Ben Thollander
