Ohio Valley D-I College Men's Regionals,College - Men ,4,5,2024
North Huntington,PA,2024-05-04,2024-05-05
https://play.usaultimate.org/events/Ohio-Valley-D-I-College-Mens-Regionals-2024/schedule/Men/CollegeMen/
Pittsburgh,1
12,Nicholas Alexander
14,Jack Hewitt
16,Levy Morrison
17,Danny Le
17,Jimmy Cirillo
24,Cole Salomon
25,Francesco Russo
27,Milo Friedman
29,Nate Little
43,Lucas Oberholtzer Hess
44,Massin Larbi
49,Carlos Eckert
52,Daniel Goll
69,Colin Clapper
72,Nicholas Railey
85,Joseph Meixler
89,Joshua Heacock
96,Jacob Prunes
98,Jorge Barillas
b,r,e,a,k
Ohio State,3
teamInfo,Leadbelly,"Columbus, Ohio",,https://www.facebook.com/LeadbellyUltimate,https://twitter.com/pbultimate
0,Andrew DePuy
0,Brady Aneshansel
0,Camron Chambers
0,Jacob Anthuvan
0,Lucas Antoszewski
0,Lucas Nestor
0,Miles DiNardo
0,Noah Saidel
0,Vlad Estrin
1,Aadit Shah
3,David Braden
13,Charlie Vukovic
14,David Butz
15,Anthony Zelinskas
24,Tanion Misawayee
33,Maxwell Devine
39,Christopher Arevalo
43,Tyler McCarthy
78,Aidan Stevens
93,Peter Zhang
99,Alex Warrington
b,r,e,a,k
Lehigh,8
teamInfo,Lehigh,"Bethlehem, Pennsylvania",,,https://twitter.com/lehighultimate
00,Brandon Reith
00,Brett Clinton
00,Carson Smith
00,Aaron Lam
00,Andrew Yu-Hwang
00,Dominic Policarpo
00,Ethan Meron
00,Matthew Slaski
00,Matthias Culbertson
00,Michael Hazaz
00,Nathaniel Ivill-Weiner
00,Owen Lambinus 
00,Henry Winter
00,Jake Schachter
00,Thomas Gibbins
02,Danny Dilsheimer
05,Patrick Alto
07,Jonathan Trzaska
20,Zachary Weiser
44,David Hinkle
58,Gregory Dardaris
85,Thomas Dyett
93,Ari Carp
95,Jakob Fett
b,r,e,a,k
Cincinnati,5
teamInfo,Bearcats,"Cincinnati, Ohio",,,https://twitter.com/UCUltimate
00,Nihaal Sidhu
00,Robby Fitzgerald
01,Jalal Sylvester
04,Sam Moushey
05,Trevor  Riemer 
06,Zachary Lewis
07,William Sheridan
08,Tyson Neff
09,Jake Blue
11,William Wettengel
12,Kyle Bates
14,Dermot Fox
17,Ian Houle
18,Michael Bruggeman
19,Nate Montgomery
21,Adam Thornton
23,Ian Hailey
25,Bradley Caldwell
26,Zachary Belegrin
27,Westley  Laughton
33,Andrew Potter
46,James Butz
47,Maximillian  Humbert
48,Lloyd Goldstein
54,Nick Miller
55,Zachary Robinson
72,Matthew McRoberts
75,Aidan Sommer
88,Jake Wahl
b,r,e,a,k
Pittsburgh (B),11
teamInfo,University of Pittsburgh- B,"Pittsburgh, Pennsylvania",,,https://twitter.com/pittultimateM_B
0,Avneet Singh
0,Benjamin Green
0,Brandon Haines
0,Brendan Slack
0,Christian Harper
0,Clarke Piatt
0,Daniel Gatiru
0,David Friedman
0,Gnanesh Gutta
0,Henry Zou
0,Jared Kartschoke
0,Karl Rennick-Zuefle
0,Riley Prell
0,Sam Gombiner
0,Seth Williams
0,Thomas Selwood
0,Tyler Weinberger
0,Tyler Cobb
0,William Goodwin
0,William Dougherty
0,Yehuda Skromne
0,Matthew Yager
0,Michael Lowry
2,Matthew Lu
2,Joseph Rowley
11,Liam Ullman
16,Kyle Halstater
20,Jackson Morrow
25,Graham Barton
32,Noah Knishkowy
72,Jake Sperry
85,David DeColli
b,r,e,a,k
Pennsylvania,10
teamInfo,Void,"Philadelphia, Pennsylvania",https://groups.universitylife.upenn.edu/ultimate/,https://www.facebook.com/groups/2200077065/,https://twitter.com/VoidUltimate
0,Conner Meidt
0,Declan Cambey
0,Ethan Crawford
0,Ethan Dong
0,Gabriel Wright
0,John Curley
0,Jonathan Tran
0,Max Gombiner
0,Max Chen Huang
0,Maxwell Tran
0,Nicholas Spasojevic
0,Nikhil Grobes
0,Parker McCall
0,Phillip Duarte
0,Ren Yagawara
0,Ricky Wang-Polendo
0,Justin Robertson
0,Justin Chen
0,Sean Cho
0,Teo Reimbold-Thomas
2,Max Chen
9,Ryan Lee
11,Owen Land
15,Noah Lewine
25,Sieu Doan
68,Joshua Freedman
b,r,e,a,k
Kent State,16
teamInfo,Klockwork,"Kent, Ohio",,,https://twitter.com/kentultimate
coaches,Vonterio Duncan
0,Bradley Tonges
0,Stephen Gruber
1,Julia Rouge
2,Ethan Wenk
3,Erin Hawkins
4,Anna Brosch
5,casey schroth
6,Malaki Stanfield
9,Will Allio
10,Benjamin  Allio
11,Matthew Sullivan
12,Spencer Hackworth
13,Ella Cleveland 
14,Addie Oberlin
17,Ethan Jenkins
19,Jackson Hargett
22,Margaret Centa
29,Sydney Brew
31,Casey Santa
32,Brendan Chapman
33,Mitchell Anderson
41,Chuck Murphy
47,Jacob Freshly
84,Brian Boston
99,George Stone
b,r,e,a,k
Penn State (B),9
teamInfo,LoveTap,"University Park, Pennsylvania",,,https://twitter.com/LovetapDisc
0,Ethan Levin
00,Alex Dubow
00,Atharva Kurve
00,Harsh Zaver
00,Matthew Ganey
00,Spencer Milanek
01,Gabriel Rosenberg
02,Garrett Poirier
03,Brendan Luong
05,Grant Schultz
08,Michael Nipper
09,Luke Vernon
10,Joshua Pelloni
11,Brian Medrow
12,Ryan Kempster
14,Reagan Foley
15,Jeremy Mack
18,Nicholas Shuble
21,Paul Taylor
22,Joseph Hennessy
23,Harrison Findley
24,Ajani Knorr
26,Ryan McGurrin
27,Hunter Allen
28,Dylan Connor
30,Adam Gladish
32,Rohan Singh
33,Dylan DeCelle
36,Nicholas Gailey
40,Kevin Feng
43,Steven Remish
48,Ethan Dunmire
64,Jacob Thompson
72,Max Ryerson
81,Nicholas Marinelli
86,Benjamin Zock
90,Raffi Cannon
95,Josh Rechenberg
99,Gabe Vanderbrink
b,r,e,a,k
Miami (Ohio),12
teamInfo,Ohio) (Miami Boogiemen,"Oxford, Ohio",,https://www.facebook.com/miamiultimate/,https://twitter.com/MiamiBoogiemen
00,Aiden Schmeling
00,Alex Wilson
00,Alex Abreu
00,Alexander Rintamaa
00,Ben Knoth
00,Benjamin Pascanik
00,Braden Alexander
00,Brendan Heidinger
00,Carlo Vanni
00,Cody Morris
00,Cole Cline
00,Collin Sutter
00,Daryl Zazycki
00,Dillon Walls
00,Drew Steinhubl
00,Garrett Wright
00,Gunnar DeRoss
00,Harrison Cradduck
00,Ian Mason
00,Jackson O'Daniel
00,Jacob Frasu
00,John Kolosieke
00,Josh Elkowitz
00,Kydan Young
00,Kyle Turnbaugh
00,Michael Pattee
00,Nick Steenbergh
00,Nicolas Sarkis
00,Qiancheng Ni
00,Ryan Gallmann
00,samuel fulkerson
00,Sean Rivard
00,Takdanai Thabthimthong
00,William Herring
00,William Lasch
00,William  Vermette
00,Zishan Imran
b,r,e,a,k
Villanova,13
teamInfo,Main Line Ultimate,"Villanova, Pennsylvania",http://villanovaultimate.weebly.com,,https://twitter.com/VUMainLine
0,Carl Soderman
0,Ethan Anders
0,Marc Cannella
0,Maximilian Fontana
0,Nicholas Guillet
0,Jack Holly
0,Quinton Hosler
0,Ricky Weidemann
0,Ryan Apple
0,Ryan Tuthill
0,Ryan Murphy
0,Sean Reiner
0,Tommy Cruz
00,Trevor Collins
00,Theo  Runiewicz
00,Tommaso Reres
00,Sanjiv Kodali
00,Ronik Gupta
00,Ryan Doherty
00,Ryan Kryscnski
00,Ryan Keenan
00,Richard Stanton
00,Nicholas Guenther
00,Noah George
00,Patrick Gill
00,Cole Hannan
00,Ben Plishker
04,David Pinkowsky
07,Jacob Cibilich
20,Colby Luiz
21,Jordan Humdy
39,Jack Tobin
79,Stephen Collins
99,Benjamin Berlin
b,r,e,a,k
West Virginia,14
teamInfo,WV Wild,"Morgantown, West Virginia",https://www.instagram.com/wvu.ultimate/?hl=en,https://www.facebook.com/WVUltimate,https://twitter.com/WVUltimate
00,Coleridge Kinsler
01,Heath Bahm
02,William Reynolds
03,Colson  Parker
05,Jacob Held
06,Aidan Sweeney
07,Shane Kearney 
08,Zachary Ziegler
10,Sean Ranelli
11,Nate Robinson
12,Micah Owen
13,Nathaniel Huff
14,Nathaniel O'Brien
15,Mason Rittinger
16,Bryce Lester
17,Nathan Schlegel
18,Mark Altman
19,Reda Boujja
21,Tyler Saville
22,Brycen Brown
23,William Balliard
27,Joseph Parks
32,Glen Mauder
37,Adam Mosley
44,Stephen Mabry
45,Alec Bossert
54,Raymond Keith
69,Michael Pellock
77,Kyle McGee
82,Bennett Croyle
85,Sam Mullenax
88,Aiden Ballard
b,r,e,a,k
Case Western Reserve,6
teamInfo,Fighting Gobies[A],"Cleveland, Ohio",ultimate.case.edu,https://www.facebook.com/GobyWarriors/,https://twitter.com/fightinggobiesm
00,Sam King
01,Nathan Trudell
03,Denton Ryan
05,Jake Stahl
06,William Cui
07,Lucas Jones
08,Graham Galts
09,Andrew Noah
10,AJ Campbell
11,Owen  Gold
13,Mason Jester
16,Anil Driehuys
17,Sam Greenberg
21,Lekh Murthy
25,Jacob Rollins
26,Nitin Chockalingam
28,Nathaniel Poshkus
30,Aidan Gangai
33,Mace Korytko
45,Jason Zhou
52,Elias Hinson
76,Logan Heck
95,Ryan Coneway
b,r,e,a,k
Carnegie Mellon,7
teamInfo,Mr. Yuk,"Pittsburgh, Pennsylvania",https://www.andrew.cmu.edu/user/ultimate/yuk/,,https://twitter.com/mryukultimate
0,Matthew  Pedicone
0,Matthew Yang
0,Zachary Fan
00,Aidan Catalano
00,Alain Saal-Dalma
00,Alex Wilf
00,Alexander Capestany
00,Alexander Kirages
00,Benjamin Colby
00,Nicholas Blair
00,Roy Park
00,Spencer Matonis
00,Vardaan Shah
00,Vijay Viswanathan
00,Wyatt Krisky
00,Brandon Zhou
00,Chris Chang
00,Colin Daines
00,Ethan Tang-Jones
00,Jackson Trone
00,James Alzona
00,Jing Lin
00,Joe Dosch
00,Kaitao Luo
00,Lucas Storm
00,Mahith Edula
28,Brandon Rishi
b,r,e,a,k
Ohio,15
teamInfo,Trout,"Athens, Ohio",,https://www.facebook.com/ohioultimate/,https://twitter.com/OUultimate
00,Andrew Thompson
00,Christo Siegel
00,Ian Knaus
00,james brennan
00,Luke McKenrick
00,Nathan Richardson
00,Nicholas Kaiser
01,Nathan Swindell
02,Nick Becker
03,Dalton Muck
04,Carter Limbert
10,Marcus Berger
14,Ryan  Baxley
17,Benjamin Heindrichs
20,Nicholas  Lang 
23,Walker Branson
25,Jack Connelly
33,Brendan Miller
47,Jelani Walker 
49,Jack Lazenby
55,Peter Haverland
b,r,e,a,k
s,t,a,g,e,s
brackets,Bracket Play
bracket,1st Place Bracket
Pittsburgh,Penn State,15,5,"05/05/2024, 11:00",1st place,Final
Pittsburgh,Temple,15,10,"05/04/2024, 15:00",1st Semifinal,Final
Ohio State,Penn State,10,15,"05/04/2024, 15:00",1st Semifinal,Final
Pittsburgh,Lehigh,15,10,"05/04/2024, 11:00",1st Quarterfinal,Final
Cincinnati,Temple,11,12,"05/04/2024, 11:00",1st Quarterfinal,Final
Ohio State,Pittsburgh (B),15,6,"05/04/2024, 11:00",1st Quarterfinal,Final
Pennsylvania,Penn State,4,15,"05/04/2024, 11:00",1st Quarterfinal,Final
Pittsburgh,Kent State,15,4,"05/04/2024, 09:00",Round 1,Final
Penn State (B),Lehigh,9,15,"05/04/2024, 09:00",Round 1,Final
Cincinnati,Miami (Ohio),15,10,"05/04/2024, 09:00",Round 1,Final
Villanova,Temple,11,15,"05/04/2024, 09:00",Round 1,Final
Ohio State,West Virginia,15,6,"05/04/2024, 09:00",Round 1,Final
Pittsburgh (B),Case Western Reserve,15,14,"05/04/2024, 09:00",Round 1,Final
Carnegie Mellon,Pennsylvania,11,15,"05/04/2024, 09:00",Round 1,Final
Ohio,Penn State,1,15,"05/04/2024, 09:00",Round 1,Final
bracket,2nd Place Bracket
Penn State,Ohio State,15,6,"05/05/2024, 13:00",2nd Place Game to Go,Final
Temple,Ohio State,12,13,"05/05/2024, 11:00",2nd Semifinal,Final
Pennsylvania,Temple,10,15,"05/05/2024, 09:00",2nd Quarterfinal,Final
Case Western Reserve,Ohio State,9,15,"05/05/2024, 09:00",2nd Quarterfinal,Final
Pennsylvania,Pittsburgh (B),15,10,"05/04/2024, 15:00",2nd Place Prequarterfinal,Final
Case Western Reserve,Carnegie Mellon,14,12,"05/04/2024, 15:00",2nd Place Prequarterfinal,Final
Pennsylvania,Penn State (B),15,3,"05/04/2024, 13:00",2nd Place Bracket Round 2,Final
Pittsburgh (B),Miami (Ohio),14,11,"05/04/2024, 13:00",2nd Place Bracket Round 2,Final
Cincinnati,Case Western Reserve,9,15,"05/04/2024, 13:00",2nd Place Bracket Round 2,Final
Lehigh,Carnegie Mellon,12,15,"05/04/2024, 13:00",2nd Place Bracket Round 2,Final
Kent State,Penn State (B),11,14,"05/04/2024, 11:00",Start of 2nd Place Bracket,Final
Miami (Ohio),Villanova,13,8,"05/04/2024, 11:00",Start of 2nd Place Bracket,Final
West Virginia,Case Western Reserve,4,15,"05/04/2024, 11:00",Start of 2nd Place Bracket,Final
Carnegie Mellon,Ohio,15,7,"05/04/2024, 11:00",Start of 2nd Place Bracket,Final
bracket,5th Place
Pennsylvania,Case Western Reserve,11,8,"05/05/2024, 11:00",5th Place,Final
bracket,7th Place
Pittsburgh (B),Carnegie Mellon,7,15,"05/05/2024, 11:00",7th Place,Final
bracket,9th Place Bracket
Miami (Ohio),Lehigh,3,9,"05/05/2024, 13:00",9th Place,Final
Penn State (B),Miami (Ohio),13,14,"05/05/2024, 09:00",9th Semifinal,Final
Cincinnati,Lehigh,12,13,"05/05/2024, 09:00",9th Semifinal,Final
bracket,11th Place
Penn State (B),Cincinnati,0,0,"05/05/2024, 13:00",11th Place,Scheduled
b,r,e,a,k
pools,13th Consolation Pool
pool,Pool A
Kent State,West Virginia,6,15,"05/04/2024, 13:00",Pool A,Final
Villanova,Ohio,0,0,"05/04/2024, 13:00",Pool A,Scheduled
Villanova,West Virginia,11,6,"05/05/2024, 09:00",Pool A,Final
Kent State,Ohio,6,14,"05/05/2024, 09:00",Pool A,Final
Kent State,Villanova,5,15,"05/05/2024, 11:00",Pool A,Final
West Virginia,Ohio,10,14,"05/05/2024, 11:00",Pool A,Final
b,r,e,a,k
