Florida Warm Up 2024,College - Men ,2,2,2024
Tampa,FL,2024-02-02,2024-02-04
https://play.usaultimate.org/events/Florida-Warm-Up-2024/schedule/Men/CollegeMen/
Massachusetts,13
16,Jonah Carrero
18,Alec Minnicks
20,Isaiah Mason
24,Will Cambron
25,Brian Bekken
34,Bradley Fleming
42,Noah Schwalb
55,Chris Youngblood
60,Samuel Williams
66,Tiernan Donnelly
69,Michael Poe
91,Jonathan Sillivant
99,Colby Bong
b,r,e,a,k
Brown,3
teamInfo,Brownian Motion,"Providence, Rhode Island",http://www.brown.edu/Athletics/Mens_Ultimate/,https://www.facebook.com/brownultimatefrisbee,https://twitter.com/BMoUltimate
coaches,James Smart,Jonathan Stout,Nate Taylor
0,Adrian Lin
0,Andy Burris
0,Camilo Tamayo-Rousseau
0,Devan Hernandez
0,Luca Duclos-Orsello
0,Matias Lee
0,Noah Urrutia
0,Ryan Hsi
0,Siddharth Yende
0,Zach Merrill
2,Cal Nightingale
9,Jason Tapper
10,Amrik Eadara
17,Zachary Kaufman
24,Jacques Nissen
27,Elliott Rosenberg
29,Oscar Low
30,Caleb Moran
32,Oliver Kahn
35,Patrick Connor
42,Leo Gordon
66,Eli Chang
99,Henry Egan
b,r,e,a,k
Vermont,22
teamInfo,Chill,"Burlington, Vermont",,https://www.facebook.com/Team.Chill.33/,https://twitter.com/team_chill
0,Benjamin Weinstein
0,Cale Ellingson
0,Erik Arnold
0,Forrest Williams
0,Chase Drinkwater
0,Jovan Strange
0,Max Hemeon
0,Owen Doherty
3,Nico Gabby
4,Benjamin Payson
9,True Hanson
16,Grant Goodale
18,Casey Thornton
19,Beorn Morrow-Caron
19,Christopher Kiepert
21,Luca Stuccio
22,Zachary Watson-Stevens
23,Kristof Rohaly-Medved
24,Nico Christakos
28,Leo Sarandos
37,Parker Lin-Butler
42,Ryan Bliss
72,Jack Rice
82,Declan Kervick
b,r,e,a,k
Tufts,21
teamInfo,Elephant Men,"Medford, Massachusetts",http://www.tuftsmensultimate.org/,,https://twitter.com/tufts_emen
0,Dylan Prudente
0,Elias Leggat-Barr
0,Eliav Malone
0,Ethan Cardi
0,Ian Knightly
0,Joe Rosenberg
0,Lev Barnett
0,Liam Campbell
0,Michael Shriver
0,Nate Brophy
0,Nayan Talwalkar
0,Ryan Cohen
0,Ryan Kadet
0,Toshihiro Nagase
0,Tucker Livingston
0,William Chesney
0,Wilson Wu
0,Zak Rizvi
0,Silas Grossman
1,Rohin Gast
3,Colin Mclaughlin
3,Sachin Zachariah
7,Oscar Graff
19,Shiv Khanna
33,Talyx Hochstein
50,Roman Short
52,Benjamin Kass-Mullet
b,r,e,a,k
Emory,8
teamInfo,Emory Juice,"Atlanta, Georgia",,,https://twitter.com/EmoryJuice
coaches,Matthew Shu,Ethan Heiss
0,Austin Chuang
0,Ben Campion
0,Dean Damon
0,Dylan Plemper
0,Grayson Stone
0,Jacob Sencer
0,Jason Evans
0,Kaicheng Chen
0,Ki Greene
0,Lucas Kim
0,Miguel Urena
0,Nate Flowers
0,Will Hutchinson
6,Karl Hansen
8,Gabriel Hall
9,Nolan Baxendell
14,Toby Fuller
15,Daniel Kotelanski
16,Ricky Davis
19,Krish Patel
20,Ammon Longenecker
21,Harrison Coorey
22,Warren Chang
26,Jesse Rider
29,Kai Diez
37,Elias Heanue
69,William Dougherty
81,Joel Lee
89,Jordan Leslie
95,Reed Karman
b,r,e,a,k
Washington University,24
teamInfo,Contra,"St. Louis, Missouri",contra.wustl.edu,,twitter.com/wucontra
0,Michael Coyne
01,Noah Stovitz
02,Rohan Patel
03,Cameron Freeman
04,Charles Gluck
05,Jacob Tindall
06,Bennett Schwartz
07,Sam Schwartz
08,Joel Brown
09,Nicholas Jeschke
12,Ethan  Zhang
13,Wilson Tryon
14,Ian Grochocinski
15,Jake Hyman
17,Isaac Trommer
18,Noah Kaller
20,Jackson Freeman
21,Christopher Heron
22,Evan Tompkins 
23,David Bix
24,Seth Fisher-Olvera
25,Benjamin Deppen
26,Raphael Epstein
28,Elie Weitzman
33,Nicolas Sprague
36,Jakob Ayala
44,Isaac Fenster
81,Nate Ackerman
96,Joe Hess
99,Oliver Every
b,r,e,a,k
Georgia Tech,12
teamInfo,Tribe,"Atlanta, Georgia",https://gttribe.github.io/,https://www.instagram.com/gt_tribe/,https://twitter.com/gttribe
coaches,Andrew Chung
2,Carter Tegen
5,Neil Barry
6,Raymond Jia
7,Christopher Zuo
8,Adithya Deepak
9,Nikos Verlenden
11,Avery Girsky
12,Aidan Meek
14,Alden Rosakranse
22,Ephraim Connor
24,Matthew Mills
25,Matthew Wang
26,Keller Smith
27,Chris Gmeiner
28,Eric Shen
31,Camilo Castrillon
33,Phillip Markovitz
37,Owen Hammond-Lee
39,Philip Emry
41,Neal Zeng
42,Adam Grossberg
46,Brendan McCluskey
49,Ross Gunther
69,Garrett Anderson
70,Elias Benghiat
72,Hari Sridhara
77,Flavius Penescu
81,Sean Jung
88,Peter Gardner
b,r,e,a,k
Cornell,7
teamInfo,Buds,"Ithaca, New York",https://www.instagram.com/budsultimate/,https://www.facebook.com/CornellBudsUltimate/,https://twitter.com/BudsUltimate
coaches,Sam Garncarz
0,Micah Schuchman
01,Simon Alford
02,Spencer Peters
03,Parker Ashworth
05,Benjamin Packard
06,Thomas Meyer
07,Siming Wu
08,Jacob Groner
10,Mason Raffo
12,Thomas Wu
13,Tomer Poole-Dayan
15,Dylan Kenniff
16,Roan Chadsey
17,Neal Vasireddi
20,Dylan Winchell
21,Nathaniel Chin
22,Tyler Sprague
26,Benjamin Zou
27,Benjamin Nusbaum
29,Max Trager
31,Davith  Chan
42,Zach Halevy
47,Ren Kondo
66,Elijah Sheridan
77,Lewis Sisler
81,Matthew Hui
88,Iram Liu
99,Milo Rappoport
b,r,e,a,k
Florida,9
teamInfo,Florida,"Gainesville, Florida",ufmclubultimate.com,https://www.facebook.com/floridaultimate,https://twitter.com/floridaclubult
02,Trevor Kirkland
03,Moses Jaffa
07,Ethan  King
09,Benjamin Crosbie
11,Ari Siegel
12,Thomas Chase
13,Davis Orr
16,Ayden Moran
18,Cooper Whisnant
19,Bhagya Patel
24,Logan Diehl
25,William Reed
26,Nevin Legare
27,Nathan Marshall
33,Justin Ma
35,Charles Overdevest
42,Harin Patel
44,Robert Privette
54,Jack Clydesdale
88,Luke Alexander
91,Jinming Liu
b,r,e,a,k
Michigan,14
teamInfo,MagnUM,"Ann Arbor, Michigan",http://www.magnumultimate.com/,https://www.facebook.com/magnUMultimatefrisbee/,https://twitter.com/magnUMultimate
coaches,Raymond Lu
0,Zach Wanger
00,Daniel Marlin
01,Zachary Loyd
02,Bradley Kerr
03,Jose Dasilva
04,Kenneth Tien
05,Trent Moon
06,Andrew Kim
07,Jordan Bacharach
08,Nicholas Alfonso
09,Jack Davis
11,Max Karnik
12,Emmet Payette
13,James Baker Jr
14,Aaron Bartlett
15,Nick Amano
21,Austin Ngan
22,Chris Doehring
23,Theo Shapinsky
24,Josh Solomon
25,Andrew Armstrong
26,Matthew Cao
28,Gabriel Scheck
29,Samuel Teppo
36,Charlie Huang
37,Julius Cohen
55,Joshua Wang
87,Ray Chen Hao
88,Kion Young
92,Tobey Chang
b,r,e,a,k
Wisconsin,25
teamInfo,Hodags,"Madison, Wisconsin",https://www.hodaglove.org,https://www.facebook.com/Wisconsin-Hodags-118125241585256/,https://twitter.com/hodaglove
03,Graeme Alexander
05,Patrick LaVallee
06,Nicholas Tangwall
07,Theo Stein
08,Carson Batchelor
09,Erik Nuenninghoff
11,Mark Nelson
12,Jack Dipaolo
12,Jacob Wham
13,Max Heirigs
14,Simi Fadiran
15,Ethan Barsness
17,Braeden Rebarchik
22,Yiran Li
23,John Bradshaw
24,Jude Ogden
26,Saul Diaz
27,Jacob Sak
28,Matthew Zabawski
29,Yuhao Wu
30,Kale Johnson
32,Aiden Martinsen
33,Caleb Sanders
38,Noah Petersen
40,Thomas Walker
42,Tyler Grim
47,Matteo Meyer
64,Joe Leibforth
74,Kyle West
94,Pieran Robert
99,Zane Stein
b,r,e,a,k
Cincinnati,6
teamInfo,Bearcats,"Cincinnati, Ohio",,,https://twitter.com/UCUltimate
0,Nihaal Sidhu
01,Jalal Sylvester
04,Sam Moushey
05,Trevor  Riemer 
06,Zachary Lewis
07,William Sheridan
08,Tyson Neff
11,William Wettengel
12,Kyle Bates
17,Ian Houle
18,Michael Bruggeman
19,Nate Montgomery
21,Adam Thornton
23,Ian Hailey
24,Robby Fitzgerald
25,Bradley Caldwell
26,Zachary Belegrin
27,Westley Laughton Laughton
46,James Butz
47,Maximillian  Humbert
48,Lloyd Goldstein
54,Nick Miller
55,Zachary Robinson
72,Matthew McRoberts
75,Aidan Sommer
88,Jake Wahl
88,Jake Blue
b,r,e,a,k
Texas A&M,20
teamInfo,Dozen,"COLLEGE STATION, Texas",dozenultimate.com,https://www.facebook.com/tamuultimate/,https://twitter.com/DozenUltimate/
0,Anthony Peterman
0,Jonathan Jin
0,Sam Wenaas
3,Mark Henke
4,Decker Padgett
5,Trace Cabaniss
7,Ty Hastings
7,Vinay Patel
8,Ethan Horng
8,Ben Stone
10,Maren Monsivais
13,Tyler Reinhardt
14,Myles Wagner
15,Josiah Padgett
16,Timothy Mosher
17,Benjamin Riggs
18,Ethan Niedzwiedz
22,Tony Cao
23,Garrison Abide
37,Michael  Stamps
54,Colby Millenbruch
69,Justin Davis
73,Justin Petre
b,r,e,a,k
Florida State,10
teamInfo,DUF,"Tallahassee, Florida",,https://www.facebook.com/FSUltimate,https://twitter.com/DUFtrainroll
0,Clayton Partlow
0,Hunter  Strayhorn
0,Ulysses Ellis
1,Alexandro Garcia
3,August Specht
5,Dominic Pawlusiak
7,Owen Peronto
8,Nicolai Riekerk
10,Trevor Janik
11,Colton Turner 
12,Michael Berg
13,Bradley Gonzalez
15,Nathan Lowrie
17,Sam Swartz
18,Zachary Fisher
19,Bodie Cole
26,Scott Sakow
37,Daniel Siegel
50,Oscar Patterson
94,Joey Fishback
b,r,e,a,k
Virginia Tech,23
teamInfo,Burn,"Blacksburg, Virginia",http://vtultimate.wix.com/virginiatechultimate,,https://twitter.com/VTBurn?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
0,Alex Winsness
0,Alper Kutlug
0,Andrew Holladay
0,Christian Leach
0,Erik Graulich
0,Ethan Harris
0,Garrett Lash
0,Daniel Gribbin
0,Jacob Slade
0,John Bruther
0,John Durham
0,Josh Pill
0,Micah Craine
0,Owen Walkowicz
0,Ryan Greenfield
0,Spencer Paragas
0,Trenton Powell
0,Will Meyer
10,Curtis Kim
11,Aiden  Reed
12,Mason Johnson
15,Daniel Bredehorst
16,Eli Martin
17,Christopher Lopez
19,Piyush Komali
23,Jacob Loveranes
33,Kennon Arnold
51,Chris Mascis
69,Jack Sinsheimer
89,Jacob Sigeti
b,r,e,a,k
Central Florida,5
teamInfo,Dogs of War,"Orlando, Florida",,https://www.facebook.com/CentralFloridaUltimate,https://twitter.com/PupsofConflict
coaches,Andrew Cox
0,Benjamin Garcia
0,Carson  Wright
0,cole koffarnus
0,Dylan Genest
0,Timothy Oei
0,Ty Lim
2,Alexander Mooney
3,Alex Nelson
5,Wazan Hoshino
7,Sean Chaney
9,Cameron Genest
10,Christopher Patrick
13,John Slot
15,Nolan McGinley
17,Udaykiran Gudipudi
18,Taurean Perkins
20,Sriharsha Aitharaju
21,Ethan Phillips
23,Aidan Earnest
28,Ryan Rodriguez
31,Michael Kemp
43,Jake Repperger
55,Bradley  Paul
66,William Herrington
88,Jacob Spiegel
b,r,e,a,k
South Florida,18
teamInfo,Scallywags,"Tampa, Florida",,https://facebook.com/usfultimate,https://twitter.com/MUltClubUSF
0,Adam Costello
0,Aidyn Rosochowicz
0,Anthony Tinghitella
0,Bryce Stalter
0,Derek Babb
0,Godlove Nkembo
0,Ian Tsubooka
0,Ian Filippi
0,Ian James
0,Isaac  Bird
0,Joshua Webb
0,Krishna Chundi
0,Rhandy Jean-Paul
0,Ryland Kane
0,Tavtej Kaeley
0,Tri Do
0,Troy Guinther
4,Stephen Maggio
8,Justin Montalbano
9,Patrick Maggio
13,Isaiah Garcia
13,Jamal Taylor
17,Nicholas Greenwell
99,Sabastian  McCain 
b,r,e,a,k
s,t,a,g,e,s
pools,Match Play
pool,Pool A
Alabama-Huntsville,Wisconsin,13,8,"02/02/2024, 09:00",Pool A,Final
Georgia,Northeastern,13,10,"02/02/2024, 09:00",Pool A,Final
Brigham Young,Tufts,13,10,"02/02/2024, 09:00",Pool A,Final
Carleton College,Cornell,13,8,"02/02/2024, 09:00",Pool A,Final
Central Florida,Cincinnati,10,13,"02/02/2024, 09:00",Pool A,Final
Texas,Massachusetts,12,13,"02/02/2024, 09:00",Pool A,Final
Michigan,Florida State,13,10,"02/02/2024, 09:00",Pool A,Final
Georgia Tech,Minnesota,11,13,"02/02/2024, 10:50",Pool A,Final
Brigham Young,Wisconsin,13,10,"02/02/2024, 10:50",Pool A,Final
Cincinnati,Texas,9,11,"02/02/2024, 10:50",Pool A,Final
Cornell,South Florida,13,5,"02/02/2024, 10:50",Pool A,Final
Alabama-Huntsville,Tufts,12,13,"02/02/2024, 10:50",Pool A,Final
Northeastern,Michigan,13,9,"02/02/2024, 10:50",Pool A,Final
Florida,Brown,8,13,"02/02/2024, 10:50",Pool A,Final
Emory,Virginia Tech,12,10,"02/02/2024, 10:50",Pool A,Final
Brown,Michigan,13,9,"02/02/2024, 12:40",Pool A,Final
Vermont,South Florida,13,1,"02/02/2024, 12:40",Pool A,Final
Carleton College,Florida,13,11,"02/02/2024, 12:40",Pool A,Final
Washington University,Emory,13,5,"02/02/2024, 12:40",Pool A,Final
Texas,Central Florida,13,3,"02/02/2024, 12:40",Pool A,Final
Brigham Young,Georgia,10,12,"02/02/2024, 12:40",Pool A,Final
Minnesota,Texas A&M,10,11,"02/02/2024, 12:40",Pool A,Final
Florida State,Virginia Tech,12,11,"02/02/2024, 12:40",Pool A,Final
Georgia Tech,Pittsburgh,10,13,"02/02/2024, 12:40",Pool A,Final
Emory,Massachusetts,6,13,"02/02/2024, 14:30",Pool A,Final
Alabama-Huntsville,Cornell,13,8,"02/02/2024, 14:30",Pool A,Final
Texas A&M,Georgia Tech,5,12,"02/02/2024, 14:30",Pool A,Final
Brown,Carleton College,11,12,"02/02/2024, 14:30",Pool A,Final
Northeastern,Cincinnati,13,6,"02/02/2024, 14:30",Pool A,Final
Georgia,Central Florida,13,7,"02/02/2024, 14:30",Pool A,Final
South Florida,Tufts,3,13,"02/02/2024, 14:30",Pool A,Final
Florida State,Wisconsin,11,12,"02/02/2024, 14:30",Pool A,Final
Brigham Young,Massachusetts,8,13,"02/02/2024, 16:20",Pool A,Final
Vermont,Virginia Tech,13,7,"02/02/2024, 16:20",Pool A,Final
Pittsburgh,Washington University,13,12,"02/02/2024, 16:20",Pool A,Final
Washington University,Vermont,11,13,"02/02/2024, 18:20",Pool A,Final
Pittsburgh,Minnesota,9,13,"02/02/2024, 18:20",Pool A,Final
Florida,Texas A&M,13,5,"02/02/2024, 18:20",Pool A,Final
Central Florida,Northeastern,2,13,"02/03/2024, 09:00",Pool A,Final
Virginia Tech,Tufts,4,13,"02/03/2024, 09:00",Pool A,Final
Carleton College,Georgia,11,10,"02/03/2024, 09:00",Pool A,Final
Cincinnati,Cornell,11,13,"02/03/2024, 09:00",Pool A,Final
Brigham Young,Michigan,13,12,"02/03/2024, 09:00",Pool A,Final
Georgia Tech,Florida State,13,2,"02/03/2024, 09:00",Pool A,Final
Florida State,Massachusetts,7,13,"02/03/2024, 10:50",Pool A,Final
Wisconsin,Texas,3,12,"02/03/2024, 10:50",Pool A,Final
Washington University,South Florida,13,3,"02/03/2024, 10:50",Pool A,Final
Minnesota,Central Florida,13,3,"02/03/2024, 10:50",Pool A,Final
Brigham Young,Florida,13,9,"02/03/2024, 10:50",Pool A,Final
Pittsburgh,Vermont,13,11,"02/03/2024, 10:50",Pool A,Final
Cornell,Northeastern,6,13,"02/03/2024, 12:40",Pool A,Final
Cincinnati,Georgia,5,13,"02/03/2024, 12:40",Pool A,Final
Brigham Young,Texas A&M,13,8,"02/03/2024, 12:40",Pool A,Final
Tufts,Texas,8,13,"02/03/2024, 12:40",Pool A,Final
Brown,Georgia Tech,13,8,"02/03/2024, 12:40",Pool A,Final
Alabama-Huntsville,Florida,13,3,"02/03/2024, 12:40",Pool A,Final
South Florida,Emory,5,13,"02/03/2024, 12:40",Pool A,Final
Brown,Texas A&M,13,8,"02/03/2024, 14:30",Pool A,Final
Virginia Tech,Pittsburgh,7,12,"02/03/2024, 14:30",Pool A,Final
Wisconsin,Massachusetts,5,13,"02/03/2024, 14:30",Pool A,Final
Washington University,Carleton College,7,13,"02/03/2024, 14:30",Pool A,Final
Michigan,Emory,11,12,"02/03/2024, 14:30",Pool A,Final
Minnesota,Vermont,13,10,"02/03/2024, 14:30",Pool A,Final
Brigham Young,Alabama-Huntsville,9,11,"02/03/2024, 14:30",Pool A,Final
b,r,e,a,k
brackets,1st-8th
bracket,1st Place
Minnesota,Brown,0,0,"02/04/2024, 10:00",1st Semifinals,Scheduled
Massachusetts,Georgia,0,0,"02/04/2024, 10:00",1st Semifinals,Scheduled
Carleton College,Minnesota,14,15,"02/03/2024, 19:00",1st Quarterfinals,Final
Brown,Northeastern,15,14,"02/03/2024, 19:00",1st Quarterfinals,Final
Massachusetts,Alabama-Huntsville,15,12,"02/03/2024, 17:00",1st Quarterfinals,Final
Georgia,Texas,15,9,"02/03/2024, 17:00",1st Quarterfinals,Final
bracket,3rd Plce (Optional)
bracket,Tied 5th
Carleton College,Northeastern,0,0,"02/04/2024, 10:00",5th Place Semifinals,Scheduled
Alabama-Huntsville,Texas,0,0,"02/04/2024, 10:00",5th Place Semifinals,Scheduled
bracket,7th Place
b,r,e,a,k
brackets,9th-16th
bracket,9th Place
Pittsburgh,Vermont,0,0,"02/04/2024, 10:00",9th Place,Scheduled
Pittsburgh,Emory,15,10,"02/03/2024, 17:00",9th Semifinals,Final
Tufts,Vermont,11,15,"02/03/2024, 17:00",9th Semifinals,Final
bracket,11th Place
Emory,Tufts,0,0,"02/04/2024, 10:00",11th Place,Scheduled
bracket,13th Place
Georgia Tech,Washington University,0,0,"02/04/2024, 08:00",13th Place,Scheduled
Florida,Georgia Tech,11,15,"02/03/2024, 19:00",13th Semifinals,Final
Cornell,Washington University,11,12,"02/04/2024, 19:00",13th Semifinals,Final
bracket,15th Place
Florida,Cornell,0,0,"02/04/2024, 08:00",15th Place,Scheduled
b,r,e,a,k
brackets,17th-24th
bracket,17th Place
Texas A&M,Wisconsin,0,0,"02/04/2024, 09:50",17th Place,Scheduled
Michigan,Texas A&M,10,14,"02/04/2024, 09:00",17th Semifinals,Final
Cincinnati,Wisconsin,11,14,"02/04/2024, 09:00",17th Semifinals,Final
bracket,19th Place
Michigan,Cincinnati,0,0,"02/04/2024, 09:50",19th Place,Scheduled
bracket,21st Place
Florida State,Virginia Tech,0,0,"02/04/2024, 09:50",21st Place,Scheduled
South Florida,Florida State,7,15,"02/03/2024, 17:00",21st Semifinals,Final
Virginia Tech,Central Florida,15,13,"02/03/2024, 17:00",21st Semifinals,Final
bracket,23rd Place
South Florida,Central Florida,0,0,"02/04/2024, 09:50",23rd Place,Scheduled
b,r,e,a,k
