Presidents' Day Invite 2024,College - Women ,17,2,2024
La Jolla,CA,2024-02-17,2024-02-19
https://play.usaultimate.org/events/Presidents-Day-Invite-2024/schedule/Women/CollegeWomen/
Colorado,1
0,Madeleine (Mattie) Johnson
0,Maya Chow
0,Paulina Malysa
0,Rachel Ressmeyer
0,Rylie Crow
0,Sophie David
2,Linda Phan
13,Anna Wilk
15,Ella Kim
21,Haylee  Ramsey-Code
23,Sylvie Kromer
27,Nora Verner
b,r,e,a,k
Oregon,3
teamInfo,Fugue,"Eugene, Oregon",http://oregonfugue.weebly.com/,https://www.facebook.com/Fugueultimate/,https://twitter.com/OregonFugue
coaches,Katherine Wilson,Shaelynn Davis,Angela Lin
0,June Ellsworth Yow
02,Acacia Hahn
05,Tess Keyes
07,Phoenix Adams
08,Syris Linkfield
10,Zoey Hughes
11,Georgia  Van der Linden
12,Jayna Rogers
13,Mara Hindery-Glasinovic
17,Keira Lanegraff
18,Eliana Norton
22,Julia Berard
23,Brielle Ramsdal
24,Thais Thomas
27,Leah Hall
31,Anna Carlson
32,Kallie Hansel-Tennes
39,Eli Donohue
47,Thalia  Tzetos
68,Isabella Harker
72,Ezra Weybright
79,Zoe Luke
88,Jessie Lew
92,Michiko Magnant
95,Ysabella Zaloudek-Luba
b,r,e,a,k
California-San Diego,11
teamInfo,UCSD D-Co Womxn's Ultimate,"San Diego , California",http://www.psychoultimate.com/,https://www.facebook.com/pg/dragoncoultimate/about/?ref=page_internal,@d_co_ultimate
coaches,Avery Jones,Kelli Iwamoto,Samantha Wool
0,Ananya Shaligram
0,Annika Ross
0,Antonia Thommes
0,Audrey Schneider
0,Cassidy Morgan
0,Danielle  Weatherwax
0,Dylan Mullaney
0,Emiko Shiota
0,Jessie Finkelor
0,Josefina O'Toole
0,Kaitlyn Straight
0,Kezha Neale-Sacks
0,Margot Nissen
0,Marguerite Church
0,Marlo Ramada
0,Mars Bau
0,Nicole Moran
0,Samantha  Medina
0,Sophia Fitch
0,Teaghan Lynch
0,Xuan Feldman
0,Yariel Perkins
0,Emma  Toussaint
11,Emma Ellefson-Frank
18,Emma Smith
28,Parissa Teli
38,Abigail Shilts
b,r,e,a,k
California-Davis,6
teamInfo,Rogue,"Davis, California",http://ucdrogueultimate.weebly.com/,https://www.facebook.com/UCDRogue,https://twitter.com/ucdrogue
coaches,Austin Lourie
0,Shiyi Zhang
02,Morgan Strong
03,Lucy Mertz
04,Kiana Miller
05,Samantha Burns
08,Sarah Azrin
09,Mackenna Weems
10,Quinlin Schug
11,Caroline Donohew
12,Breana Marin
13,Leah Cole
14,Kasey Zeng
15,Aijia Wang
16,Katelyn Mann
17,April Lu
19,Ria Rajput
21,Katie Angstadt-Leto
22,Emily Denio
24,Kayden Delvo
27,Lucille Knowles
28,Natalie Chueh
33,Emily Chou
52,Elly Labay
77,Mariam Emerson
81,Yuriko Iguchi
b,r,e,a,k
Denver,14
teamInfo,Hype,"Denver, Colorado",https://hypeduultimate.wixsite.com/website,https://www.facebook.com/denverhype/?ref=bookmarks,https://twitter.com/TheUltimateHype
coaches,Sten Larson,Tabetha Ridgway
1,Malea Marxer
2,Caroline Borham
3,Isabella  Choi
4,Chloe Sitzmann
5,Eva Flood
6,Hallie Crawford
7,Kaila Lacagnina
8,Chelsea Sharp
9,Ava Owens
10,Constance Olivia Rathsack
11,Kiara Nagle
13,Amalya Mahloch
14,Dawn Moffitt
15,Louisa Fowler
16,Maggie Kruse
17,Ellery  Otradosky 
18,Larissa Olson
20,Charlotte Marboe
22,Addy Eder
23,Kyle Connors
25,Maeve Hoffert
27,Ella Sands
28,Rebecca Short
30,Olivia Harman
31,Katarina  Dow
32,Maya Renker
33,Sophie Duplock
36,Tela Haskell
85,Mackenzie Saunders
b,r,e,a,k
California-Santa Barbara,4
teamInfo,Burning Skirts,"Goleta, California",,https://www.facebook.com/BSkirts/,https://twitter.com/BSkirts?lang=en
coaches,Kaitlyn Weaver
02,Sofia Eden
03,Nina Schmier
04,Kailani Latimer
06,Jillian Fischer
08,Laura Blume
09,Aliyah Latham
11,Vienna Lee
12,Grace Craig
13,Riley Raker
14,Devin Quinn
16,Kaia Emery
17,Catrina Sada
18,Ella Khoury 
19,Sophie Havranek
20,Carrie Teichrow
22,Julia Hasbrook
23,Ariana O'Shea
24,Gabby Wang
27,Danielle Michiels
30,Olivia Crump
32,Cindy Yang
33,Emma Crump
44,Daisy Cuthbert
45,amelia Whitacre
82,Helen Sweeney
b,r,e,a,k
Colorado State,5
teamInfo,Hell's Belles,"Fort Collins, Colorado",,https://www.facebook.com/csuwomensultimate,@HellsBellesUlti
coaches,Hannah Hinchsliff,Jack “Moneyball” Hinchsliff,Sarah Hoistad,Emily Stege
03,Gretchen Pohl
04,Grace Goldenberg
05,Alex Hasenkamp
06,Sonai Donnell
07,Maya Beck-Kjer
08,Genevieve Reyland-Slawson
10,Lauren Feeney
13,Corbin Smith
14,Cice Kim
15,Maggie Coutts
17,Kate Philson
18,Rachel  Prager
22,Ella Barker
24,Cassandra  Banuelos
26,Willow Purvis
27,Sutton Ballard
42,Kiera Schreiber
44,Jasmine Puska
51,Grace Brown
55,Char Bokhof
64,Maggie Cvar
b,r,e,a,k
Southern California,13
teamInfo,Hellions of Troy,"Los Angeles, California",http://www.uscwomensultimate.com/,,https://twitter.com/USCHellions
2,Anjali Gopinathan
3,Kelly Lukito
4,Jayne Bottarini
7,Elizabeth Saunders
9,Komal Kackar 
01,Victoria Lawton
10,Shijia Liu
12,Amelie Nah
13,Stella Dziedzic
16,Helena Kim Chung
17,Araiza Soto
18,Mary Muir
20,Preyashi Poddar
22,Delilah Masket
23,Alexandra Lujano-Pawlina
24,Kai Agueros
26,Annamarie Ellazar
41,Natalie So
57,Amanda Wilson
73,Tanvi Shankar
77,Xin Shen
97,Taylor Ford
b,r,e,a,k
Cal Poly-SLO,12
teamInfo,SLO Motion,"San Luis Obispo, California",https://cpslomotion.wixsite.com/home,https://www.facebook.com/cpslomotion,https://twitter.com/cpslomotion?lang=en
02,Madelyn Cruz
03,Megan Wong
05,Brooke Nishida
06,Molly Middlebrook
07,Allison Lee
09,Mary Jane Hartman
10,Zoe klement
11,Maya Kaizuka-Smith
12,Poppy DeArmond-MacLeod
13,Sydney Alexander
16,Hanna Lee
19,Tucker Donahue
22,Cece Hildreth
26,Molly Sandler
28,Charis Gray
29,Louisa Rudo
31,Clara Swanson
33,Stella Romeo
42,Ellablu Wagner
50,Lia Romeo
64,Bryn Harper
66,Sofia Daniels
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Colorado,California-San Diego (B),14,5,"02/17/2024, 09:00",Pool A,Final
California,California-San Diego (B),10,9,"02/17/2024, 10:30",Pool A,Final
Colorado,California,12,8,"02/17/2024, 12:00",Pool A,Final
Western Washington,California-San Diego (B),15,1,"02/17/2024, 12:00",Pool A,Final
Colorado,Western Washington,13,9,"02/17/2024, 13:30",Pool A,Final
Western Washington,California,0,0,"02/17/2024, 15:00",Pool A,Scheduled
pool,Pool B
Stanford,Claremont,15,2,"02/17/2024, 09:00",Pool B,Final
UCLA,Utah,8,9,"02/17/2024, 09:00",Pool B,Final
Stanford,Utah,12,8,"02/17/2024, 10:30",Pool B,Final
UCLA,Claremont,13,3,"02/17/2024, 10:30",Pool B,Final
Stanford,UCLA,13,3,"02/17/2024, 12:00",Pool B,Final
Utah,Claremont,15,4,"02/17/2024, 12:00",Pool B,Final
pool,Pool C
Oregon,California-San Diego,14,9,"02/17/2024, 09:00",Pool C,Final
California-Davis,Denver,14,2,"02/17/2024, 09:00",Pool C,Final
Oregon,California-Davis,12,4,"02/17/2024, 10:30",Pool C,Final
California-San Diego,Denver,15,2,"02/17/2024, 10:30",Pool C,Final
Oregon,Denver,15,0,"02/17/2024, 12:00",Pool C,Final
California-Davis,California-San Diego,0,0,"02/17/2024, 13:30",Pool C,Scheduled
pool,Pool D
Colorado State,Southern California,12,9,"02/17/2024, 10:30",Pool D,Final
California-Santa Barbara,Cal Poly-SLO,14,8,"02/17/2024, 12:00",Pool D,Final
California-Santa Barbara,Southern California,15,5,"02/17/2024, 13:30",Pool D,Final
Colorado State,Cal Poly-SLO,14,5,"02/17/2024, 13:30",Pool D,Final
California-Santa Barbara,Colorado State,0,0,"02/17/2024, 15:00",Pool D,Scheduled
Cal Poly-SLO,Southern California,0,0,"02/17/2024, 15:00",Pool D,Scheduled
b,r,e,a,k
pools,Sunday Power Pools
pool,Pool E
pool,Pool F
pool,Pool G
pool,Pool H
b,r,e,a,k
brackets,Championship Bracket
bracket,Championship Bracket
bracket,3rd Place
bracket,5th Place Bracket
bracket,7th Place Bracket
bracket,9th Place Bracket
bracket,11th Place Bracket
bracket,13th Place Bracket
b,r,e,a,k
