President's Day Invite,College - Men ,15,2,2014
San Diego,CA,2014-02-15,2014-02-17
https://play.usaultimate.org/events/Presidents-Day-Invite/schedule/Men/CollegeMen/
Colorado,1
0,Trevor Smith
0,Dylan Freechild
0,GABE FRUCHTER
0,CHARLIE WILSON-MOSES
0,GARRETT CHAPPELL
0,Brian Penner
0,Andrew Halpin
0,REILLY GARDNER
0,Adam Rees
5,Noah Stuart
9,Christopher Strub
55,Connor Matthews
b,r,e,a,k
Washington,7
teamInfo,Sundodgers,"Seattle, Washington",modules/common/washingtonultimate.org,modules/common/facebook.com/uwultimate,twitter.com/sundodgers
4,ROBIN BREEN
5,KYLE STEEN
6,CURTIS RUSCH
8,Marcello Molinaro
9,Bryan Bednarski
02,Tian Chuan Yen
03,Khalif El-Salaam
10,Dongyang Chen
12,Tomas Delgado
13,Adam Fischette
15,JAMES GENDREAU
17,CONNOR SMITH
20,Julian Peterson
21,IAN HASH
24,Anton William Cwik
30,CASEY MACPHEE
37,William Gagne-Maynard
44,DAVID DE FRATES
84,Jonathan Stacey
b,r,e,a,k
San Diego State,10
teamInfo,Federalis,"San Diego, California",,,
0,Max Monroe
0,NICHOLAS CROOKSTON
0,THOMAS BRADFORD
0,JEFF DIXON
0,STEVEN GREENE
0,Austin Clark
0,BENJAMIN LINDLEY
0,Kyle Schmid
0,Josiah Reeve
0,William Valle
0,ALEX KALE
0,ZEKE IVERS
0,Beeman Rabut
0,EMERSON REVOLORIO
0,Erik McCoy
3,Michael Tran
5,ALEC ARATOW
7,KYLE GOOSSENS
00,LUCAS DILLOW
32,Alec Benton
35,ELIJAH AUER
38,ALAN GUARDADO
42,MARK SLADER
b,r,e,a,k
Cal Poly-SLO,15
teamInfo,SloCore,"San Luis Obispo, California",,,https://twitter.com/CORE_ultimate
2,Brennan Bryant
3,Simon Krauter
01,Sean Bybee
05,Aaron Shi
08,Benjamin Kato
11,Reggie Sung
12,KEVIN SPERLING
13,Christopher McCoy
14,Christopher Cogswell
16,Thomas Konogeris
19,GRIFFIN PAUL
24,Cameron Wariner
27,JONATHAN YAU
28,Joseph Gagliano
29,Casey Wu
44,Tim Okita
47,Joshua Fankhauser
53,Matthew Ferrari
82,Joel Anton
b,r,e,a,k
Sonoma State,18
teamInfo,Grapes of Wrath,"Rohnert Park, California",,,
00,Austin Heiland
00,Charlie Weatherford
00,Blair Bickel
00,Shane Tracy
00,JACOB HARRIS
05,Eric Kraszewski
07,TANNER VAN VORST
21,Benjamin Levinsky
27,Noah Bernhardt
32,MARK MISENER
52,Basem Totah
69,Timothy Fiock
b,r,e,a,k
California-San Diego,3
teamInfo,Air Squids,"San Diego, California",,,
0,Brendan Winnacott
0,Ben Kumler
0,Steven Chung
0,Kedar Pujara
0,Glenn Allen
0,Migal Manickaraj
0,Alistair McIntyre
01,JAMES LAI
02,Nikhar ABBAS
04,Tyler Gates
05,Christopher Liu
06,Brent Lo
08,PAUL MORIMOTO
12,Aaron Lee
13,SEAN WILKINSON
21,CODY HEINER
22,Cody Kirkland
23,ZACHARY WU
28,JUSTIN LIN
38,NICHOLAS TIEE
40,JAMES LINSCHEID
44,Nicholas Smith
47,MARK BUNNELL
55,Trevor Purdy
84,Jesse Cohen
87,Christopher Bonner
94,Zachary Spidell
97,Zachary Murez
99,Gavriel Gelbart
b,r,e,a,k
Las Positas,6
teamInfo,Hawks,"Livermore, California",modules/common/www.lpcultimate.com,,
0,Leighton Lim
0,Matthew May
0,NICHOLAS RAFTER
0,Marcelo Sanchez-Heredia
0,Dan Dzoan
0,Adam Meckel
0,Nickolas  Winter
0,Sonny Zaccaro
0,Seam Ham
0,Hidemasa Kato
0,Troy Martinez
1,Simon Higgins
7,Rio Chuck
27,Maximillian Renga
42,Alvin Feng
42,Bob Madden
53,Jarrett Gentile
b,r,e,a,k
Oklahoma,14
teamInfo,Apes of Wrath,"Norman, Oklahoma",http://oklahomaultimate.com/,https://www.facebook.com/OklahomaUltimate,https://twitter.com/wrathfulapes
11,STEPHEN ELIAS
14,Kai Marshall
17,Chris Larberg
20,Mitchell McClain
22,Zane Whobrey
23,JACOB STONECIPHER
24,CONOR O'BRIEN
27,Nick Wilgruber
41,PATRICK KENWORTHY
47,Caleb Pleasant
53,Dawson Pleasant
b,r,e,a,k
UCLA,19
teamInfo,Smaug,"Los Angeles, California",http://smaugultimate.com/,https://www.facebook.com/UclaSmaugUltimate,https://twitter.com/uclaultimate
0,Jarett King
0,BEN KRAHENBUHL
0,JACK CRAMER
0,DANIEL SHINNERS
0,Thomas Murray
0,Jason Lee
0,NATHAN BURROUGHS
0,TOMMY HUANG
0,Michael Bergman
0,Andrew Tingley
0,Matthew Yee
0,Alexander Julian
08,Jeffrey Voss
09,ANDREW PADULA
12,Nicholas Alexander
14,SAM MCCLURE
15,AUSTIN ZEHR
18,Geoffrey Iyer
19,Joseph Schatzlein
20,Ryan Flamberg
22,Jackson Valler
23,Nils Clauson
26,Joshua Adler
34,Jacob Bartholomew
b,r,e,a,k
Vermont,11
teamInfo,Chill,"Burlington, Vermont",,,
0,Michael Voelpel
0,TIM SAYLER
0,DAVID DEWAHL
0,Justin Decatur
0,Dylan Marino
0,Riley Quinn
00,Micah Botkin-Levy
21,Jack Duncan
33,Andy Mogenson
33,Samuel Hotaling
b,r,e,a,k
British Columbia,4
teamInfo,Thunderbirds,"Vancouver, British Columbia CA",http://ubcultimate.wordpress.com/,https://www.facebook.com/UBC.Ultimate,https://twitter.com/ubcmensultimate
0,ANTHONY PHAN
1,Kevin Wang
2,Alex Hackney
5,Allen Greer
7,Patrick Mavety
10,TYLER NG
11,KEVIN GREER
13,Kevin Chu
17,Bryce Jay
19,LIAM STOBART
21,NICHOLAS LIN
22,KEANE KNAPP
23,Fred Lam
24,Peter Yu
25,Eddison Ng
28,Bryan Young
29,ALEX JEW
38,SEAN MONTGOMERY
44,Sancho McCann
50,ALEXANDER FERGUSON
51,JOSHUA CUTLER
97,Edward Guo
b,r,e,a,k
California-Santa Barbara,13
teamInfo,Black Tide,"Goleta, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
0,David Jacobs
2,Jack Hamner
3,MIKE SALE
5,Ian Ladner
9,TANNER WARRICK
10,Sean Smith
11,SEAN O'MALLEY
12,Alexandre Kupelian
13,Grant Novins
14,William Turner
15,Alex Heinzen
16,Nathan Ransom
17,Hunter Corbett
20,HAAKON ELLINGBOE
22,Adam Fischer
25,Brett Ploussard
26,BLAKE MCSUNAS
28,Kyle Rubin
31,Joseph Perry
42,Michael Airola
50,JAVIER VENEGAS
77,Daniel Charette
80,ADAM BOLENBAUGH
85,JOSHUA EUSTERBROCK
87,TAYLOR ROBERTS
b,r,e,a,k
Arizona,5
teamInfo,Sunburn,"Tucson, Arizona",modules/common/sunburnultimate.com,https://www.facebook.com/SunburnUltimate,https://twitter.com/SunburnUltimate
0,JACK MCLAIN
02,Zack Erlick
03,Brice Dixon
04,DANIEL GUYLL
05,NATE HATTERSLEY
06,Nolan Schmalenberger
07,Brad Vanek
08,SAM OUIMET
09,AJ GARNELLO
11,Mark Fleckenstein
13,Jacob Lien
14,John Patinella
16,Kyle Weigand
18,Trey Leonard
20,Sawyer Thein
24,Benjamin Lacy
31,Kyle Taylor
33,REILLY CLEAL
45,RYAN FULLEMAN
56,Christopher Metz
81,Kyle Hansen
87,JAMES SCHOONMAKER
92,Sam Locke
b,r,e,a,k
Whitman,12
teamInfo,Sweets,"Walla Walla, Washington",,,
0,Nathan Gruenberg
2,Brennan Johnson
3,NATHAN SANY
4,EDDIE HILL
5,Russell Arkin
9,HENRY PHILLIPS
10,ALEX HONEYMAN
12,EVERT VERMEER
15,Jordan Dickson
17,Joey Tillman
18,GRADY OLSON
32,ELLIOT MOSKAT
33,PETER O'ROURKE
36,BENJAMIN COHEN-STEAD
47,Walker Larson
55,Ethan Parrish
99,Reed Hendrickson
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Colorado,Victoria,13,6,"02/15/2014, 03:45",Pool A,Final
Colorado,California,13,7,"02/15/2014, 05:20",Pool A,Final
Colorado,California-Davis,14,12,"02/15/2014, 12:35",Pool A,Final
Victoria,Northern Arizona,11,12,"02/15/2014, 12:35",Pool A,Final
California-Davis,Victoria,11,9,"02/15/2014, 14:10",Pool A,Final
California,Northern Arizona,13,2,"02/15/2014, 14:10",Pool A,Final
California,California-Davis,11,5,"02/15/2014, 15:45",Pool A,Final
California-Davis,Northern Arizona,13,12,"02/15/2014, 17:20",Pool A,Final
Colorado,Northern Arizona,13,11,"02/15/2014, 23:00",Pool A,Final
California,Victoria,12,11,"02/15/2014, 23:00",Pool A,Final
pool,Pool B
Oregon,Cal Poly-SLO,13,4,"02/15/2014, 03:45",Pool B,Final
Washington,San Diego State,13,6,"02/15/2014, 03:45",Pool B,Final
San Diego State,Sonoma State,13,8,"02/15/2014, 05:20",Pool B,Final
Oregon,San Diego State,13,5,"02/15/2014, 12:35",Pool B,Final
Cal Poly-SLO,Sonoma State,13,7,"02/15/2014, 12:35",Pool B,Final
San Diego State,Cal Poly-SLO,13,5,"02/15/2014, 14:10",Pool B,Final
Washington,Sonoma State,13,8,"02/15/2014, 14:10",Pool B,Final
Oregon,Washington,13,9,"02/15/2014, 15:20",Pool B,Final
Oregon,Sonoma State,13,6,"02/15/2014, 23:00",Pool B,Final
Washington,Cal Poly-SLO,13,3,"02/15/2014, 23:00",Pool B,Final
pool,Pool C
Vermont,Oklahoma,9,11,"02/15/2014, 02:10",Pool C,Final
Las Positas,UCLA,12,8,"02/15/2014, 02:10",Pool C,Final
California-San Diego,Oklahoma,13,5,"02/15/2014, 03:45",Pool C,Final
Las Positas,Vermont,13,7,"02/15/2014, 03:45",Pool C,Final
California-San Diego,Las Positas,13,10,"02/15/2014, 05:20",Pool C,Final
Vermont,UCLA,11,12,"02/15/2014, 05:20",Pool C,Final
California-San Diego,Vermont,13,7,"02/15/2014, 12:35",Pool C,Final
Oklahoma,UCLA,13,11,"02/15/2014, 12:35",Pool C,Final
California-San Diego,UCLA,13,6,"02/15/2014, 23:00",Pool C,Final
Las Positas,Oklahoma,13,9,"02/15/2014, 23:00",Pool C,Final
pool,Pool D
Whitman,California-Santa Barbara,15,14,"02/15/2014, 03:00",Pool D,Final
British Columbia,California-Santa Barbara,14,11,"02/15/2014, 13:00",Pool D,Final
Arizona,Whitman,15,9,"02/15/2014, 13:00",Pool D,Final
British Columbia,Arizona,15,9,"02/15/2014, 15:00",Pool D,Final
British Columbia,Whitman,15,10,"02/15/2014, 23:00",Pool D,Final
Arizona,California-Santa Barbara,10,14,"02/15/2014, 23:00",Pool D,Final
b,r,e,a,k
pools,Sunday Pool Play
pool,Pool E
Colorado,Oklahoma,15,8,"02/16/2014, 01:00",Pool E,Final
Colorado,Washington,15,11,"02/16/2014, 03:00",Pool E,Final
Washington,Oklahoma,15,7,"02/16/2014, 23:00",Pool E,Final
pool,Pool F
Oregon,Arizona,15,7,"02/16/2014, 01:00",Pool F,Final
Oregon,Las Positas,15,12,"02/16/2014, 03:00",Pool F,Final
Las Positas,Arizona,15,8,"02/16/2014, 23:00",Pool F,Final
pool,Pool G
California-San Diego,California-Davis,15,9,"02/16/2014, 01:00",Pool G,Final
California-San Diego,California-Santa Barbara,15,12,"02/16/2014, 03:00",Pool G,Final
California-Santa Barbara,California-Davis,13,10,"02/16/2014, 23:00",Pool G,Final
pool,Pool H
British Columbia,San Diego State,15,8,"02/16/2014, 01:00",Pool H,Final
British Columbia,California,15,12,"02/16/2014, 03:00",Pool H,Final
California,San Diego State,15,13,"02/16/2014, 23:00",Pool H,Final
pool,Pool I
Northern Arizona,Sonoma State,15,10,"02/16/2014, 01:00",Pool I,Final
Whitman,Vermont,15,10,"02/16/2014, 01:00",Pool I,Final
Northern Arizona,Whitman,9,15,"02/16/2014, 03:00",Pool I,Final
Vermont,Sonoma State,15,7,"02/16/2014, 03:00",Pool I,Final
Northern Arizona,Vermont,16,14,"02/16/2014, 23:00",Pool I,Final
Whitman,Sonoma State,15,13,"02/16/2014, 23:00",Pool I,Final
pool,Pool J
Cal Poly-SLO,Victoria,13,8,"02/16/2014, 09:00",Pool J,Final
UCLA,Victoria,14,15,"02/16/2014, 11:00",Pool J,Final
UCLA,Cal Poly-SLO,14,11,"02/16/2014, 13:00",Pool J,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship
Colorado,California-Santa Barbara,15,6,"02/16/2014, 15:00",1st Finals,Final
British Columbia,Las Positas,15,12,"02/16/2014, 15:00",1st Finals,Final
California-San Diego,Washington,15,12,"02/16/2014, 15:00",1st Finals,Final
Oregon,California,15,11,"02/16/2014, 15:00",1st Finals,Final
Colorado,British Columbia,15,5,"02/17/2014, 09:00",1st Semis,Final
California-San Diego,Oregon,9,15,"02/17/2014, 09:00",1st Semis,Final
Colorado,Oregon,15,11,"02/17/2014, 11:00",1st Finals,Final
bracket,3rd Place
British Columbia,California-San Diego,12,13,"02/17/2014, 11:00",3rd Place,Final
bracket,5th Place
California-Santa Barbara,Las Positas,15,12,"02/17/2014, 09:00",5th Semis,Final
Washington,California,12,13,"02/17/2014, 09:00",5th Semis,Final
California-Santa Barbara,California,11,14,"02/17/2014, 11:00",5th Finals,Final
bracket,7th Place
Las Positas,Washington,9,15,"02/17/2014, 11:00",7th Place,Final
bracket,9th Place
Oklahoma,San Diego State,10,15,"02/16/2014, 15:00",9th Semis,Final
Arizona,California-Davis,10,14,"02/16/2014, 15:00",9th Semis,Final
San Diego State,California-Davis,12,14,"02/17/2014, 11:00",9th Finals,Final
bracket,11th Place
Arizona,Oklahoma,1,0,"02/17/2014, 11:00",11th Place,Final
bracket,13th Place
Whitman,Cal Poly-SLO,15,10,"02/16/2014, 15:00",13th Semis,Final
UCLA,Northern Arizona,17,16,"02/16/2014, 15:00",13th Semis,Final
Whitman,UCLA,1,0,"02/17/2014, 11:00",13th Final,Final
bracket,17th Place
Victoria,Vermont,12,14,"02/17/2014, 09:00",17th Place,Final
b,r,e,a,k
