Presidents' Day Invitational 2014,College - Women ,15,2,2014
La Jolla,CA,2014-02-15,2014-02-17
https://play.usaultimate.org/events/Presidents-Day-Invitational-2014/schedule/Women/CollegeWomen/
Oregon,1
07,Emily Houlihan
08,India Stubbs
09,LYNN MIAO
10,Arleen Aguasvivas
12,Annie Yang
15,Ella Park-Chan
18,Kelly McGee
19,NANCY KO
23,Shirlee Wohl
24,REBECCA RAMOS
33,VIVIAN CHAN
b,r,e,a,k
Florida,14
0,Jaime Estes
01,Emily Witt
02,Sarah Espinoza
04,Brittany Fabbri
06,Diana Elsner
08,Lucy Berman
09,Reba Havis
10,Tori Taylor
11,Sarah Cabrera
12,ANNA HINKELDEY
14,KRISTEN MOELLER
15,Alana Hardeman
18,VICTORIA STELTER
19,KRISTINA WEITZEL
21,Kyra Catabay
22,JENNIFER HIGGINS
26,Sarah Toth
28,MICHELLE KRASLOW
33,Lauren Coughlin
80,Kelsea LeBeau
b,r,e,a,k
Sonoma State,11
1,KRISTEN SCHNACKENBERG
2,LISSA BAYSINGER
3,JESSICA PENA
6,CINDY CRUZ
7,Alicia Collins
8,Bryana Robles
10,MICHELLE BERNIER
11,GINA DAMILANO
12,LAUREN  FLINN
15,CANDICE PACHECO
17,Tyana Ruiz
21,Kaci Scantling
22,Megan Gaitan
23,Laurel Duncan
24,Gabby Villagomez
25,Madison Williams
26,Haley Durham
31,TERESA MCCANN
32,KARA KELLY
33,Danielle Kleidon
38,MEGAN LOVEJOY
44,Jacqueline Bonner
47,ALYSSA HALL
52,Megan  Stock
b,r,e,a,k
California-Santa Barbara,4
09,Talia Barth
11,WINNIE LAM
12,Angela Dong
16,Joy Kang
16,Dana Patterson
17,KRISTIN ARAKAWA
20,KELLY GROSS
21,NOELLE  NEASON
26,Lisa Pitcaithley
27,Kelsey McClung
34,Kristen Snyder
36,Rachel Johnston
45,Kieran Hughes
89,Samantha Kretchmar
b,r,e,a,k
North Carolina,5
01,CLAIRE PAULEY
02,Robin Lowe-Skillern
03,RACHEL SIMPSON
04,ABIGAIL MARKLEW
05,MARGARET HOPKINS
07,AMELIA SCHIRMER
09,ADRIANNE SOO
10,Qing (Jenny) Wei
11,Lisa Couper
12,Joy Chen
13,Jocelyn Keung
14,Bridget Walsh
15,MACKENZIE NEIGHBORS
16,HOPE THOMSON
17,Kendall Beadleson
21,Megan Pera
22,Shellie Cohen
23,Meg Duffy
24,Megan Goldsby
33,Julia Gallini
35,Emma Johnson
72,KAYLEIGH THOMSON
84,Diana Lam
88,ELENA WONG
b,r,e,a,k
California,12
0,JULIA JACKSON
0,Ziyue Chen
0,Mackenzie Bailey
0,Juliet Lu
0,Devin Redor
0,Mathilda Farrell
0,Kelley O'Dell
0,Danielle Gendron
0,Charlotte O'Donnell
0,Danielle Murray
0,Marisa Rafter
0,KATHERINE MEYER
0,Julianne Bozzini
0,LINNEA DELUCCHI
1,Sharon Lin
10,Christy Jarman
14,Anjile An
14,Molly Barlow
15,Alison Griffith
16,Danielle Ngo
17,ASHLEIGH WARD
21,Alexandra Hasan
25,GRACE FLINTERMANN
89,Kimberly Long
b,r,e,a,k
San Diego State,13
0,ALIXANDRA MACERO
0,KATELYN WARREN
0,Allyson Fisher
0,Heather Taylor
1,CLARICE FRACZEK
2,EMILY FRACZEK
3,HALLIE TAYLOR
4,EMILY LANE
5,DIANNA ROCHA
6,ALYSSA CHARBONNEAU
7,Megan Romero
8,Janie Loudon
9,Gabriela Staehle
10,AMBER SCHWINDLER
11,LINDSEY SCHAEFER
12,LAUREN KIRLIN
13,Rita Murphy
14,ERIN HOYT
16,Amber Lawson
17,Sarah Ikemoto
19,VICTORIA HUNTER
21,STACI HOWARD
22,LEILANI JONES
23,KENDRA VEJMELKA
24,LARINA  CASSIDY
25,lauren enos
26,Katherine Hsu
32,CICINE TANG
37,Hannah Price
42,ANGELEA ENNAMORATO
55,PAIGE KOEHLER
64,Zoe Niederhauser
b,r,e,a,k
Cal Poly-SLO,20
0,Paige Reisman
0,Julianna Arvin
0,Rebecca Gregg
0,Lauren Bosio
0,Elizabeth Murphy
0,Traci Castonguay
0,ZOE KARANFILIAN
0,BRIANA PERRY
3,Mara McKown
4,Rachel Eierman
7,DULCE  ARROYO MARTINEZ
8,SHELBY ATTWOOD
9,Analise Huysentruyt
10,Danielle Tran
11,ARISTAYA BARR
12,Josie Ma
13,Franziska Krebs
14,Danielle Love
16,Lauren Nester
20,JAMIE MANGAN
21,Nicole Love
22,Elena Good
23,Lauren Byrne
24,SAMANTHA LUI
69,Gianna Milano
88,Maya Joye
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Oregon,UCLA,14,9,"02/15/2014, 12:35",Pool A,Final
California-Davis,Southern California,11,6,"02/15/2014, 12:35",Pool A,Final
UCLA,California-Davis,8,5,"02/15/2014, 02:10",Pool A,Final
Texas,Southern California,15,4,"02/15/2014, 02:10",Pool A,Final
Oregon,California-Davis,15,0,"02/15/2014, 03:45",Pool A,Final
Texas,UCLA,10,8,"02/15/2014, 03:45",Pool A,Final
Oregon,Texas,14,7,"02/15/2014, 05:20",Pool A,Final
UCLA,Southern California,15,4,"02/15/2014, 05:20",Pool A,Final
Oregon,Southern California,15,2,"02/15/2014, 23:00",Pool A,Final
Texas,California-Davis,12,7,"02/15/2014, 23:00",Pool A,Final
pool,Pool B
Washington,Arizona State,11,7,"02/15/2014, 01:25",Pool B,Final
Whitman,California-Santa Cruz,15,1,"02/15/2014, 02:55",Pool B,Final
Whitman,Arizona State,11,6,"02/15/2014, 04:30",Pool B,Final
Washington,Whitman,13,9,"02/15/2014, 06:05",Pool B,Final
Arizona State,California-Santa Cruz,8,10,"02/15/2014, 06:05",Pool B,Final
California-San Diego,California-Santa Cruz,11,4,"02/15/2014, 13:25",Pool B,Final
Arizona State,California-San Diego,4,13,"02/15/2014, 14:55",Pool B,Final
Washington,California-San Diego,12,8,"02/15/2014, 16:30",Pool B,Final
Washington,California-Santa Cruz,13,6,"02/15/2014, 23:45",Pool B,Final
Whitman,California-San Diego,14,9,"02/15/2014, 23:45",Pool B,Final
pool,Pool C
Victoria,Sonoma State,15,5,"02/15/2014, 12:35",Pool C,Final
Florida,Harvard,5,11,"02/15/2014, 12:35",Pool C,Final
Sonoma State,Florida,6,11,"02/15/2014, 02:10",Pool C,Final
Michigan,Harvard,11,8,"02/15/2014, 02:10",Pool C,Final
Victoria,Florida,13,4,"02/15/2014, 03:45",Pool C,Final
Michigan,Sonoma State,14,5,"02/15/2014, 03:45",Pool C,Final
Victoria,Michigan,14,9,"02/15/2014, 05:20",Pool C,Final
Sonoma State,Harvard,8,15,"02/15/2014, 05:20",Pool C,Final
Victoria,Harvard,11,9,"02/15/2014, 23:00",Pool C,Final
Michigan,Florida,14,7,"02/15/2014, 23:00",Pool C,Final
pool,Pool D
California-Santa Barbara,California,12,8,"02/15/2014, 12:35",Pool D,Final
San Diego State,Cal Poly-SLO,11,10,"02/15/2014, 12:35",Pool D,Final
California,San Diego State,13,5,"02/15/2014, 02:10",Pool D,Final
North Carolina,Cal Poly-SLO,15,6,"02/15/2014, 02:10",Pool D,Final
California-Santa Barbara,San Diego State,15,7,"02/15/2014, 03:45",Pool D,Final
North Carolina,California,11,9,"02/15/2014, 03:45",Pool D,Final
California-Santa Barbara,North Carolina,15,9,"02/15/2014, 05:20",Pool D,Final
California,Cal Poly-SLO,13,8,"02/15/2014, 05:20",Pool D,Final
California-Santa Barbara,Cal Poly-SLO,15,10,"02/15/2014, 23:00",Pool D,Final
North Carolina,San Diego State,15,8,"02/15/2014, 23:00",Pool D,Final
b,r,e,a,k
pools,Sunday Pool Play
pool,Pool E
Oregon,North Carolina,13,9,"02/16/2014, 12:45",Pool E,Final
California-Santa Barbara,Texas,13,12,"02/16/2014, 12:45",Pool E,Final
Oregon,Texas,1,0,"02/16/2014, 02:30",Pool E,Final
California-Santa Barbara,North Carolina,1,0,"02/16/2014, 02:30",Pool E,Final
Oregon,California-Santa Barbara,14,15,"02/16/2014, 23:00",Pool E,Final
Texas,North Carolina,15,12,"02/16/2014, 23:00",Pool E,Final
pool,Pool F
Washington,Michigan,15,6,"02/16/2014, 12:45",Pool F,Final
Victoria,Whitman,10,11,"02/16/2014, 12:45",Pool F,Final
Washington,Victoria,12,11,"02/16/2014, 02:30",Pool F,Final
Whitman,Michigan,10,14,"02/16/2014, 02:30",Pool F,Final
Washington,Whitman,1,0,"02/16/2014, 23:00",Pool F,Final
Victoria,Michigan,1,0,"02/16/2014, 23:00",Pool F,Final
pool,Pool G
Florida,Southern California,7,10,"02/16/2014, 12:45",Pool G,Final
California,Southern California,11,10,"02/16/2014, 02:30",Pool G,Final
California,Florida,9,12,"02/16/2014, 23:00",Pool G,Final
pool,Pool H
Harvard,San Diego State,15,7,"02/16/2014, 12:45",Pool H,Final
Harvard,Arizona State,15,8,"02/16/2014, 02:30",Pool H,Final
San Diego State,Arizona State,11,7,"02/16/2014, 23:00",Pool H,Final
pool,Pool I
California-Davis,Sonoma State,12,11,"02/16/2014, 12:45",Pool I,Final
California-San Diego,Sonoma State,15,2,"02/16/2014, 02:30",Pool I,Final
California-San Diego,California-Davis,15,5,"02/16/2014, 23:00",Pool I,Final
pool,Pool J
UCLA,Cal Poly-SLO,15,6,"02/16/2014, 12:45",Pool J,Final
UCLA,California-Santa Cruz,15,7,"02/16/2014, 02:30",Pool J,Final
California-Santa Cruz,Cal Poly-SLO,10,13,"02/16/2014, 23:00",Pool J,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship
California-Santa Barbara,Oregon,8,14,"02/17/2014, 13:00",1st Finals,Final
California-Santa Barbara,Victoria,14,10,"02/17/2014, 10:45",1st Semis,Final
Oregon,Washington,15,4,"02/17/2014, 10:45",1st Semis,Final
Whitman,Southern California,15,7,"02/16/2014, 14:15",1st PreQuarters,Final
Texas,Harvard,15,9,"02/16/2014, 14:15",1st PreQuarters,Final
Michigan,California-San Diego,7,15,"02/16/2014, 14:15",1st PreQuarters,Final
North Carolina,UCLA,11,13,"02/16/2014, 14:15",1st PreQuarters,Final
California-Santa Barbara,Whitman,14,11,"02/17/2014, 09:00",1st Quarters,Final
Victoria,Texas,14,11,"02/17/2014, 09:00",1st Quarters,Final
Oregon,California-San Diego,15,7,"02/17/2014, 09:00",1st Quarters,Final
Washington,UCLA,12,6,"02/17/2014, 09:00",1st Quarters,Final
bracket,3rd Place
Victoria,Washington,8,15,"02/17/2014, 12:30",3rd Place,Final
bracket,5th Place
Whitman,Texas,9,15,"02/17/2014, 10:45",5th Semis,Final
California-San Diego,UCLA,5,13,"02/17/2014, 10:45",5th Semis,Final
Texas,UCLA,11,14,"02/17/2014, 12:30",5th Finals,Final
bracket,7th Place
Whitman,California-San Diego,10,15,"02/17/2014, 12:30",7th Place,Final
bracket,9th Place
Southern California,Harvard,5,12,"02/17/2014, 09:00",9th Semis,Final
Michigan,North Carolina,11,10,"02/17/2014, 09:00",9th Semis,Final
Harvard,Michigan,14,13,"02/17/2014, 10:45",9th Finals,Final
bracket,11th Place
Southern California,North Carolina,8,14,"02/17/2014, 12:30",11th Place,Final
bracket,13th Place
San Diego State,California-Davis,12,9,"02/17/2014, 12:30",13th Finals,Final
California,Arizona State,9,10,"02/16/2014, 14:15",13th Quarters,Final
San Diego State,Florida,11,5,"02/16/2014, 14:15",13th Quarters,Final
California-Davis,California-Santa Cruz,14,7,"02/16/2014, 14:15",13th Quarters,Final
Cal Poly-SLO,Sonoma State,9,12,"02/16/2014, 14:15",13th Quarters,Final
Arizona State,San Diego State,0,1,"02/17/2014, 09:00",13th Semis,Final
California-Davis,Sonoma State,13,9,"02/17/2014, 09:00",13th Semis,Final
bracket,15th Place
Arizona State,Sonoma State,0,1,"02/17/2014, 12:30",15th Place,Final
bracket,17th Place
California,Florida,12,9,"02/17/2014, 10:45",17th Semi,Final
California-Santa Cruz,Cal Poly-SLO,14,10,"02/17/2014, 10:45",17th Semi,Final
California,California-Santa Cruz,8,10,"02/17/2014, 12:30",17th Final,Final
bracket,19th Place
Florida,Cal Poly-SLO,14,9,"02/17/2014, 12:30",19th Place,Final
b,r,e,a,k
