Boston Invitational,Club - Women ,21,6,2014
https://play.usaultimate.org/events/Boston-Invitational/schedule/Women/Club-Women/
Brute Squad,1
1,Kameryn Groom
2,Courtney Kiesow
3,Sara Jacobi
4,Elizabeth Calkins
5,Blake Spitz
6,Claudia Tajima
7,Mia Greenwald
9,Rebecca Ludford
10,Qxhna Titcomb
11,Christie Kim
12,Dory Ziperstein
13,Becky Malinowski
14,Paula Seville
16,Kirsten Zalisk
18,Leila Tunnell
19,Lien Hoffmann
21,Chelsea Murphy
22,Victoria Negus
23,Emily Baecher
24,Chelsea Witte-Garcia
25,Shira Klane
26,Elana Schwam
28,Vicki Chang
33,Laura Bitterman
b,r,e,a,k
Vintage,9
3,STEPHANIE BEAUMONT
4,MARJOLAINE BOURGET
5,ALEXA LAVERGNE
7,KAORU MATSUI
9,MARIE-EVE LATENDRESSE
10,Julie Landry
10,GUYANNE LEVESQUE
13,Susanne Bechstedt
14,EMILIE PAQUIN-HOLMESTED
16,ROSEMARY CARLTON
17,Matissa Hollister
19,Genevieve Dufresne
20,VIRGINIE HARRIS
21,MARIE-HELENE AUDET
21,Guylaine Girard
23,JULIE TREMBLAY
27,SARAH LATENDRESSE
29,KIRSTEN NILES
30,Héléna Skrotzky-Boisvert
31,FREDERIQUE ASSELIN
43,Cathy Janvier
51,Alison Fischer
79,SUSAN PIERCEY
84,Francoise Delisle
99,MARIE-EVE PARADIS
b,r,e,a,k
Godiva,8
0,MARIE-FRANCE HIVERT
0,Alyson Whitney Kakos
0,Johanna Neumann
0,Auralyn Mackenzie
0,Christina Cianfrani
0,ADELAIDE GRADY
0,Kate Bergeron
0,Emily Smith-Wilson
0,Suzie Walter
0,Sarah Staller
0,KIERSTEN STEAD
0,Natalya Budnyatsky
0,Joanne Chong
0,Shelly Peyton
00,TALISER AVERY
00,Amy Cooper
23,Laura Davis
33,Jennifer Frederick
82,TRACY WOO
b,r,e,a,k
HOPE,16
0,Kim Mahan
0,HADLEY PATTEN
0,Dorothy Kimel-Scott
0,Kayla Rivard
0,Audra Cornell
0,ERIN CAPRA
0,Carrie Gill
0,Jodi Robert
0,Karen Babbitt
0,Rebecca Kestin
0,LAUREN ROJAS
0,MARILENA DEMAYO
0,ALISSA MERCER
21,Becklin Davis
b,r,e,a,k
Capitals,2
00,MEGAN THOMAS
00,SAMANTHA CHEUNG
00,KRISTINA COWAN
00,Jeannette Quach
00,JESSIE WU
00,Sarah Innes
00,Jennie Korus
00,Kaylee Sparks
00,ALEX HARMER
00,Brianna VanderGriendt
00,Sarah Bobak
00,Maude Carrier-LaForte
00,TAWNYA GONZALEZ
00,Melissa Dunbar
00,Erin Bussin
00,Cindy Truong
00,Anne Maftei
00,Andrea Kurahashi
00,Kristen Dearden
12,DARCY DRUMMOND
b,r,e,a,k
Green Means Go,7
0,Kelsey Devlin
0,Margie Guy
0,JAMIE BARR
0,Kelsey Johnson
0,Abigail Stolowski
0,Shannon Tsai
0,Samantha Peletier
0,Nikki Ross
4,KERI DORKO
6,Claire Remington
7,Lyra Olson
8,Whitney Viets
9,Sherry Li
9,Joanne Burgess
11,Vicki Chen
12,Katie Ryan
17,Eileen Peach French Regan
17,Xenia Rudenko
18,Elaine Dziemianowicz
20,Casey Gorman
23,Nichole Smith
44,Natalie Gustafson
b,r,e,a,k
Nice Bristols,10
02,Jessie Renz
03,Miranda Cole
04,Brigid Harty
06,Maria Cahill
07,GEORGINA Winborn
08,Jessica Bonham
11,Sarah Garner
19,JEN HART
22,Bridget Brown
23,Sophie Wharton
27,Alison Smith
29,Kat Hind
31,Lesley Morison
45,Priscille Lesne
53,Rachel Naden
75,Sophie Peters
86,Steph Walker
96,Emily Arnold
b,r,e,a,k
Swagger,15
0,Melissa Stuart
9,Jannine  Wysmuller
00,Megan Grimshaw
00,Rebecca Beaudet
00,Katherine Hambley
00,Breanna Bozzuto
00,Owen Heil
