Presidents' Day Invite 2025,College - Men ,15,2,2025
La Jolla,CA,2025-02-15,2025-02-17
https://play.usaultimate.org/events/Presidents-Day-Invite-2025/schedule/Men/CollegeMen/
Oregon,1
0,Benjamin Fernandez
0,Declan Murphy Zink
0,Delfino Li
0,Denzel Cofie 
0,Eli Meyers
0,Jackson Moyer
0,Joshua Koch
0,Julian Schultz
0,Keane Haesle
0,Leo Jacoby
0,Max Lee
0,Morgan Wyatt
0,Ryder Fried
0,Aidyn Rivera
0,Zachary Ewing
10,Charles Shi
12,Charlie Shors
26,Max Vandervelden
34,Toby Frager
40,Alex Storrer
88,Shiley Einav
89,Jerred Smith
b,r,e,a,k
UCLA,11
teamInfo,Smaug,"Los Angeles, California",https://instagram.com/smaugultimate,,https://twitter.com/smaugultimate
coaches,Felicia Yang,William Brotman
0,Ashton Jin
9,Luca Adams
03,Loic Billaut
05,Jacob Snodgress
08,Ethan Klein
11,Luke Davis
12,Jackson Kim
15,Clayton Entrekin
20,Mateo Nacusi
21,Isaiah Hernandez
25,Marshall Wildmann
26,Calvin Wicks
29,Theo Conroy
30,TOMASSO ABRAMSONWARD
31,Alden Reals
33,Micah Thomas
34,Daniel Lai
35,Samuel Torres
44,Kieran Fain
55,Marcos Young-Bowers
56,Ian Tsai
78,Zachary Rosen
88,Alexander Clare
b,r,e,a,k
Cal Poly-SLO,3
teamInfo,SLOCORE,"San Luis Obispo, California",http://slocore.com,https://www.facebook.com/slocoreultimate/,https://twitter.com/CORE_ultimate
0,Ari Pincus
0,Cody  Leveau 
0,Dakota Chou
0,Ian Spick
0,Ian Ang
0,Joseph Thachet
0,Kole Ketner
0,Martin  Doherty
0,Nico Laurenson
0,Wyatt Colburn
4,Marley Sussman
5,Alex Yannelli
6,Keaton Orser
7,James Whealan
8,Max Gade
9,Dodger Middlebrook
10,Oliver Faase
14,Rafael Castillo
15,Anton Orme
24,Jamieson Rear
25,Hayden King
26,Benson Cady
34,Owen Gresko
36,Malachi Merriam
45,Alex Nelson
50,Kyle Lew
64,Micah Fong
b,r,e,a,k
Washington,6
teamInfo,Sundodgers,"Seattle, Washington",,https://www.facebook.com/uwultimate,https://twitter.com/sundodgers
coaches,Dongyang Chen
0,Andrew Phillips
0,Benjamin Lewis
0,Carter Bayer
0,Harrison Prow
0,Matthew Wyatt
0,Micah Glickman-Flora
0,Nathan Siegel
0,Jesse Chatwin
0,Owen Kuwayti
0,Vaughn Dillender-Kinast
0,Willie Saxen
1,Isaac Woldemariam
2,David Zhou
12,Akash Shrestha
13,Nicholas Yin
14,Jared Tellez
15,Assaf Golan
17,Syon Rao
19,Jak Lin
21,Benjamin Bolan
21,Keishin Lam
32,Souma Yabuki
33,Leonardo Kruse
44,Delano Muongchan
95,Griffin Lo
b,r,e,a,k
Utah,10
teamInfo,Zion Curtain,"Salt Lake City, Utah",https://www.zioncurtainultimate.com/,https://www.facebook.com/pages/ZCU-Zion-Curtain-Ultimate/162698807137761,https://twitter.com/zioncurtainulti
0,Bimi Prewitt
0,George Shelby
0,Grant Newkirk
0,Isaiah Klepfer
1,Daniel Watson
2,Oscar Brown
4,Jackson Hammond
5,Rainor Alin
7,Elijah Watchalotone
8,Will Selfridge
13,Bryce Rundell
14,Ian Cunningham-Ward
17,Connor Lund
18,Joey Ginsburg 
19,Dustin Schrader
30,Jack Valentine
34,Malcolm Starr
36,Maxwell White
42,Henri de St. Germain
45,Nate Reavy
47,Jake Ryan
73,Aiden Coutin
75,Sawyer Ransom
82,Andrew Elliott
96,Dane Miller
99,Grayson Rettberg
b,r,e,a,k
California-Davis,15
teamInfo,Davis Dogs,"Davis, California",https://davisdogsultimate.weebly.com/,,https://www.instagram.com/davisdogsultimate/
02,Leo Johnson
05,Liam Ginsberg
06,GongJinMing Zhou
09,Kincaid  Johnson 
10,Timo Williamson
11,Ethan Leshan
12,Aaron Li
15,Benjamin Daniels
16,Lihe Tan
17,Leo Grossinger
19,Brandon Estrada
20,Maxwell Waechter
22,Yahir Mariles Guzman
26,Alec White
28,John Kekoa Olive
29,Brandon Garcia
30,Alejandro Pagan
59,Gabriel Colmenares 
74,Addison Koehn
76,Jacob Williams
85,Kaden Brownie
92,Naveed Jones
b,r,e,a,k
California-Santa Cruz,9
teamInfo,Slugs,"Santa Cruz, California",https://www.instagram.com/slugultimate/,https://www.facebook.com/slugultimate,https://twitter.com/slugultimate
0,Cole Mires
0,Declan Fee
0,Ethan Rogers
0,Gabriel Schwartz-Ketchner
0,Milan Moslehi
0,Nirel Barthelom
0,Ryan Weng
0,Seamus Shogren
0,Selim Jones
0,Thai Villaluna
0,Toby Warren
0,Kien Warren
0,Weston Collard
0,William Snyder
1,Charlie Jia
3,Finnegan Barr
7,Cyrus Isaacs
11,Devin Acuna
12,Davin Sieu
19,Jackson Friday
21,Benjamin Pratt
27,Samuel Kaplan
44,Aidin Terris
45,Tyler Weng
72,Sam Jo
75,Bodie Shargel
77,Mario Ambrose
b,r,e,a,k
Oregon State,4
teamInfo,Beavers,"Corvallis, Oregon",,https://www.facebook.com/osubeaversultimatedisc,https://twitter.com/OSU_ultimate
0,Akira Koenigsberg
0,Alesh Fremouw
0,Ben Lodahl
0,Ben Thoennes
0,Ben Brochard
0,Challis Holloway
0,Collin Kaperick
0,Felix Moren
0,Forrest Vargyas
0,Leo Wolf
0,Logan Closson
0,Owen Poissant
0,Sam Anderson
0,Sam Jordan
2,Sayric Arias
3,Seiji Koenigsberg
13,Callahan Bosworth
18,Jackson Henry
27,Elliot Trimbur
27,Ethan Fodor
31,Henry Wayte
67,Matt Rix
82,Lucas Henry
b,r,e,a,k
California,5
teamInfo,Ursa Major,"Berkeley, California",https://www.youtube.com/@calmensultimate6634,https://www.facebook.com/CalMensUltimate/,https://twitter.com/calmensultimate
2,Jack Dinsmore
5,Robert McCabe
7,Anish Shrestha
11,Bernard Wang
14,Dexter Clyburn
16,Jonah Gensler
17,Lukas Tien
18,Nathan Levy
19,Dylan Pearson
21,Ridge Huang
24,Carter Lankford
25,Cameron Taleghani
26,Aditya  Vunnum
27,Mitchell Gibson
28,Nolan Emis
35,Brayden Ye
36,Kainoa Hottendorf
41,Declan Bernal
42,Raymond Li
77,Kyle Riley
81,Drew Vetteth
87,Matthew Yang
97,Eric Johnson
b,r,e,a,k
Colorado State,16
teamInfo,Hibida,"Fort Collins, Colorado",,,https://twitter.com/csuhibida
00,Griffin Geving
03,Will Roessmann
05,Nathaniel Goodwin
07,Sam Ruiz Harding
08,Flynn Nyman
09,Davis Cutforth
10,Timothy Elliott
11,Rory Lenny
12,Dexter Shafer-White
13,Paul McKinley
14,Daniel Lucas
17,Hunter Cunningham
18,Samuel Marek
19,"Drew ""Aang"" Grant"
21,Charlie Knott
25,Ryan McCorrison
26,Hayden  Daley
29,Nolan Pardyjak
30,Jacob Evans
31,Dexter Luecke
34,Markus Olson
44,Fraser Hills
46,Axel Williams
80,"Cade ""n em"" Colston"
82,Zane Tschirhart
88,Theo Kim
95,Aidan Williams
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Oregon,California-Santa Barbara,11,6,"02/15/2025, 12:00",Pool A,Final
Northeastern,California-San Diego,13,11,"02/15/2025, 12:00",Pool A,Final
Oregon,Northeastern,10,9,"02/15/2025, 13:20",Pool A,Final
California-San Diego,California-Santa Barbara,5,7,"02/15/2025, 13:20",Pool A,Final
pool,Pool B
Colorado,Stanford,13,6,"02/15/2025, 16:00",Pool B,Final
Victoria,UCLA,9,6,"02/15/2025, 16:00",Pool B,Final
Colorado,Victoria,13,11,"02/15/2025, 17:20",Pool B,Final
UCLA,Stanford,7,11,"02/15/2025, 17:20",Pool B,Final
pool,Pool C
Cal Poly-SLO,California-Davis,13,6,"02/15/2025, 14:40",Pool C,Final
Washington,Utah,13,5,"02/15/2025, 14:40",Pool C,Final
Cal Poly-SLO,Washington,12,10,"02/15/2025, 17:20",Pool C,Final
Utah,California-Davis,13,0,"02/15/2025, 17:20",Pool C,Final
pool,Pool D
Oregon State,Colorado State,13,9,"02/15/2025, 09:20",Pool D,Final
California,California-Santa Cruz,10,11,"02/15/2025, 09:20",Pool D,Final
Oregon State,California-Santa Cruz,9,10,"02/15/2025, 10:40",Pool D,Final
California,Colorado State,12,8,"02/15/2025, 10:40",Pool D,Final
b,r,e,a,k
clusters,Saturday Crossovers
cluster,Saturday Crossovers
Northeastern,California,8,9,"02/15/2025, 14:40",,Final
California-Santa Barbara,Oregon State,6,11,"02/15/2025, 14:40",,Final
Victoria,Utah,7,11,"02/15/2025, 18:40",,Final
Stanford,Washington,8,12,"02/15/2025, 18:40",,Final
b,r,e,a,k
pools,Sunday Reshuffle 
pool,Pool E
Oregon,California-Davis,13,5,"02/16/2025, 08:00",Pool E,Final
Utah,Northeastern,7,12,"02/16/2025, 08:00",Pool E,Final
Oregon,Northeastern,13,10,"02/16/2025, 09:30",Pool E,Final
Utah,California-Davis,13,1,"02/16/2025, 09:30",Pool E,Final
Oregon,Utah,13,11,"02/16/2025, 12:30",Pool E,Final
Northeastern,California-Davis,13,0,"02/16/2025, 12:30",Pool E,Final
pool,Pool F
California-Santa Cruz,UCLA,13,7,"02/16/2025, 08:00",Pool F,Final
Washington,California-Santa Barbara,13,10,"02/16/2025, 08:00",Pool F,Final
California-Santa Cruz,California-Santa Barbara,13,9,"02/16/2025, 09:30",Pool F,Final
Washington,UCLA,13,5,"02/16/2025, 09:30",Pool F,Final
California-Santa Cruz,Washington,7,11,"02/16/2025, 12:30",Pool F,Final
California-Santa Barbara,UCLA,9,10,"02/16/2025, 12:30",Pool F,Final
pool,Pool G
Cal Poly-SLO,California-San Diego,13,10,"02/16/2025, 08:00",Pool G,Final
Oregon State,Stanford,13,7,"02/16/2025, 08:00",Pool G,Final
Cal Poly-SLO,Stanford,13,7,"02/16/2025, 11:00",Pool G,Final
Oregon State,California-San Diego,11,10,"02/16/2025, 11:00",Pool G,Final
Cal Poly-SLO,Oregon State,13,9,"02/16/2025, 12:30",Pool G,Final
Stanford,California-San Diego,11,10,"02/16/2025, 12:30",Pool G,Final
pool,Pool H
Colorado,Colorado State,12,9,"02/16/2025, 08:00",Pool H,Final
California,Victoria,13,11,"02/16/2025, 08:00",Pool H,Final
Colorado,Victoria,13,5,"02/16/2025, 11:00",Pool H,Final
California,Colorado State,13,6,"02/16/2025, 11:00",Pool H,Final
Colorado,California,10,13,"02/16/2025, 12:30",Pool H,Final
Victoria,Colorado State,6,12,"02/16/2025, 12:30",Pool H,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Oregon,California-Santa Cruz,0,0,"02/16/2025, 14:20",Quarter Finals,Scheduled
Cal Poly-SLO,Colorado,6,6,"02/16/2025, 14:20",Quarter Finals,In Progress
Washington,Northeastern,0,0,"02/16/2025, 14:20",Quarter Finals,Scheduled
California,Oregon State,0,0,"02/16/2025, 14:20",Quarter Finals,Scheduled
bracket,3rd Place
bracket,5th Place Bracket
bracket,7th Place
bracket,9th Place Bracket
UCLA,Stanford,0,0,"02/17/2025, 11:20",9th Place Semis,Scheduled
Utah,Colorado State,0,0,"02/17/2025, 11:20",9th Place Semis,Scheduled
bracket,11th Place
bracket,13th Place Bracket
California-Santa Barbara,California-San Diego,0,0,"02/17/2025, 11:20",13th Place Semis,Scheduled
California-Davis,Victoria,0,0,"02/17/2025, 11:20",13th Place Semis,Scheduled
bracket,15th Place
b,r,e,a,k
