North Central D-I College Men's Regionals,College - Men ,26,4,2025
Des Moines,IA,2025-04-26,2025-04-27
https://play.usaultimate.org/events/North-Central-D-I-College-Mens-Regionals-2025/schedule/Men/CollegeMen/
Carleton College,1
coaches,Kevin Bruns,Trevor Graham,Charles Reznikoff
00,Akos Konkoly
00,Alex Tsvetkov
00,Austin Gin
00,Benjamin Brauer
00,Caleb Griffiths
00,Charles Erny
00,Drew Bonnabeau
00,Ethan Ode
00,Evan Snyder
00,Gabriel Jagt
00,Jack Walters-Medaris
00,Jacob Markus
00,Joe McGurgan
00,Johnny Haas
00,Kaiden Thiers
00,Leland Engelking
00,Levi Dohman
00,Luke Bleers
00,Matthew Gunter
00,Max  Dehlin
00,Owen Cloutier
00,Parker Knudson
00,Patrick Wozniak
00,Peter Helgeson
00,Sora Walker
00,Travis Tiller
00,Wallace Jirele
b,r,e,a,k
Wisconsin-Eau Claire,7
teamInfo,EauZone,"Eau Claire, Wisconsin",https://www.instagram.com/eauzoneultimate/,https://www.facebook.com/pages/Eauzone/123562074416368,https://twitter.com/eauzoneultimate
00,Alex Theriot
00,Braeden Murphy
00,Evan Carter
00,Gabriel Smerillo
00,Haakon Neske
00,Carter Klug
00,Jon Caravella
00,Maximilian  Petitjean 
00,Michael Dick
00,Mino Whitley Mott
00,Torrian Samuels
01,Brett Duncan
02,John Stevenson
03,James Harvey
07,Max Muench
16,Jay Lonetree
17,James Briscoe
18,Reed Selvey
20,Adrian Haugee
23,Benjamin Anderson
43,Bussen Bussen
55,Liam Lamb
88,Dylan Schohn
b,r,e,a,k
Northern Iowa,14
teamInfo,AmmUNItion,"Cedar Falls, Iowa",https://sites.google.com/site/ammunitionultimate/home,https://www.facebook.com/UNI.ultimate,https://twitter.com/UNIUltimate
00,Devin Spahn
00,Elliot Drew
00,Hollis Bode
00,Isaac Timm
00,Jordan Mills
00,Lane Wunderlich
00,Brendan Finley
00,Carson Boyer
00,Sean Sheets
00,Thomas Manternach
39,Trevor Rial
61,Owen Blumhagen
91,Phillip Hanlon
96,Dan Eades
b,r,e,a,k
Minnesota (B),11
teamInfo,Minnesota B,"Minneapolis, Minnesota",http://mnuglyduckling.weebly.com/,,
00,Johannes Laurila
00,John Destross
00,Johnny Quick
00,Joshua Sereno
00,Kelly McFarren
00,Levi Hasse
00,Liam Clark
00,Loren Pope
00,Malcolm Duellman
00,Nate Benishek
00,Nathan Salberg
00,Peter Nuon
00,Quinn Nelson
00,Riley Vang
00,Sebastian Blue
00,Tony Tran
00,Ty Stanton
00,Wyatt Mackenthun
00,Alex Newton
00,Austin Tranowski
00,Charles Schulz
00,Dillon Steeves
00,Dylan Haugee
00,Everett Ries
00,Frank Toft
00,Gavin Johnson
00,Henry LeFebvre
00,Henry Lyne
17,Hudson Borchardt
b,r,e,a,k
Wisconsin,3
teamInfo,Hodags,"Madison, Wisconsin",http://www.hodaglove.org/,https://www.facebook.com/Wisconsin-Hodags-118125241585256/,https://twitter.com/hodaglove
00,Aidan Obregon
00,Isaac Gamble
00,Zach Morton
03,Graeme Alexander
06,Nicholas Tangwall
08,Carson Batchelor
11,Mark Nelson
12,Jack Dipaolo
13,Max Heirigs
14,Simi Fadiran
18,Jacob Sak
20,Samatv Iyer
22,Yiran Li
23,Seth Flikke
24,Jude Ogden
25,Kyle West
26,Saul Diaz
32,Aiden Martinsen
33,Caleb Sanders
34,Aaron Stettner
38,Noah Petersen
47,Matteo Meyer
60,Joshua Ho
62,Jacob Ho
b,r,e,a,k
Marquette,6
teamInfo,Birdhouse,"Milwaukee, Wisconsin",https://www.birdhouseultimate.com/home,https://www.facebook.com/marquetteultimate,https://twitter.com/BirdhouseMU
00,Myles Boehm
00,Noah Anders
01,Isaac  Shimek
03,Robbie McChesney
09,Jonathan Snell
12,Evan Frias
13,Cade Neubauer
14,Jackson Seltzer
24,Adam Bauman
27,Ben Hanson
28,Kyle Reader
30,Sean Habash
33,nathan shannon
34,William Halm
35,Robert Sedlack
39,Francis Nuguid
50,Kaden Christiansen
51,Tom Budka
56,Ryan Laughlin
75,Joshua Hubble
80,Reid Lancaster
89,Noah Kaye
b,r,e,a,k
Wisconsin-Whitewater,15
teamInfo,Sub*Par,"Whitewater, Wisconsin",,,@subparUWW
00,Benjamin Romnek
00,Caid  Nawrocki 
00,Colin Rieder
00,Eli Vogrinc
00,Ethan Winkelman
00,Isaac Hulbert
00,Kendrick Koehler
00,Kevin Chang
00,Nathaniel Schaal
00,Andrew Hartzell
00,Ryan Baker
00,Sam Wolfe
00,Zach Deininger
23,Payton Lowe
66,Anthony Gutowsky
b,r,e,a,k
Wisconsin (B),10
teamInfo,Fauxdags,"Madison, Wisconsin",,,https://twitter.com/FauxdagLove
1,Asher Salkin
02,Aidan Garvey
03,Aidan Euclide
05,Sanjeev Anand
06,Ido Ofek
07,Rahul Polavarapu
09,Cameron Stover
10,Elijah Rickenbach
17,Braeden Rebarchik
18,Max Dinkin
19,James Quinn
20,Kyle East
21,Zachary Cestkowski
22,Asher Gottlieb
26,Elliot Tutaj-Blaz
29,Peyton Winkelman
31,Aaron Casey-Fix
39,Max Ginsburg
44,Derrick Houmey
45,Adam  Jasensky 
80,August Rundlet
99,Ryan Mikol
b,r,e,a,k
Wisconsin-La Crosse,9
teamInfo,BadLUC,"La Crosse, Wisconsin",https://uwlmyorgs.collegiatelink.net/organization/mensultimate,https://www.facebook.com/UWLaCrosseUltimateClub/?ref=aymt_homepage_panel,https://twitter.com/ultimateluc?lang=en
00,Alex Eilers
00,Alex Fifield
00,Andrew Burns
00,Ashton Briquelet 
00,Declan Dahm
00,Elijah Binder
00,Eric Bal
00,Ethan Ishaug
00,Evan Exo
00,Graham McKenzie
00,GRIFFIN WIERZBA
00,Jack Weibeler
00,Jannon Tan
00,Joey Kratzer
00,Justin Mangan
00,Lucas Strauss
00,Lucas Granec
00,Matt Sniff
00,Nick Seitz
00,Nick Bell
00,Russell Jackson
00,Ryan Koelbl
00,Tate Goretzki
00,Zach  Sanders
06,Owen Anderson
b,r,e,a,k
Iowa State,4
teamInfo,ISUC,"Ames, Iowa",https://www.stuorg.iastate.edu/isuc,https://www.facebook.com/IowaStateUltimate,https://twitter.com/ISUltimate
00,Andrew Chizek
00,Caleb Kugel
00,Ellery Sabado
00,Ellis Perniel
00,Gabe Schoepke
00,Hrushi Bhatt
00,Jake Ebersole
00,Jason Dejung
00,Justin  Hua
00,Matthew Glanzmann
00,Nicholas Messerges
00,Owen Jewell
00,Sean Fjellman
00,Stephen Gaul
00,Tommy Rohlinger
01,Logan Castle
02,Joey Clarke
03,Destiny Adams
04,Zachary Bye
06,Logan Heileman
09,Emerson Sabado
25,Brian Cacioppo
32,Holden Fahnhorst
42,Tanner Holtz
98,Luke Walsh
b,r,e,a,k
Iowa,5
teamInfo,IHUC,"Iowa City, Iowa",https://sites.google.com/site/iowahawkeyeultimateclub/,https://www.facebook.com/groups/564875686867551/,https://twitter.com/UofIowaUltimate
coaches,Lucas Boyle
00,Benjamin Hiniker
00,Conan Kisor
00,Jack McIntyre
00,Max Swinton
00,Michael Roper
00,Tony Abdel-Malek
00,Vincent Pappas
02,Oliver Bostian
04,Wyatt  Sailer
07,Hale Halvorson
08,Luke Rubin
09,Chris Markiewicz
09,Joshua Vierke
11,Nicholas Quast
12,Jason Chen
14,Riley Dobush
22,Kyle Lavrisa
24,Alec Detzel
27,Mario Ortiz
32,William Walters
41,John Lorenz
72,Harvey Fiorato
91,Thomas Helm
b,r,e,a,k
Minnesota (C),16
teamInfo,Minnesota C,"Minneapolis, Minnesota",,,
coaches,Samuel Raths,Bela Konkoly,Michael Schnall
0,Henry Dickinson
00,Archer Anderson
00,Avi Prager
00,Jack Brisben
00,Jeremy Sanborn
00,Jiuyang Su
00,Benjamin Dockerty
00,Blake Sheridan
00,Caleb Fravel
00,Conner Matuza
00,Dylan Ringer
00,Eli Schmelzer
00,Eli Hubbard
00,Ethan Ostrowski
00,Gannon Jefcoat
00,Gavriel Olson
00,Grant Hietpas
00,Jun Hao Cheh 
00,Konner Brickey
00,Lewis Garthwaite
00,Lukas Hoyt
00,Luke Golobitsh
00,Mason Overman 
00,Max Siqveland
00,Michael Davenport
00,Neil Roy
00,Shuaijia Duan
00,William Moen
07,Ty Sibinski
08,Ian Wang
16,Peter Nuon
19,Ben Hunter
24,Jonathan Ip
37,Dev Patel
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Carleton College,Minnesota-Duluth,15,2,"04/26/2025, 09:00",Pool A,Final
Wisconsin-Milwaukee,Nebraska,12,8,"04/26/2025, 09:00",Pool A,Final
Carleton College,Nebraska,15,4,"04/26/2025, 11:00",Pool A,Final
Wisconsin-Milwaukee,Minnesota-Duluth,11,15,"04/26/2025, 11:00",Pool A,Final
Carleton College,Wisconsin-Milwaukee,15,4,"04/26/2025, 13:00",Pool A,Final
Minnesota-Duluth,Nebraska,15,6,"04/26/2025, 13:00",Pool A,Final
pool,Pool B
Minnesota,Minnesota (B),15,4,"04/26/2025, 09:00",Pool B,Final
Wisconsin-Eau Claire,Northern Iowa,15,12,"04/26/2025, 09:00",Pool B,Final
Minnesota,Northern Iowa,15,8,"04/26/2025, 11:00",Pool B,Final
Wisconsin-Eau Claire,Minnesota (B),15,14,"04/26/2025, 11:00",Pool B,Final
Minnesota,Wisconsin-Eau Claire,15,6,"04/26/2025, 13:00",Pool B,Final
Minnesota (B),Northern Iowa,12,15,"04/26/2025, 13:00",Pool B,Final
pool,Pool C
Wisconsin,Wisconsin (B),15,4,"04/26/2025, 09:00",Pool C,Final
Marquette,Wisconsin-Whitewater,13,11,"04/26/2025, 09:00",Pool C,Final
Wisconsin,Wisconsin-Whitewater,15,3,"04/26/2025, 11:00",Pool C,Final
Marquette,Wisconsin (B),15,8,"04/26/2025, 11:00",Pool C,Final
Wisconsin,Marquette,15,10,"04/26/2025, 13:00",Pool C,Final
Wisconsin (B),Wisconsin-Whitewater,8,15,"04/26/2025, 13:00",Pool C,Final
pool,Pool D
Iowa State,Wisconsin-La Crosse,14,15,"04/26/2025, 09:00",Pool D,Final
Iowa,Minnesota (C),15,1,"04/26/2025, 09:00",Pool D,Final
Iowa State,Minnesota (C),15,4,"04/26/2025, 11:00",Pool D,Final
Iowa,Wisconsin-La Crosse,13,15,"04/26/2025, 11:00",Pool D,Final
Iowa State,Iowa,15,10,"04/26/2025, 13:00",Pool D,Final
Wisconsin-La Crosse,Minnesota (C),15,10,"04/26/2025, 13:00",Pool D,Final
b,r,e,a,k
brackets,1st Place Bracket
bracket,1st Place
Carleton College,Minnesota,15,8,"04/27/2025, 13:00",1st Place,Final
Carleton College,Marquette,15,5,"04/27/2025, 11:00",Semis,Final
Wisconsin,Minnesota,8,15,"04/27/2025, 11:00",Semis,Final
Wisconsin-Eau Claire,Carleton College,2,15,"04/27/2025, 09:00",Quarterfinals,Final
Marquette,Wisconsin-La Crosse,14,10,"04/27/2025, 09:00",Quarterfinals,Final
Iowa State,Wisconsin,13,15,"04/27/2025, 09:00",Quarterfinals,Final
Iowa,Minnesota,6,15,"04/27/2025, 09:00",Quarterfinals,Final
Wisconsin-Eau Claire,Wisconsin-Whitewater,15,7,"04/26/2025, 15:00",Pre Quarters,Final
Marquette,Northern Iowa,13,12,"04/26/2025, 15:00",Pre Quarters,Final
Wisconsin-Milwaukee,Iowa State,10,15,"04/26/2025, 15:00",Pre Quarters,Final
Iowa,Minnesota-Duluth,12,11,"04/26/2025, 15:00",Pre Quarters,Final
bracket,5th Place Bracket
Wisconsin-Eau Claire,Iowa State,10,15,"04/27/2025, 13:00",5th Place,Final
Wisconsin-Eau Claire,Wisconsin-La Crosse,15,5,"04/27/2025, 11:00",5th Place Semis,Final
Iowa State,Iowa,14,10,"04/27/2025, 11:00",5th Place Semis,Final
bracket,7th Place
Wisconsin-La Crosse,Iowa,4,8,"04/27/2025, 13:00",7th Place,Final
b,r,e,a,k
brackets,Sunday Consolation Bracket
bracket,9th Place
Nebraska,Wisconsin-Milwaukee,0,0,"04/27/2025, 11:00",Consolation S's,Cancelled
Wisconsin-Whitewater,Northern Iowa,0,0,"04/27/2025, 11:00",Consolation S's,Cancelled
Nebraska,Minnesota-Duluth,11,9,"04/27/2025, 09:00",Consolation Q's,Final
Minnesota (C),Wisconsin-Milwaukee,9,15,"04/27/2025, 09:00",Consolation Q's,Final
Minnesota (B),Wisconsin-Whitewater,8,14,"04/27/2025, 09:00",Consolation Q's,Final
Wisconsin (B),Northern Iowa,11,14,"04/27/2025, 09:00",Consolation Q's,Final
bracket,11th Place
Wisconsin-Milwaukee,Wisconsin-Whitewater,1,0,"04/27/2025, 13:00",11th Place,Scheduled
bracket,13th Place
Minnesota-Duluth,Wisconsin (B),15,9,"04/27/2025, 13:00",13th Place,Final
Minnesota-Duluth,Minnesota (C),15,8,"04/27/2025, 11:00",13th Semis,Final
Minnesota (B),Wisconsin (B),8,13,"04/27/2025, 11:00",13th Semis,Final
bracket,15th Place
Minnesota (C),Minnesota (B),0,0,"04/27/2025, 13:00",15th Place,Scheduled
b,r,e,a,k
brackets,Consolation Bracket 
bracket,9th Place
Northern Iowa,Nebraska,13,10,"04/27/2025, 13:00",9th Finals,Final
Wisconsin-Milwaukee,Northern Iowa,10,13,"04/27/2025, 11:00",9th Semis,Final
Nebraska,Wisconsin-Whitewater,1,0,"04/27/2025, 11:00",9th Semis,Final
b,r,e,a,k
