Ohio Valley D-I College Men's Regionals,College - Men ,26,4,2025
Fairborn,OH,2025-04-26,2025-04-27
https://play.usaultimate.org/events/Ohio-Valley-D-I-College-Mens-Regionals-2025/schedule/Men/CollegeMen/
Penn State,1
00,Alex Warrington
00,Andrew DePuy
00,Anthony Zelinskas
00,Ben Pickels
00,Brady Aneshansel
00,Camron Chambers
00,Christian Colon
00,Christopher Arevalo
00,David Butz
00,Evan Butsch
00,Jared Monsen
00,Jeremiah Sablak
00,Lucas Antoszewski
00,Lucas Nestor
00,Luke Lorence
00,Miles DiNardo
00,Noah Saidel
00,Rea Hederman
00,Sai Pittala
00,Tanion Misawayee
00,Tyler McCarthy
00,Vlad Estrin
04,Aadit Shah
b,r,e,a,k
Kent State,16
teamInfo,Klockwork,"Kent, Ohio",,,https://twitter.com/kentultimate
coaches,Vonterio Duncan
00,Mihailo Novakovic
01,Julia Rouge
02,Ethan Wenk
04,Anna Brosch
05,Casey Schroth
06,Malaki Stanfield
07,Jackson Wallace
10,Benjamin  Allio
11,Matthew Sullivan
12,Lydia Fairchild 
13,Ella Cleveland 
15,Luca White
16,Rebecca Study
17,Ethan Jenkins
19,Jackson Hargett
21,Justin Rice
22,Koen Sarver
29,Sydney Brew
32,Brendan Chapman
37,Logan  Thompson 
39,Bridget Whaley
41,Chuck Murphy
47,Jacob Freshly
73,Sarah Stadler
84,Brian Boston
b,r,e,a,k
s,t,a,g,e,s
pools,Saturday Pool Play
pool,Pool A
Penn State,Pennsylvania,15,6,"04/26/2025, 09:00",Pool A,Final
Lehigh,Miami (Ohio),14,9,"04/26/2025, 09:00",Pool A,Final
Penn State,Miami (Ohio),15,4,"04/26/2025, 11:00",Pool A,Final
Lehigh,Pennsylvania,13,9,"04/26/2025, 11:00",Pool A,Final
Penn State,Lehigh,15,7,"04/26/2025, 13:00",Pool A,Final
Pennsylvania,Miami (Ohio),13,7,"04/26/2025, 13:00",Pool A,Final
pool,Pool B
Cincinnati,Dayton,15,6,"04/26/2025, 09:00",Pool B,Final
Temple,Akron,15,2,"04/26/2025, 09:00",Pool B,Final
Cincinnati,Akron,15,7,"04/26/2025, 11:00",Pool B,Final
Temple,Dayton,15,6,"04/26/2025, 11:00",Pool B,Final
Cincinnati,Temple,15,8,"04/26/2025, 13:00",Pool B,Final
Dayton,Akron,15,9,"04/26/2025, 13:00",Pool B,Final
pool,Pool C
Carnegie Mellon,Pittsburgh (B),12,11,"04/26/2025, 09:00",Pool C,Final
Case Western Reserve,Ohio,15,8,"04/26/2025, 09:00",Pool C,Final
Carnegie Mellon,Ohio,15,5,"04/26/2025, 11:00",Pool C,Final
Case Western Reserve,Pittsburgh (B),13,9,"04/26/2025, 11:00",Pool C,Final
Carnegie Mellon,Case Western Reserve,12,13,"04/26/2025, 13:00",Pool C,Final
Pittsburgh (B),Ohio,15,8,"04/26/2025, 13:00",Pool C,Final
pool,Pool D
Pittsburgh,West Chester,15,8,"04/26/2025, 09:00",Pool D,Final
Ohio State,Kent State,15,6,"04/26/2025, 09:00",Pool D,Final
Pittsburgh,Kent State,15,2,"04/26/2025, 11:00",Pool D,Final
Ohio State,West Chester,9,12,"04/26/2025, 11:00",Pool D,Final
Pittsburgh,Ohio State,13,10,"04/26/2025, 13:00",Pool D,Final
West Chester,Kent State,15,5,"04/26/2025, 13:00",Pool D,Final
b,r,e,a,k
clusters,Crossover - Pre-quarters
cluster,Crossover
Lehigh,Ohio State,8,11,"04/26/2025, 15:00",,Final
West Chester,Pennsylvania,15,9,"04/26/2025, 15:00",,Final
Temple,Pittsburgh (B),15,11,"04/26/2025, 15:00",,Final
Carnegie Mellon,Dayton,12,9,"04/26/2025, 15:00",,Final
b,r,e,a,k
brackets,Championship
bracket,1st Place
Penn State,Ohio State,15,9,"04/27/2025, 13:00",1st Place Finals,Final
Penn State,Pittsburgh,13,8,"04/27/2025, 11:00",Semifinals,Final
Case Western Reserve,Ohio State,10,12,"04/27/2025, 11:00",Semifinals,Final
Penn State,Temple,14,10,"04/27/2025, 09:00",Quarterfinals,Final
Pittsburgh,Carnegie Mellon,15,8,"04/27/2025, 09:00",Quarterfinals,Final
Case Western Reserve,West Chester,15,12,"04/27/2025, 09:00",Quarterfinals,Final
Cincinnati,Ohio State,13,15,"04/27/2025, 09:00",Quarterfinals,Final
bracket,3rd Place
Pittsburgh,Case Western Reserve,0,1,"04/27/2025, 13:00",3rd Place,Final
bracket,5th Place
Temple,Cincinnati,0,1,"04/27/2025, 13:00",5th Place,Final
Temple,Carnegie Mellon,15,9,"04/27/2025, 11:00",5th Semis,Final
West Chester,Cincinnati,8,14,"04/27/2025, 11:00",5th Semis,Final
bracket,7th Place
Carnegie Mellon,West Chester,14,15,"04/27/2025, 13:00",7th Place,Final
bracket,9th Place
Lehigh,Pittsburgh (B),13,7,"04/27/2025, 11:00",9th Place,Final
Lehigh,Pennsylvania,13,6,"04/27/2025, 09:00",9th Semis,Final
Pittsburgh (B),Dayton,15,12,"04/27/2025, 09:00",9th Semis,Final
bracket,11th Place
Pennsylvania,Dayton,15,7,"04/27/2025, 11:00",11th Place,Final
bracket,13th Place
Kent State,Ohio,6,15,"04/27/2025, 11:00",13th Place,Final
Miami (Ohio),Kent State,9,15,"04/27/2025, 09:00",13th Semis,Final
Akron,Ohio,14,15,"04/27/2025, 09:00",13th Semis,Final
bracket,15th Place
Miami (Ohio),Akron,12,13,"04/27/2025, 11:00",15th Place,Final
b,r,e,a,k
