Northwest Plains Men Sectionals,Club - Men ,6,9,2014
Madison Club
01,ADAM DREWS
02,Logan Pruess
03,Benjamin Sullender
04,Davis Whitehead
06,Bill Everhart
07,Hector Valdivia
08,Benjy Keren
09,Andrew Meshnick
10,David Meinecke
10,Jordan O'Neill
11,Andrew Brown
12,Chris Wilen
13,Brian Hart
15,DAVID LONG
16,DANIEL  STULIGROSS
24,Rodrigo Valdivia
25,Ross Barker
26,Peter Graffy
32,Colin Camp
41,Colin Sunde
48,Thomas Coolidge
55,Kelsen Alexander
68,Benjamin Nelson
81,Dayu Liu
84,CRAIG COX
86,Patrick Donovan
b,r,e,a,k
Hippie Mafia
0,Shane Mueller
0,Matt Scholz
0,Matt Hulsether
0,JACK SUSSMAN
0,Jakub Jezusek
0,Keenan McAuliffe
0,Daniel Kress
0,Sean Andryauskas
0,MARK MAURER
0,JOHN TOMKIEWICZ
0,JOE SCHLATER
0,David Kaftan
12,PATRICK MULLEN
94,LOGAN MCDERMOTT
b,r,e,a,k
Wisconsin Hops
 ,ANDREW JANTZ
 ,Daniel Rowan
 ,Nathan Daily
 ,Thomas Roltgen
 ,Daniel Kelk
 ,Blake Marlowe
0,Tyler Hebert
16,David Schreiner
18,CALEB SANFORD
21,Scott Sawinski
22,DANIEL ALBERT
23,Tyler Townsend
24,DOUG WILSON
25,Dylan Boucher
26,REID JORDAN
37,Ming Cheng Chew
42,Chase Marty
42,Cody Sevcik
44,TOM HOEFT
b,r,e,a,k
Male Men
0,Shaun LaFrance
0,NATHANIEL MOORE
0,DANIEL ISRAEL
0,GREG PFEFFER
0,Brian Paulson
0,Brian LaFrance
0,Eric von Kampen
0,Robert  Kostick
0,Kyle Smith
0,Bradley Malmsten
0,Connor Anderson
0,James Kittlesen
0,Tim Jacobson
0,Adam Shearen
0,JOSEPH MURPHY
0,Curtis Cammack
0,Ryan McDonald
b,r,e,a,k
T.C. Imperial
0,Matt Burkhardt
0,Tyler Mahony
0,Felix Pronove
0,Brett Sullivan
0,Joel Morton
0,Luis Caballero
0,Brandon Matis
0,Charles Reznikoff
0,Grant Kregness
0,ISAAC RUFF
0,Roberto Caballero
0,Timothy Setterberg
0,Samuel Reis
0,JARVIN POTTER
0,Ian Andre-Knudsen
0,Jesus Caballero
0,Donovan ODowd
0,Taylor Van Oosbree
0,CONOR KLINE
0,Dave Kuettner
0,Michael Jordan
0,Dan Heuer
0,Nick Heid
0,Benjamin Jagt
0,JOHN MELZAREK
16,John Sandahl
25,Todd Owens
b,r,e,a,k
MKE
0,Joseph Lindsay
0,Ryan Sutter
0,Kevin Pettit-Scantling
0,Troy Holland
0,Kevin Brown
0,Matthew Caballero
0,Scott Wenzel
0,Evan Swiatek
0,Steven Wick
0,ZACHARY KNOBLOCH
0,Nick Wismans
0,COREY SMITH
0,SAM OUIMET
0,KURT EGAN
0,Tim Posl
0,Dan Margulis
0,STEVEN JANSEN
0,MATTHEW BENDER
0,Joseph Blankenheim
0,Jacob Knobloch
0,Jay Kinzel
0,ZACHARY CASTILLO
0,Dan Magnant
0,Max Palzewicz
0,JOHN LAFAVOR
0,Ben Ben Hirschman
b,r,e,a,k
Madison Club B
 ,Todd Henderson
0,Nate Thibedeau
0,Kevin Cannaday
0,JACOB MEYER
0,John Reynolds
0,MICHAEL EMMENEGGER
0,Keith Garner
0,David Schleicher
0,Jacob Spiro
0,Tristan McKittrick
0,BENNETT MYERS
0,Scott Richgels
0,Thomas Gallagher
0,Tim DeByl
0,Dustin Lowery
0,Brendan Eagan
0,Brandon Taitt
0,Seth Meyer
0,ANTHONY HILLER
0,Craig Wotruba
0,Jadon Scullion
b,r,e,a,k
Mad Men
0,Austin Reif
0,Travis Husman
0,Mitchell Artz
0,Jim Aspholm
0,John Cowgill
0,Zachariah Ehler
0,Avery Johnson
0,Edward Kaul
0,Greg Maddox
0,Peter Walker
0,David Kurian
0,Nicholas Ladas
0,Brian Niver
0,NICK ZEMAN
0,RICHARD GIZA
0,Branavan Yogarajah
0,Justin Chenevert
0,Sam Hebert
0,ALEX NATHANSON
0,Andrew Everts
0,SHANE SADDISON-BRADFORD
0,Gordon Peterson
0,Rami Paust
0,Mark Summers
b,r,e,a,k
DingWop
0,SKY DAVEY
0,Ryan Nord
0,Andy Wineberg
0,ARTHUR MORDAUNT
0,Jeremiah Gagner
0,Greg Williams
0,Kevin Kronholm
0,Brian Corradi
0,James (Jim) Mott
0,Paul Moores
0,Pericles Nacionales
0,Eric Pollard
0,Shawn Walding
0,Louis Abramowski
0,Dave Schaeffer
0,RYAN BROSIOUS
0,Kirk Jansen
0,Drew Sandquist
0,David Melvin
0,Ben Johnson
0,DAVID WATERS
0,BRIAN RUPERT
0,Nick Scheibel
0,Heyward Gualandi
b,r,e,a,k
Climax
0,GREGG MILBRATH
