East Coast Mixed Club Sectional Championship 2019,Club - Mixed ,7,9,2019
Nashville,TN,2019-09-07,2019-09-08
https://play.usaultimate.org/events/East-Coast-Mixed-Club-Sectional-Championship-2019/schedule/Mixed/Club-Mixed
Bucket,1
4,Irene Tsinajinnie
6,Marvin Barge
7,Luke Donohue
7,Gayeon Ko
11,Nate Washington
13,Tucker Warner
15,Bret Keough
19,April Ratliff
21,Michael Jendzurski
22,Markevious Thomas
25,Paige Payne
28,Joseph Fisher
b,r,e,a,k
BATL Cows,8
teamInfo,,"Atlanta, Georgia",,https://www.facebook.com/BATLCows/,
0,Alex Waxman
0,Andrew Yu
0,Andrew Carek
0,Ben Pfeffer
0,Brianna Summers
0,Celine Charitat
0,Emma Scazzero
0,Evan Davies
0,Jennifer Gold
0,Kallie Monroe
0,Sarah Ellard
0,Sierra Miller
2,Cori Bradham
5,Weaver Ellard
6,Austin Barry
8,Jared Elinger
11,Jordan Davis
11,Corey Lockridge
11,Thomas Nuckols
12,Kimberly McGinnis
14,Maggie Smallwood
15,Richard Bragg
15,Adriana  Ocegeura
21,Becklin Davis
25,Robert Bradham
91,Kenneth Peters
95,Zechariah Lin
b,r,e,a,k
Orbit,15
teamInfo,,"Atlanta, Georgia",,,
0,Andrew Chow
0,Brandon Kleber
0,Dana Underwood
0,Adam Goodwin
0,Elshaddai Girma
0,Eric Trollinger
0,Hannah Katz
0,Isabel Theunissen
0,Kevin Fan
0,Meggie Stewart
0,Molly Morrow
0,Sylvester Norris
1,Thai-Binh Le
1,Hannah Ray
2,Rachel Deininger
2,Derek Rizzi
6,Alex Jackson
10,Enzo Cianelli
10,Yifan Liang
11,Robin Boudard
15,Griffin Kish
17,Joshua Kimbell
18,Patrick Ufer
21,Hunter Sanders
28,Zoe Wangstrom
32,Hal Robinson
42,Maya Neal
b,r,e,a,k
Murmur,3
teamInfo,,"Athens, Georgia",,,
0,Brianna Radl
01,Katharine Suarez
02,Martha Wilber
03,Jared Bennett
04,Paige Howell
05,Amy Strozinsky
06,Anna White
07,Henry Siebentritt
09,Christo Ferguson
10,Javid Aceil
11,Mary Rockwell
12,John Langstaff
16,Jami Cashin
17,Katherine Jennings
21,Ben Ayres
22,Suzannah Hope Blackshear
24,Patrick Trent
26,Kyle Johnson
29,Mason Cary
32,Noah Li
35,Travis Kellogg
42,Jason Jones
58,Jon Ross Ingley
60,David William Petmecky
b,r,e,a,k
Trash Pandas,5
teamInfo,,"Nashville, Tennessee",,,
0,Daniel Gray
0,David Lewis
0,Derek Youel
0,Bennett Farkas
0,Grace Foster
0,Jessica Webster
0,Kayla Ferguson
0,Maggie Dayton
0,Matthew Gallin
0,Mikeie Reiland
0,Miles Littlefield
0,Nora Kern
0,Rob Ferguson
0,Tess McGrew
0,Travis Crawford
1,Jasmine Williams
2,Julie Hilton
3,William Graham
4,Bryan Griffith
7,"Jessica ""Marti"" Martinez"
9,Tanner Brainard
12,Chris Peek
20,Lizzie Carsello
24,Michael Dayton
44,Ford Heacock
54,Rachael Freedman
99,Scott Jeffrey
b,r,e,a,k
Hairy Otter,12
teamInfo,,"Nashville, Tennessee",,,@HOtterUltimate
0,Camee Mackie
0,Casey Rose
0,Elise Shepard
0,Jamie Haigh
0,Lorena Infante Lara
0,Michael Lieb
0,Nick Doores
0,Russell Meade
2,Anthony Hoenie
5,Logan Short
13,Philip Hood
14,Michael Coates
19,Alexandra Hoover
20,Hilary Kline
22,Jenny Newby
22,Chris Martin
23,Patrick Ryan McVay
26,Samantha Pace
28,Will Mims
28,Nathan Campbell
29,Robin Sasseville
30,Holly Pisarchuk
36,Andrew Hayslip
91,Louis Kline
99,Ryan Burnett
b,r,e,a,k
The Umbrella,14
teamInfo,,"Athens, Georgia",,,
0,Allison Graf
0,Benjamin Thesing
0,Bryan Soto
0,Emily Hall
0,Erin Klima
0,Hannah Morley
0,Isabella Ragonese
0,Lauren Baggett
0,Luke Martineac
0,Oreon Jackson
2,Alexander Vencill
9,Peter Reinhart
13,Robert Farrington
14,Jeremy Craft
15,Jay Norton
18,KT Truszczynski
20,Derek Cooper
22,Courtnie VIckery
22,Jordan (Jay Mar) Marchetto
33,Joey Morrow
36,Kathryn Ashmore
42,Christopher Molnar
69,Christopher Bywaletz
99,Alexander Lawrence
b,r,e,a,k
JLP,4
teamInfo,,"Atlanta, Georgia",,,
2,Thomas Bailey
3,Rachel Thurston
4,Elizabeth Leon
5,Leah Barlow
6,Max Leonard
6,Gracie White
9,Erin Chun
10,Ishaan Dave
11,William Sloane
12,Jennie Wainer
14,Jacob Zirbel
16,Leah Gilbert-Odem
20,Caroline Pearson
21,Daniel Jones
22,Meghan Murphy
23,Zachary Cole
30,Benjamin Breault
33,Brianna Stedman
34,Kristi Huang
36,Will Frolich
37,Jonathan Clark
42,Devin Cox
54,Nick Riker
69,Aaron Claytor
99,Amy Kruse
b,r,e,a,k
APEX,11
teamInfo,,"Charleston , South Carolina",modules/common/apexulty.weebly.com,modules/common/www.facebook.com/apexulty/,
0,Blake Larson
0,Cameron Sisler
0,Carson Lain
0,Jenna Weed
0,John Richey
0,Kathleen Horton
0,Laura Halfmann-Morris
0,Miles McDonald
0,Ned Daniell
0,Sally Harris
0,Terran Tout
0,Tim Hammond
0,Timothy Halfmann-Morris
0,William Harris
10,Sean Erdenbrack
13,Megan Epperson
13,Carrie  Fisher
15,Michaela Loar
17,Susan Mathews
21,Kevin Kopf
22,Meg  Montgomery
24,Chung Lee
28,Samantha Dickert
44,Ryan Chubb
88,Michael Cox
88,Mary Kopf
96,Matthew Davin
b,r,e,a,k
m'kay Ultimate,6
teamInfo,,"ATLANTA, Georgia",,,
0,Alicia Queen
0,Alleigh Grover
0,Brian Phillips
0,David Anderson
0,Ginger Price
0,Joseph Shea
0,Kathryn Watson
0,Lindsay Turner
0,Lindsay Bick
0,Nathan Piechal
0,Peter Van Brussel
0,Ryan Simmons
0,Sarah Burzynski
0,Tanner Repasky
0,Troy Baker
0,Zachary Hollis
3,Dana Bidot
4,Ryan Bowman
5,Lisa Levine
7,Jack Barrow
18,Chad Borer
26,Anna McKee
44,Christopher Purvis
47,John (Jack) Curran
55,Esme Ruengvivatpant
62,Steven Hicks
99,Gabriel Bidot
b,r,e,a,k
Monster,13
teamInfo,,"Loganville, Georgia",,https://www.facebook.com/monsterultimateteam/,
0,Zachary Hart
1,John Jackson
3,Heather Kelley
4,Cheyenne Balliew
5,Austin Poole
7,Fernando Ortiz
8,Tara Harper
9,Matthew Roon
10,Patrick Wortman
11,Samuel Lannon
12,Michael Hubbell
13,Zachary Shannon
14,Abby Knight
17,Shannon Hendrickson
21,Stephen Eckenroth
22,Cyndil Landry
23,Jasmine Tumlin
25,Joseph Griffing
28,Alexis Poole
30,Summer Sanders
31,Lindsey Moon
42,Troy Stegeman
46,Hannah Erlinger
69,Johnny Griffing
99,Ben Llena
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Bucket,Possum,17,1,"09/07/2019, 09:00",Pool A,Final
sKNO cone,Possum,17,9,"09/07/2019, 11:00",Pool A,Final
Bucket,sKNO cone,12,11,"09/07/2019, 13:00",Pool A,Final
pool,Pool B
'Shine,OutKast,13,5,"09/07/2019, 10:00",Pool B,Final
BATL Cows,Orbit,10,8,"09/07/2019, 10:00",Pool B,Final
'Shine,Orbit,13,0,"09/07/2019, 11:40",Pool B,Final
BATL Cows,OutKast,8,10,"09/07/2019, 11:40",Pool B,Final
'Shine,BATL Cows,13,2,"09/07/2019, 13:20",Pool B,Final
OutKast,Orbit,11,4,"09/07/2019, 13:20",Pool B,Final
pool,Pool C
Murmur,Hairy Otter,13,3,"09/07/2019, 10:00",Pool C,Final
Trash Pandas,The Umbrella,13,5,"09/07/2019, 10:00",Pool C,Final
Murmur,The Umbrella,13,1,"09/07/2019, 11:40",Pool C,Final
Trash Pandas,Hairy Otter,13,7,"09/07/2019, 11:40",Pool C,Final
Murmur,Trash Pandas,11,10,"09/07/2019, 13:20",Pool C,Final
Hairy Otter,The Umbrella,13,8,"09/07/2019, 13:20",Pool C,Final
pool,Pool D
JLP,APEX,13,10,"09/07/2019, 10:00",Pool D,Final
m'kay Ultimate,Monster,13,8,"09/07/2019, 10:00",Pool D,Final
JLP,Monster,13,3,"09/07/2019, 11:40",Pool D,Final
m'kay Ultimate,APEX,10,11,"09/07/2019, 11:40",Pool D,Final
JLP,m'kay Ultimate,12,8,"09/07/2019, 13:20",Pool D,Final
APEX,Monster,13,7,"09/07/2019, 13:20",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,Finals
JLP,Murmur,9,13,"09/08/2019, 12:40",1st Place,Final
Bucket,JLP,11,12,"09/08/2019, 09:00",1st Place Semi-Finals,Final
Murmur,'Shine,11,10,"09/08/2019, 09:00",1st Place Semi-Finals,Final
Bucket,OutKast,13,2,"09/07/2019, 15:00",1st Place Quarter-FInals,Final
Trash Pandas,JLP,6,12,"09/07/2019, 15:00",1st Place Quarter-FInals,Final
Murmur,APEX,13,4,"09/07/2019, 15:00",1st Place Quarter-FInals,Final
sKNO cone,'Shine,7,13,"09/07/2019, 15:00",1st Place Quarter-FInals,Final
b,r,e,a,k
brackets,2nd Place Bracket
bracket,Finals
JLP,'Shine,8,10,"09/08/2019, 14:30",2nd Place,Final
Bucket,'Shine,11,12,"09/08/2019, 12:40",2nd Place Semi-Finals,Final
Bucket,sKNO cone,11,8,"09/08/2019, 10:50",2nd Place Quarter-Finals,Final
Trash Pandas,'Shine,9,13,"09/08/2019, 10:50",2nd Place Quarter-Finals,Final
sKNO cone,APEX,13,5,"09/08/2019, 09:00",2nd Place Pre Quarter-Finals,Final
Trash Pandas,OutKast,13,6,"09/08/2019, 09:00",2nd Place Pre Quarter-Finals,Final
b,r,e,a,k
brackets,4th Place Bracket
bracket,Finals
Bucket,Trash Pandas,0,0,"09/08/2019, 14:30",4th Place,Scheduled
Trash Pandas,sKNO cone,13,7,"09/08/2019, 12:40",4th Place Semi-Finals,Final
b,r,e,a,k
brackets,6th Place Bracket
bracket,Finals
sKNO cone,APEX,12,11,"09/08/2019, 14:30",6th Place,Final
OutKast,APEX,12,13,"09/08/2019, 12:40",6th Place Semi-Finals,Final
OutKast,m'kay Ultimate,11,9,"09/08/2019, 10:50",6th Place Quarter-Finals,Final
BATL Cows,APEX,8,13,"09/08/2019, 10:50",6th Place Quarter-Finals,Final
Possum,m'kay Ultimate,11,13,"09/08/2019, 09:00",6th Place Pre Quarter-FInals,Final
Monster,BATL Cows,8,13,"09/08/2019, 09:00",6th Place Pre Quarter-FInals,Final
Possum,Orbit,13,4,"09/07/2019, 15:00",6th Place Play-ins,Final
The Umbrella,m'kay Ultimate,4,13,"09/07/2019, 15:00",6th Place Play-ins,Final
Hairy Otter,Monster,8,12,"09/07/2019, 15:00",6th Place Play-ins,Final
b,r,e,a,k
brackets,11th Place Bracket
bracket,Bracket
Possum,Monster,13,5,"09/08/2019, 10:50",11th Place,Final
b,r,e,a,k
brackets,13th Place Bracket
bracket,13th Place Bracket
The Umbrella,Hairy Otter,6,13,"09/08/2019, 10:50",13th Place,Final
Orbit,The Umbrella,9,13,"09/08/2019, 09:00",Round Name,Final
b,r,e,a,k
