Florida Warm Up 2019,College - Men ,8,2,2019
Tampa,FL,2019-02-08,2019-02-10
https://play.usaultimate.org/events/Florida-Warm-Up-2019/schedule/Men/CollegeMen/
Brigham Young,33
29,Nicholas Gilmet
b,r,e,a,k
Florida Tech (B),36
teamInfo,MisFITs,"Melbourne, Florida",,https://www.facebook.com/floridatechultimate/,
0,Graham King
0,Hunter Mills-DiGennaro
0,Jacob Miller
0,Jacob Gaines
0,Logan Montminy
0,Ryan Maughan
0,Tyler Donahue
1,Jeff Gerage
2,Aidan McGovern
8,Kevben Belastegui
14,George Tsirimokos
19,Hunter Davis
24,Hayden Bowen
25,Luca Saleh
26,Connor Clemente
29,Peter Martin
46,Merrick Lavinsky
86,Jacob Morrison
87,Kerrington Witherspoon
87,Alec Russo
97,Akshath Wikramanayake
98,Kevin Richardson
b,r,e,a,k
South Florida (B),41
teamInfo,Scourge,"Tampa, Florida",,https://www.facebook.com/USFUltimate,https://www.twitter.com/USFScourge
0,Eduardo Dávila
0,Kyle Armbruster
0,Lorenzo Plazas
0,Michael Gray
0,Mitchell Reeves
0,Rishi Parikh
0,Samie Hazari
0,Tyler  Bridenstine
3,Shane Chovnick
19,Stephen Cini
21,Ryan Russo
22,Paul Menendez
26,David Rivera-Clapp
30,Gabriel Suarez
33,Brodie Barclay
83,Crue Savage
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Match Play
pool,Pool A
Harvard,Oklahoma,13,9,"02/08/2019, 09:00",Pool A,Final
Kansas,Kennesaw State,10,12,"02/08/2019, 09:00",Pool A,Final
Alabama-Huntsville,Texas-Dallas,7,13,"02/08/2019, 09:00",Pool A,Final
Texas A&M,South Carolina,10,12,"02/08/2019, 09:00",Pool A,Final
Rutgers,Michigan,10,13,"02/08/2019, 09:00",Pool A,Final
Northeastern,Northwestern,11,12,"02/08/2019, 09:00",Pool A,Final
Georgia,Texas A&M,13,12,"02/08/2019, 11:00",Pool A,Final
Illinois State,South Carolina,10,12,"02/08/2019, 11:00",Pool A,Final
Central Florida,Tufts,13,11,"02/08/2019, 11:00",Pool A,Final
LSU,Northeastern,8,9,"02/08/2019, 11:00",Pool A,Final
Brigham Young,Texas,13,12,"02/08/2019, 11:00",Pool A,Final
Cornell,Kansas,9,12,"02/08/2019, 11:00",Pool A,Final
Texas-Dallas,Kennesaw State,13,9,"02/08/2019, 11:00",Pool A,Final
Pittsburgh,Northwestern,13,7,"02/08/2019, 11:00",Pool A,Final
Virginia Tech,Florida State,9,13,"02/08/2019, 11:00",Pool A,Final
Boston College,Michigan,9,13,"02/08/2019, 11:00",Pool A,Final
Rutgers,Florida,11,9,"02/08/2019, 11:00",Pool A,Final
Harvard,Carleton College,12,14,"02/08/2019, 11:00",Pool A,Final
Kennesaw State,Northwestern,13,8,"02/08/2019, 13:00",Pool A,Final
Central Florida,Texas,13,7,"02/08/2019, 13:00",Pool A,Final
Emory,Oklahoma,12,8,"02/08/2019, 13:00",Pool A,Final
Cincinnati,Cornell,10,13,"02/08/2019, 13:00",Pool A,Final
Rutgers,Georgia,6,13,"02/08/2019, 13:00",Pool A,Final
Texas-Dallas,Brown,10,12,"02/08/2019, 13:00",Pool A,Final
Virginia Tech,Wisconsin,13,12,"02/08/2019, 13:00",Pool A,Final
LSU,Harvard,10,11,"02/08/2019, 13:00",Pool A,Final
Minnesota,Florida State,13,10,"02/08/2019, 13:00",Pool A,Final
Boston College,Illinois State,12,13,"02/08/2019, 13:00",Pool A,Final
Michigan,Florida,13,6,"02/08/2019, 13:00",Pool A,Final
South Florida,Brigham Young,7,13,"02/08/2019, 13:00",Pool A,Final
South Carolina,Alabama-Huntsville,13,10,"02/08/2019, 13:00",Pool A,Final
Northeastern,Texas A&M,9,12,"02/08/2019, 13:00",Pool A,Final
Kansas,Temple,12,13,"02/08/2019, 13:00",Pool A,Final
Central Florida,Virginia Tech,13,6,"02/08/2019, 15:00",Pool A,Final
Brown,Minnesota,13,7,"02/08/2019, 15:00",Pool A,Final
Alabama-Huntsville,Cornell,11,7,"02/08/2019, 15:00",Pool A,Final
Oklahoma,Illinois State,10,9,"02/08/2019, 15:00",Pool A,Final
Wisconsin,Brigham Young,15,14,"02/08/2019, 15:00",Pool A,Final
Temple,Tufts,6,13,"02/08/2019, 15:00",Pool A,Final
Florida State,Cincinnati,13,8,"02/08/2019, 15:00",Pool A,Final
Pittsburgh,South Florida,13,3,"02/08/2019, 15:00",Pool A,Final
Emory,Carleton College,8,13,"02/08/2019, 15:00",Pool A,Final
Boston College,Temple,7,12,"02/08/2019, 17:00",Pool A,Final
Brigham Young,LSU,13,9,"02/08/2019, 17:00",Pool A,Final
Tufts,Emory,11,10,"02/08/2019, 17:00",Pool A,Final
Pittsburgh,Carleton College,13,11,"02/08/2019, 17:00",Pool A,Final
Cincinnati,South Florida,13,10,"02/08/2019, 18:00",Pool A,Final
Texas,Minnesota,12,10,"02/08/2019, 18:00",Pool A,Final
Wisconsin,Florida,13,11,"02/08/2019, 19:00",Pool A,Final
Georgia,Brown,9,13,"02/08/2019, 19:00",Pool A,Final
Cincinnati,Alabama-Huntsville,11,9,"02/09/2019, 09:00",Pool A,Final
Virginia Tech,Texas A&M,5,11,"02/09/2019, 09:00",Pool A,Final
Emory,Michigan,6,13,"02/09/2019, 09:00",Pool A,Final
Brigham Young,Northwestern,13,9,"02/09/2019, 09:00",Pool A,Final
Texas-Dallas,Northeastern,10,7,"02/09/2019, 09:00",Pool A,Final
South Florida,Oklahoma,5,13,"02/09/2019, 09:00",Pool A,Final
Texas,LSU,10,7,"02/09/2019, 09:00",Pool A,Final
Temple,Kennesaw State,6,11,"02/09/2019, 09:00",Pool A,Final
Minnesota,Harvard,10,8,"02/09/2019, 09:00",Pool A,Final
Boston College,Florida State,7,13,"02/09/2019, 09:00",Pool A,Final
Illinois State,Central Florida,7,11,"02/09/2019, 09:00",Pool A,Final
Rutgers,South Carolina,8,10,"02/09/2019, 09:00",Pool A,Final
Boston College,Virginia Tech,7,13,"02/09/2019, 11:00",Pool A,Final
Florida,Northwestern,11,10,"02/09/2019, 11:00",Pool A,Final
Georgia,Minnesota,11,9,"02/09/2019, 11:00",Pool A,Final
Cincinnati,Oklahoma,7,13,"02/09/2019, 11:00",Pool A,Final
Tufts,Texas,9,11,"02/09/2019, 11:00",Pool A,Final
Brigham Young,Pittsburgh,12,11,"02/09/2019, 11:00",Pool A,Final
Texas-Dallas,South Florida,12,3,"02/09/2019, 11:00",Pool A,Final
Kansas,Carleton College,5,13,"02/09/2019, 11:00",Pool A,Final
LSU,Wisconsin,11,8,"02/09/2019, 11:00",Pool A,Final
Cornell,Brown,7,13,"02/09/2019, 11:00",Pool A,Final
Michigan,Texas A&M,12,8,"02/09/2019, 11:00",Pool A,Final
Northeastern,South Carolina,12,9,"02/09/2019, 11:00",Pool A,Final
Harvard,Temple,12,3,"02/09/2019, 11:00",Pool A,Final
Brown,Northwestern,12,10,"02/09/2019, 13:00",Pool A,Final
Florida,Kansas,13,5,"02/09/2019, 13:00",Pool A,Final
Texas-Dallas,Illinois State,9,8,"02/09/2019, 13:00",Pool A,Final
Carleton College,Central Florida,8,13,"02/09/2019, 13:00",Pool A,Final
Brigham Young,Cincinnati,13,5,"02/09/2019, 13:00",Pool A,Final
Texas A&M,Florida State,13,7,"02/09/2019, 13:00",Pool A,Final
Oklahoma,Georgia,6,10,"02/09/2019, 13:00",Pool A,Final
Michigan,Cornell,13,0,"02/09/2019, 13:00",Pool A,Final
Pittsburgh,Wisconsin,10,7,"02/09/2019, 13:00",Pool A,Final
Boston College,Emory,8,10,"02/09/2019, 13:00",Pool A,Final
Kennesaw State,Tufts,11,9,"02/09/2019, 13:00",Pool A,Final
Harvard,Alabama-Huntsville,8,9,"02/09/2019, 13:00",Pool A,Final
Minnesota,Rutgers,10,9,"02/09/2019, 13:00",Pool A,Final
Central Florida,Pittsburgh,7,13,"02/09/2019, 15:00",Pool A,Final
Georgia,LSU,11,8,"02/09/2019, 15:00",Pool A,Final
Illinois State,Kansas,10,11,"02/09/2019, 15:00",Pool A,Final
Temple,South Florida,10,5,"02/09/2019, 15:00",Pool A,Final
Brown,Emory,13,5,"02/09/2019, 15:00",Pool A,Final
Brigham Young,Carleton College,13,10,"02/09/2019, 15:00",Pool A,Final
Northeastern,Kennesaw State,12,9,"02/09/2019, 15:00",Pool A,Final
South Carolina,Florida State,13,4,"02/09/2019, 15:00",Pool A,Final
Tufts,Wisconsin,9,10,"02/09/2019, 15:00",Pool A,Final
Alabama-Huntsville,Virginia Tech,9,8,"02/09/2019, 15:00",Pool A,Final
Rutgers,Texas,6,12,"02/09/2019, 15:00",Pool A,Final
Florida,Cornell,12,13,"02/09/2019, 15:00",Pool A,Final
b,r,e,a,k
brackets,Elite Championship(1st-8th)
bracket,1st Place
Brown,Central Florida,15,9,"02/10/2019, 12:30",Championship,Final
Brown,Georgia,15,11,"02/10/2019, 10:30",Semifinals,Final
Central Florida,Texas,12,11,"02/10/2019, 10:30",Semifinals,Final
Brown,Texas A&M,15,9,"02/09/2019, 18:30",Quarterfinals,Final
Michigan,Georgia,8,13,"02/09/2019, 18:30",Quarterfinals,Final
Central Florida,Texas-Dallas,12,11,"02/09/2019, 18:30",Quarterfinals,Final
Pittsburgh,Texas,10,15,"02/09/2019, 18:30",Quarterfinals,Final
bracket,3rd Place
Georgia,Texas,10,13,"02/10/2019, 12:30",3rd Place,Final
bracket,5th Place
Texas A&M,Pittsburgh,10,12,"02/10/2019, 12:00",5th Place,Final
Texas A&M,Michigan,14,13,"02/10/2019, 10:00",5th Semifinals,Final
Texas-Dallas,Pittsburgh,10,12,"02/10/2019, 10:00",5th Semifinals,Final
bracket,7th Place
Michigan,Texas-Dallas,10,9,"02/10/2019, 12:00",7th Place,Final
b,r,e,a,k
brackets,Elite 9th-16th
bracket,9th Place
LSU,Tufts,12,11,"02/10/2019, 12:00",9th Place,Final
LSU,Harvard,15,10,"02/10/2019, 10:00",9th Semifianls,Final
Minnesota,Tufts,8,15,"02/10/2019, 10:00",9th Semifianls,Final
South Carolina,LSU,10,15,"02/09/2019, 18:00",9th Quarterfinals,Final
Kennesaw State,Harvard,11,12,"02/09/2019, 18:00",9th Quarterfinals,Final
Northeastern,Minnesota,9,13,"02/09/2019, 18:00",9th Quarterfinals,Final
Carleton College,Tufts,13,15,"02/09/2019, 18:00",9th Quarterfinals,Final
bracket,11th Place
Harvard,Minnesota,7,11,"02/10/2019, 12:00",11th Place,Final
bracket,13th Place
Kennesaw State,Carleton College,4,15,"02/10/2019, 12:00",13th Place,Final
South Carolina,Kennesaw State,12,13,"02/10/2019, 10:00",13th Semifinals,Final
Northeastern,Carleton College,10,15,"02/10/2019, 10:00",13th Semifinals,Final
bracket,15th Place
South Carolina,Northeastern,6,11,"02/10/2019, 12:00",15th Place,Final
b,r,e,a,k
brackets,Elite 17th-24th
bracket,17th Place
Wisconsin,Emory,15,5,"02/10/2019, 12:00",17th Place,Final
Wisconsin,Alabama-Huntsville,15,7,"02/10/2019, 10:00",17th Semifinals,Final
Emory,Oklahoma,13,11,"02/10/2019, 10:00",17th Semifinals,Final
Wisconsin,Illinois State,15,7,"02/09/2019, 17:30",17th Quarterfinals,Final
Alabama-Huntsville,Rutgers,15,11,"02/09/2019, 17:30",17th Quarterfinals,Final
Florida State,Emory,8,14,"02/09/2019, 17:30",17th Quarterfinals,Final
Northwestern,Oklahoma,13,15,"02/09/2019, 17:30",17th Quarterfinals,Final
bracket,19th Place
Alabama-Huntsville,Oklahoma,13,11,"02/10/2019, 10:00",19th Place,Final
bracket,21st Place
Rutgers,Northwestern,13,14,"02/10/2019, 12:00",21st Place,Final
Illinois State,Rutgers,9,13,"02/10/2019, 10:00",21st Semifinals,Final
Florida State,Northwestern,6,13,"02/10/2019, 10:00",21st Semifinals,Final
bracket,23rd Place
Illinois State,Florida State,12,11,"02/10/2019, 12:00",23rd Place,Final
b,r,e,a,k
brackets,Elite 25th-32nd
bracket,25th Place
Virginia Tech,Temple,12,10,"02/10/2019, 12:00",25th Place,Final
Virginia Tech,Kansas,12,11,"02/10/2019, 10:00",25th Semifianls,Final
Temple,Cornell,14,11,"02/10/2019, 10:00",25th Semifianls,Final
Virginia Tech,South Florida,11,8,"02/09/2019, 17:30",25th Quarterfianls,Final
Kansas,Cincinnati,8,7,"02/09/2019, 17:30",25th Quarterfianls,Final
Florida,Temple,9,15,"02/09/2019, 17:30",25th Quarterfianls,Final
Cornell,Boston College,12,11,"02/09/2019, 17:30",25th Quarterfianls,Final
bracket,27th Place
Kansas,Cornell,15,6,"02/10/2019, 12:00",27th Place,Final
b,r,e,a,k
pools,Emerging Powerhouse Match Play
pool,Pool B
Florida Gulf Coast,Embry-Riddle (Florida),13,9,"02/08/2019, 09:00",Pool B,Final
North Florida,Northwestern (B),13,0,"02/08/2019, 09:00",Pool B,Final
Florida (B),Florida Tech (B),13,5,"02/08/2019, 09:00",Pool B,Final
Boston College (B),High Point,9,10,"02/08/2019, 09:00",Pool B,Final
Florida Tech (B),Stetson,13,14,"02/08/2019, 10:45",Pool B,Final
Embry-Riddle (Florida),South Florida (B),13,6,"02/08/2019, 10:45",Pool B,Final
Florida State (B),Florida Gulf Coast,9,11,"02/08/2019, 10:45",Pool B,Final
Boston College (B),Florida (B),6,13,"02/08/2019, 10:45",Pool B,Final
High Point,Central Florida (B),8,10,"02/08/2019, 10:45",Pool B,Final
Florida Gulf Coast,Central Florida (B),11,9,"02/08/2019, 12:30",Pool B,Final
Boston College (B),Stetson,13,6,"02/08/2019, 12:30",Pool B,Final
Florida (B),Embry-Riddle (Florida),13,5,"02/08/2019, 12:30",Pool B,Final
North Florida,Florida State (B),13,10,"02/08/2019, 12:30",Pool B,Final
Northwestern (B),South Florida (B),10,7,"02/08/2019, 12:30",Pool B,Final
High Point,Northwestern (B),9,7,"02/08/2019, 14:15",Pool B,Final
Florida State (B),Stetson,13,7,"02/08/2019, 14:15",Pool B,Final
North Florida,Florida Tech (B),13,5,"02/08/2019, 14:15",Pool B,Final
South Florida (B),Central Florida (B),8,13,"02/08/2019, 14:15",Pool B,Final
Boston College (B),North Florida,8,12,"02/09/2019, 09:00",Pool B,Final
Florida (B),Central Florida (B),13,7,"02/09/2019, 09:00",Pool B,Final
Florida Tech (B),South Florida (B),12,4,"02/09/2019, 09:00",Pool B,Final
Embry-Riddle (Florida),High Point,9,11,"02/09/2019, 09:00",Pool B,Final
Florida (B),Northwestern (B),11,5,"02/09/2019, 10:45",Pool B,Final
Florida State (B),High Point,12,6,"02/09/2019, 10:45",Pool B,Final
Florida Tech (B),Florida Gulf Coast,4,13,"02/09/2019, 10:45",Pool B,Final
Boston College (B),South Florida (B),12,4,"02/09/2019, 10:45",Pool B,Final
Central Florida (B),Stetson,12,11,"02/09/2019, 10:45",Pool B,Final
Florida Gulf Coast,Northwestern (B),10,7,"02/09/2019, 12:30",Pool B,Final
North Florida,Central Florida (B),13,3,"02/09/2019, 12:30",Pool B,Final
Florida Tech (B),High Point,7,13,"02/09/2019, 12:30",Pool B,Final
Florida State (B),Florida (B),11,7,"02/09/2019, 12:30",Pool B,Final
Embry-Riddle (Florida),Stetson,13,1,"02/09/2019, 12:30",Pool B,Final
Florida State (B),South Florida (B),13,4,"02/09/2019, 14:15",Pool B,Final
North Florida,Embry-Riddle (Florida),13,6,"02/09/2019, 14:15",Pool B,Final
Boston College (B),Florida Gulf Coast,13,4,"02/09/2019, 14:15",Pool B,Final
Northwestern (B),Stetson,13,3,"02/09/2019, 14:15",Pool B,Final
b,r,e,a,k
brackets,Emerging Powerhouse Brackets
bracket,1st Place
North Florida,Florida (B),11,8,"02/10/2019, 12:00",Championship,Final
North Florida,Florida Gulf Coast,15,9,"02/10/2019, 10:00",Semifinals,Final
Florida (B),Florida State (B),15,7,"02/10/2019, 10:00",Semifinals,Final
bracket,3rd Place
Florida Gulf Coast,Florida State (B),3,8,"02/10/2019, 12:00",3rd Place,Final
bracket,5th Place
Embry-Riddle (Florida),High Point,12,10,"02/10/2019, 12:00",5th Place,Final
Boston College (B),Embry-Riddle (Florida),6,15,"02/10/2019, 10:00",5th Semifinals,Final
High Point,Central Florida (B),14,8,"02/10/2019, 10:00",5th Semifinals,Final
bracket,7th Place
Boston College (B),Central Florida (B),11,4,"02/10/2019, 12:00",7th Place,Final
bracket,9th Place
Northwestern (B),Stetson,15,4,"02/10/2019, 12:00",9th Place,Final
Northwestern (B),Florida Tech (B),15,6,"02/10/2019, 10:00",9th Semifinals,Final
Stetson,South Florida (B),12,10,"02/10/2019, 10:00",9th Semifinals,Final
bracket,11th Place
Florida Tech (B),South Florida (B),10,8,"02/10/2019, 12:00",11th Place,Final
b,r,e,a,k
clusters,Consolation
cluster,Consolation
South Florida,Boston College,6,14,"02/10/2019, 10:00",,Final
Florida,Cincinnati,13,12,"02/10/2019, 10:00",,Final
Boston College,Cincinnati,3,10,"02/10/2019, 12:00",,Final
South Florida,Florida,7,10,"02/10/2019, 12:00",,Final
b,r,e,a,k
