Southwest D-I College Men's Regionals,College - Men ,27,4,2019
San Luis Obispo,CA,2019-04-27,2019-04-28
https://play.usaultimate.org/events/Southwest-D-I-College-Mens-Regionals-2019/schedule/Men/CollegeMen/
Cal Poly-SLO,1
0,Brooks Olesek
0,Casey Shugarman
0,Charles Thudium
0,Everett Quock
0,Jacob Deppmeier
0,James Meskell
0,Devin Hom
0,Dylan Pyle
0,Keenan McKelvey
0,Spencer Sawyer
0,Tycho Yacub
0,Vishal Patel
1,John Nguyen
5,Julius Vo
13,Sean Hoffman
15,Nick Tolfa
31,Chetan Gomatam
37,Logan Dolim
62,Elliot Wilde
86,Daniel Speer
b,r,e,a,k
Stanford,9
teamInfo,Stanford Bloodthirsty,"Stanford, California",,https://www.facebook.com/stanfordbloodthirsty/,https://twitter.com/stanfordblood
coaches,Justin Moore,Joshuah Kapilivsky
0,Baker Sharp
0,Colin Grant
0,Dryden Myers
0,Isandro Malik
0,Jonathan Victorino
0,Juan Carlos Meave Ojeda
0,Matan Abrams
0,Ravi Smith
9,Sean Vajanaphanich
10,Phillip Cathers
11,Nicolas Rodriguez
16,Sergio Licon
17,James Reed
22,David Mondry
24,Kevin Tien
25,Ri Chen
28,Michael Becich
32,Ryan Ressmeyer
33,Nicholas Hirning
47,Henry Hill-Gorman
99,Sam Masling
b,r,e,a,k
Southern California,2
teamInfo,USC Lockdown,"Los Angeles, California",https://www.uscmensultimate.org/,https://www.facebook.com/uscmensultimate/,https://www.twitter.com/uscmensultimate/
0,Camilo Barrera
0,Chris Doehring
0,Alexander Tovar
0,Evan Ostrowski
0,Jack Damiani
0,Jonathan Jalajas
0,Mitchell Maruyama
0,Randy Hoang
0,Rowan McEvoy
2,Sam Cook
3,Ricky Kirkpatrick
4,Wyatt Paul
7,Washington Zhao
8,Diego Frankel
11,Cy Toriello
13,Kevin Stearns
14,Hill Balliet
15,Jake Shoyer
18,Phillip Yang
29,David Sealand
44,Daniel Rabinovich
55,Drew Okenfuss
75,Benjamin Ma
b,r,e,a,k
Arizona,7
teamInfo,Sunburn,"Tucson, Arizona",modules/common/sunburnultimate.com,https://www.facebook.com/SunburnUltimate,https://twitter.com/SunburnUltimate
coaches,Brendon Hudnell
0,Caden Sigerud
0,Dylan South
0,Garrett Hable
0,Heath Kleindienst
0,Jake Hageman
0,Jaron Omololu
0,Kyle Schraven
0,Leonardo  Echeverria
0,Nicholas Ferrone
0,Richard Baczek
0,Sam Freitas
0,Thomas Zych
2,Jake Thomason
14,Vincent Chase
17,Tripp Turchik
21,Mark Piazza
22,Jordan Lisse
23,Alexander Prescott
25,Chris Baker
27,Robert Bradford
28,Ben Taylor
32,Austin Vandenburgh
54,Jule Streety
b,r,e,a,k
Humboldt State,16
teamInfo,Humboldt State Buds,"Arcata, California",,,
0,Elliot Bonnett
0,Grant Olin
0,Max Killen
0,Micah Mueller
0,Miguel Camarena
0,Noah Hollenbeck
0,Ricardo  Sanchez
0,Sam Aguilar
0,Mauricio Casillas
0,Zachary Harris
7,Connor Cavassa
8,Taylor Charron
10,Kyle Shapiro
11,Daniel Hernandez
13,Jay Rackelmann
13,Kenny Kurbat
17,Gannon Carroll
18,Thomas Page
37,Josh Israel
44,Max Alvin
51,Gabriel Retzer
53,Jerry Swider
69,Brighton Hayashida
69,James Anderson
b,r,e,a,k
California,3
teamInfo,California-Berkeley,"Berkeley, California",,https://www.facebook.com/CalUGMO/,https://twitter.com/CalUGMO
coaches,Daniel Silverstein,Alexander Morris
01,Neil Thomas
02,Winston Tran
03,Mason Chupka
04,Rafael Castro
07,Jules Fogarty
08,Drew Palmer
10,Myron Liu
11,Glenn Wysen
12,Munis Thahir
14,Joshua Yuan
15,Jacob Bruner
17,Ashwin Vaidyanathan
18,Jacob McCurdy
19,Alexander Pan
22,Christopher Lung
23,Trevor Aquino
25,Tommy Lin
29,Vincent Su
30,Bo Rasmussen
32,Evan Magsig
47,Christopher Akers
59,Liam Kreiss
77,Brian Kooperberg
87,Max Williams
88,Ryan Lee
b,r,e,a,k
California-Santa Barbara,6
teamInfo,Black Tide,"Santa Barbara, California",,https://www.facebook.com/black.tide.50?fref=ts,https://twitter.com/UCSB_Ultimate
0,Nathan Steinert
2,Stefan Crigler
3,Isaac Hsu
7,Jordan Cortes
10,Lorenzo Yabut
15,Brice Redmond
17,Robert Odum
21,Jason Zeidman
22,Duncan Brin
23,Patrick Godfrey
23,Stephen Smoots
26,Brendan Champlin
27,Ryan Barry
32,Kieran Bates
37,Kyle Johnson
43,Xavier Prochaska
44,Trevor Arbab
55,Christian Go
64,Varun Iyer
99,Max de Visser
b,r,e,a,k
Chico State,13
teamInfo,Chico State Wildcats,"chico, California",,https://www.facebook.com/pages/Chico-State-Ultimate-Frisbee/194149750609051,
0,Alexander Vina
0,Andrew Matheson
0,Benjamin Laplante
0,Cameron  Hinman 
0,Devin Mitchell
0,Dominic La Frantz
0,Harrison  Pointer
0,James Ross
0,Nicholas Dahms
0,Nick McConnell
0,S Schneider
22,John Anthony
42,Trenton Duncan
b,r,e,a,k
New Mexico,12
teamInfo,Hanta Virus,"Albuquerque, New Mexico",,https://www.facebook.com/unmmensultimate,https://twitter.com/HantaVirus_Ulti
0,Trent Spencer
2,Jacob Marsh
4,Jordin Molina
7,Haden Harper
8,Danh Nguyen
10,Leo Fitzsimmons
13,Jacob Ploeger
14,Craig Still
19,Riley McCarthy
21,Logan Lathrop
23,Leroy Sandoval
24,Benjamin Timm
25,Brandon Vorse
26,Ryan Hansen
29,Thomas Suarez
42,Ben Thorp
48,Sean Timm
55,Zachary Mason
69,Kevin Maresca
80,Tanner Walton
99,Joshua Leak
b,r,e,a,k
UCLA,5
teamInfo,Smaug,"Los Angeles, California",,https://www.facebook.com/UclaSmaugUltimate,https://twitter.com/uclaultimate
0,Alex Broering
0,Andrew Chen
0,David Dumas
0,Elias Baker Allen
0,Ethan Major
0,Jack Brewer
0,John Campbell
0,Nelson Campbell
0,Noah Anderson
0,Paul Pfeiffer
0,Paul Ramstad
0,Paul Young
4,Michael Peng
9,Cooper Tanquary
12,George Faour
13,Austin Hwang
14,Derek Vance
15,Bryan  Cloutier
16,James Zhou
32,Eric Siegel
35,Edward White
44,Bryson Levisay
50,Ram Goli
55,Lorenzo Duvergne
b,r,e,a,k
California-San Diego,4
teamInfo,Air Squids,"San Diego, California",,,
0,Stefan Samu
1,Jackie Wong
2,Bryce Lozinski
3,Michael Huang
6,Tyler Koo
7,Quomel Imani
8,Mazden Mastromauro
9,Bernard Suwirjo
10,David Knapp
11,Gene He
13,Ethan Li
15,James Kasic
17,Brennen Mahon
19,Kiran Potula
24,Eric Hytönen
25,William Suryajaya
37,Wesley Bowen
38,Kellen  Nani
41,Lucas Lin
43,Andrew Ma
47,Blake Gabel
50,Gaoweiang Dong
51,Yixuan  Zhou
64,Chris Luke
73,James McGuinness
78,Krishna Gomatam
86,Alan  Chen
b,r,e,a,k
Santa Clara,14
teamInfo,SCAB,"Santa Clara, California",https://www.scabultimate.com/,,https://twitter.com/SCABUltiFris
0,Fredrik Siemund
0,Simon Senter
2,Andy Bredar
3,Benjamin Rupp
3,Robert Stallman
11,Sam Weinstein
12,Michael Fodor
13,James Kipper
14,Tyler Rudee
15,Nikolaus Elsaesser
16,Ian Watts
20,Devan Hollar
23,Ryan Messersmith
24,Nicholas Farren
28,Zachary Heffron
29,Travis Vickers
33,Casey Bates
40,Jackson Tseng
42,Matt Kordonsky
43,Kevin Shea
44,Jonathan Bowers
55,Matthew Kamimura
76,Jack Carlson
80,Thomas Baldwin
b,r,e,a,k
Northern Arizona,11
teamInfo,El Ponderoso,"Flagstaff, Arizona",,,https://twitter.com/ElPonderosoNAU
0,Blake Lawton
0,Brandon Hutcheson
0,Aiden Cody
0,James Severson
0,Matt Lopez
0,Nikeal Mahabir
0,Shane Rice
0,Travis Neville
0,Trevor Call
0,Truman Hight
0,Tyler Patton 
5,Caleb Conley
7,Kevin Farnam
8,Evan Taylor
10,Harry Bell
13,Eric Chavet
16,Dawson Peters
17,Will  Hopkins
20,Frank KyawSwar Aung
21,Hayden  Hoekstra
24,Issac Granados
24,Alejandro Marquez
27,Logan Beaschler
42,Hunter Stuits
42,Drake DenHartog
49,Tyler Liddie
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Cal Poly-SLO,California-Santa Cruz,11,7,"04/27/2019, 10:40",Pool A,Final
California-Davis,Las Positas,13,12,"04/27/2019, 10:40",Pool A,Final
Cal Poly-SLO,Las Positas,13,4,"04/27/2019, 14:00",Pool A,Final
California-Davis,California-Santa Cruz,4,11,"04/27/2019, 14:00",Pool A,Final
Cal Poly-SLO,California-Davis,13,4,"04/27/2019, 15:40",Pool A,Final
California-Santa Cruz,Las Positas,8,9,"04/27/2019, 15:40",Pool A,Final
pool,Pool B
Southern California,Stanford,9,13,"04/27/2019, 09:00",Pool B,Final
Arizona,Humboldt State,13,9,"04/27/2019, 09:00",Pool B,Final
Southern California,Humboldt State,13,9,"04/27/2019, 12:20",Pool B,Final
Arizona,Stanford,12,14,"04/27/2019, 12:20",Pool B,Final
Southern California,Arizona,12,4,"04/27/2019, 15:40",Pool B,Final
Stanford,Humboldt State,13,6,"04/27/2019, 15:40",Pool B,Final
pool,Pool C
California,New Mexico,12,11,"04/27/2019, 09:00",Pool C,Final
California-Santa Barbara,Chico State,13,10,"04/27/2019, 09:00",Pool C,Final
California,Chico State,13,7,"04/27/2019, 10:40",Pool C,Final
California-Santa Barbara,New Mexico,13,7,"04/27/2019, 10:40",Pool C,Final
California,California-Santa Barbara,13,6,"04/27/2019, 15:40",Pool C,Final
New Mexico,Chico State,11,12,"04/27/2019, 15:40",Pool C,Final
pool,Pool D
California-San Diego,Northern Arizona,13,5,"04/27/2019, 12:20",Pool D,Final
UCLA,Santa Clara,13,4,"04/27/2019, 12:20",Pool D,Final
California-San Diego,Santa Clara,13,4,"04/27/2019, 14:00",Pool D,Final
UCLA,Northern Arizona,13,10,"04/27/2019, 14:00",Pool D,Final
California-San Diego,UCLA,9,12,"04/27/2019, 15:40",Pool D,Final
Northern Arizona,Santa Clara,7,10,"04/27/2019, 15:40",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Cal Poly-SLO,California,15,8,"04/28/2019, 13:00",1st Place Finals,Final
Cal Poly-SLO,UCLA,15,12,"04/27/2019, 17:30",1st Place Semis,Final
California,Stanford,15,11,"04/27/2019, 17:30",1st Place Semis,Final
bracket,2nd Place Bracket
California,Southern California,14,13,"04/28/2019, 15:00",2nd Place Finals,Final
Southern California,Stanford,15,13,"04/28/2019, 13:00",2nd Place Semis,Final
UCLA,Southern California,12,15,"04/28/2019, 11:00",2nd Place Quarters,Final
California-San Diego,Stanford,11,15,"04/28/2019, 11:00",2nd Place Quarters,Final
California-Santa Barbara,Southern California,8,15,"04/28/2019, 09:00",2nd Place Prequarters,Final
Arizona,California-San Diego,6,15,"04/28/2019, 09:00",2nd Place Prequarters,Final
California-Santa Barbara,Santa Clara,15,9,"04/27/2019, 17:30",2nd Place Play In,Final
Las Positas,Southern California,7,15,"04/27/2019, 17:30",2nd Place Play In,Final
California-Santa Cruz,Arizona,10,11,"04/27/2019, 17:30",2nd Place Play In,Final
Chico State,California-San Diego,11,15,"04/27/2019, 17:30",2nd Place Play In,Final
bracket,7th Place
California-Santa Barbara,Arizona,15,7,"04/28/2019, 15:00",7th Place,Final
bracket,9th Place Bracket
Santa Clara,Chico State,1,0,"04/28/2019, 11:00",9th Place Finals,Final
Santa Clara,Las Positas,1,0,"04/28/2019, 09:00",9th Place Semis,Final
California-Santa Cruz,Chico State,11,15,"04/28/2019, 09:00",9th Place Semis,Final
bracket,11th Place
Las Positas,California-Santa Cruz,0,1,"04/28/2019, 11:00",11th Place,Final
bracket,13th Place Bracket
Northern Arizona,New Mexico,0,0,"04/28/2019, 15:00",13th Place Finals,Scheduled
California-Davis,Northern Arizona,11,12,"04/28/2019, 13:00",13th Place Semis,Final
New Mexico,Humboldt State,15,9,"04/28/2019, 13:00",13th Place Semis,Final
bracket,15th Place 
California-Davis,Humboldt State,13,6,"04/28/2019, 15:00",15th Place,Final
b,r,e,a,k
