Ohio Valley D-I College Men's Regionals,College - Men ,2,5,2026
Leesport,PA,2026-05-02,2026-05-03
https://play.usaultimate.org/events/Ohio-Valley-D-I-College-Mens-Regionals-2026/schedule/Men/CollegeMen/
Pittsburgh,1
00,Luke Tennant
00,Michael Lowry
00,Elijah Phillips
00,Evan Comiciotto
00,Alex Lieberman
00,Benjamin Green
00,Christian Harper
00,Jared Kartschoke
00,Karl Rennick-Zuefle
06,Jay Barker
07,Joelian Barnett
12,Ian Owen-Riggan
13,Landon Gasper
52,Sullivan Zerby
67,William Dougherty
67,Keegan Riefer
67,Matthew Lu
67,Goldium Wu
69,Brandon Haines
76,Nate Weikel
85,David DeColli
b,r,e,a,k
West Virginia,14
teamInfo,WV Wild,"Morgantown, West Virginia",https://www.instagram.com/wvu.ultimate/?hl=en,https://www.facebook.com/WVUltimate,https://twitter.com/WVUltimate
0,Axel Standish
0,Luke Rebovich
0,John Taylor
0,Matthew Gonter-Dray
0,Mason Coulter
0,Noah Schmitt
0,Wyatt Nuzum
05,Bryce Cooper
08,Aiden Ballard
10,Nate Robinson
11,Payton McMillan
12,Gary Slagle
15,Mason Rittinger
21,Tyler Saville
42,Vincent Bordash
45,Micah Owen
54,Raymond Keith
b,r,e,a,k
Case Western Reserve,11
teamInfo,Fighting Gobies[A],"Cleveland, Ohio",http://ultimate.case.edu,https://www.facebook.com/GobyWarriors/,https://twitter.com/fightinggobiesm
0,Abraham  Bentley
0,Germán Sanz-Rios
0,Ethan Sloat
0,Nathan Onderko
0,Rafi Thaler
0,Paul Swingley
00,Sam King
00,Liam Becker
02,Simon Eskin
03,Denton Ryan
04,Daniel Batyrbaev
05,Jake Stahl
06,Zareh Dechkounian
09,Max Lafond
11,Owen  Gold
12,Cooper Carson
15,Max Lawton
18,Alex Schafer
21,Lekh Murthy
23,Drew Carman
25,Jacob Rollins
27,Maddox Sutton
28,Nathaniel Poshkus
29,Kevin Zhou
37,Zane Edleman
45,Jason Zhou
76,Logan Heck
b,r,e,a,k
Carnegie Mellon,7
teamInfo,Mr. Yuk,"Pittsburgh, Pennsylvania",https://www.andrew.cmu.edu/user/ultimate/yuk/,,https://twitter.com/mryukultimate
0,Christian Woodfin
0,Ivan Lin
0,Jay Gurumurthy
0,Kyan Oakley
0,Spence Deliso
00,Zachary Fan
00,Nicholas Blair
00,Samuel Yuan
00,Matthew Yang
00,Matthew  Pedicone
00,Luke Cogswell
00,Paul Michael Healy
00,Kyle Berney
00,Colin Daines
00,Ethan Tang-Jones
00,James Alzona
00,Evan Foster
00,Abhishek Varadarajan
00,Aidan Catalano
00,Alexander Capestany
00,Brandon Zhou
00,Alexander Kirages
00,Benjamin Colby
09,Rishabh Srinivas
40,Simon Kaplinsky
b,r,e,a,k
Villanova,15
teamInfo,Main Line Ultimate,"Villanova, Pennsylvania",http://villanovaultimate.weebly.com,,https://twitter.com/VUMainLine
0,Noah Cady
0,Spencer Park
02,Nicholas Guenther
04,David Pinkowsky
06,Tommy Cruz
08,Nathanael Kassahun
09,Joshua Buck
11,Ethan Lewis
13,Atticus Ellis
15,Thomas Klauer
16,Marc Cannella
18,Zachary Mulhern
20,Joseph Kalamarides
21,Jordan Humdy
22,Zachary Wagner-Pizza
28,AJ Olczak
33,Max Allen
34,Peter Texter
39,Jack Tobin
77,Amir Avdicevic
82,Jacob Cibilich
94,Quinn Songer
b,r,e,a,k
s,t,a,g,e,s
brackets,Bracket
bracket,1st Place
Pittsburgh,Penn State,0,0,"05/03/2026, 11:00",1st Place,Scheduled
Pittsburgh,Temple,15,14,"05/02/2026, 16:30",1st Place Semis,Final
Ohio State,Penn State,10,15,"05/02/2026, 16:30",1st Place Semis,Final
Pittsburgh,Pennsylvania,15,4,"05/02/2026, 12:30",1st Place Quarters,Final
Temple,Cincinnati,15,8,"05/02/2026, 10:30",1st Place Quarters,Final
Ohio State,West Chester,14,11,"05/02/2026, 12:30",1st Place Quarters,Final
Lehigh,Penn State,5,15,"05/02/2026, 12:30",1st Place Quarters,Final
Pittsburgh,Akron,15,2,"05/02/2026, 10:30",1st Place PreQ,Final
Drexel,Pennsylvania,6,15,"05/02/2026, 10:30",1st Place PreQ,Final
Temple,Ohio,15,8,"05/02/2026, 08:30",1st Place PreQ,Final
Cincinnati,Pittsburgh (B),15,2,"05/02/2026, 08:30",1st Place PreQ,Final
Ohio State,West Virginia,15,6,"05/02/2026, 08:30",1st Place PreQ,Final
West Chester,Case Western Reserve,15,11,"05/02/2026, 08:30",1st Place PreQ,Final
Carnegie Mellon,Lehigh,13,14,"05/02/2026, 08:30",1st Place PreQ,Final
Penn State,Villanova,15,1,"05/02/2026, 08:30",1st Place PreQ,Final
bracket,2nd Place
West Chester,Temple,0,0,"05/03/2026, 09:00",2nd Place Round 4,Scheduled
Cincinnati,Ohio State,0,0,"05/03/2026, 09:00",2nd Place Round 4,Scheduled
Lehigh,West Chester,11,15,"05/02/2026, 16:30",2nd Place Round 3,Final
Cincinnati,Carnegie Mellon,15,9,"05/02/2026, 16:30",2nd Place Round 3,Final
Lehigh,Drexel,15,10,"05/03/2026, 14:30",2nd Place Round 2,Final
West Chester,Ohio,14,10,"05/02/2026, 14:30",2nd Place Round 2,Final
Cincinnati,Case Western Reserve,15,12,"05/02/2026, 14:30",2nd Place Round 2,Final
Pennsylvania,Carnegie Mellon,8,15,"05/02/2026, 14:30",2nd Place Round 2,Final
Akron,Drexel,9,10,"05/02/2026, 12:30",2nd Place Round 1,Final
Ohio,Pittsburgh (B),15,8,"05/02/2026, 12:30",2nd Place Round 1,Final
West Virginia,Case Western Reserve,8,15,"05/02/2026, 10:30",2nd Place Round 1,Final
Carnegie Mellon,Villanova,15,4,"05/02/2026, 12:30",2nd Place Round 1,Final
bracket,5th Place
bracket,7th Place
Lehigh,Carnegie Mellon,5,6,"05/03/2026, 09:00",7th Place,In Progress
bracket,9th Place
Drexel,Ohio,0,0,"05/03/2026, 09:00",9th Semis,Scheduled
Case Western Reserve,Pennsylvania,0,0,"05/03/2026, 09:00",9th Semis,Scheduled
bracket,11th Place
bracket,13th Place
Akron,Villanova,11,14,"05/02/2026, 16:30",13th Place,Final
Akron,Pittsburgh (B),9,7,"05/02/2026, 14:30",13th Place Semis,Final
West Virginia,Villanova,11,13,"05/02/2026, 14:30",13th Place Semis,Final
bracket,15th Place
Pittsburgh (B),West Virginia,2,9,"05/02/2026, 16:30",15th Place,Final
b,r,e,a,k
