Northwest Plains Men's Sectionals,Club - Men ,27,8,2016
Wisconsin Hops
00,Mike Braunsky
01,Brennan Nelson
02,Graham Schneider
03,Robert Lyke
04,MICHAEL EMMENEGGER
05,Nathan Daily
07,Thomas Roltgen
08,Daniel Kelk
11,Dylan Boucher
12,David Horgan
13,DOUG WILSON
14,Grant Hellestad
15,Tim Larsen
16,Chance Boley
17,Kirk Prince
18,Nicholas Scheel
20,KYLE KUMBIER
21,Scott Sawinski
22,JAMES LIMA
24,Tyler Hebert
30,Nicholas Peterson
39,John Blume
44,TOM HOEFT
86,Sam Sincere
87,Kevin Reimer
88,Jeremiah Kramasz
99,Daniel Lang
b,r,e,a,k
THE BODY
 ,Andrew Pipp
0,Alex Kraft
0,Sam Stark
0,Matthew Greenstein
0,Michael Sharp
0,David Zheng
0,Kody Dankers
0,Patrick Andresen
0,William Johnson
0,Jacob Mutch
0,Matthew Racky
0,LARS ANDERSON
0,Brad Walton
0,Erik Johnson
b,r,e,a,k
MKE
0,Joseph Lindsay
0,Ryan Sutter
0,Sean Andryauskas
0,Scott Wenzel
0,Alec Lenczner 
0,Evan Swiatek
0,Benjamin Compton
0,Nick Wismans
0,Drew Chapman
0,SAM OUIMET
0,William Mansfield
0,Tim Posl
0,Jacob Hoffman
0,Brian Benge
0,Dan Margulis
0,JOHN TOMKIEWICZ
0,Troy Roberts
0,Joseph Blankenheim
0,Gil Eisbruch
0,Jay Kinzel
0,Thomas Grodzicki
0,Dan Magnant
0,KIE DRISCOLL
0,Max Palzewicz
0,TAYLOR DAVIS
0,Ben Ben Hirschman
0,Jacob Scobey-Polacheck
b,r,e,a,k
houSE
 ,Caleb Brockmann
 ,AUSTIN PATTY
 ,Blake Kiefner
 ,Ethan Boesch
 ,Joseph Vital
 ,Shane Mueller
 ,Nick Robinson
 ,David Ashmore
 ,Donald James
0,Benjamin Tompkins
10,Kyle Dreger
12,David Zickus
18,Mark Robinson
19,Karl Fauerbach
20,Brett Robinson
21,Tanner Morgan
27,Joshua Collins
34,Justin Brockmann
46,Kevin LeCaptain
47,Matthew Rodway
81,Caleb Moore
b,r,e,a,k
Mad Men
 ,Tyler Williams
 ,Nicholas Ladas
 ,Gordon Peterson
 ,Avery Johnson
 ,Greg Maddox
0,Branavan Yogarajah
10,John Stec
12,Sam Hebert
13,Ian Hahn
14,Jerome McGinnis
16,Rami Paust
17,Thomas Gallagher
18,Patrick Donovan
23,Sef van Kan
24,Andrew Everts
26,Simon Kuran
27,Elliot Mawby
29,David Yu
37,Jan Szmanda
41,Colin Sunde
43,Jeff Maskalunas
57,Austin Reif
86,Graeme Kernick
b,r,e,a,k
General Strike
0,Daniel Plourde
03,BRAD DAVIDSON
04,Jesse Greenberg
05,Mathew Ladyman
07,Kyle Parker
08,Ari Kimura
10,Jordan Kovacs
11,MICHAEL CHURA
14,JORDAN CHOCHINOV
15,Scott Jones
17,Nicholas Dacquisto
18,Will Medwick
20,JOSHUA MAGNUSSON
21,Cameron Burden
22,David Ladyman
23,Gil Binnun
29,Brendan Wilson
35,Alan Scarth
36,Matthew Loxley
45,YACINE BARA
50,Sean Brooks
61,Liam McLeod
65,Willem Konrad
76,Steven Brown
90,Zach Goldberg
91,Josh Kerr
94,Hugh Wichenko
b,r,e,a,k
Cream City Crooks
02,Oliver Rytman
03,Frank Ontaneda
07,Tyler Holmes
09,Blake Marlowe
10,DEVON ARMSTRONG
11,Kristian Taylor
12,JAMES WU
15,Liam Scobey-Polacheck
17,Dan Laurila
18,Grant Wagner
19,Michael Morrison
21,Jake Leutenegger
24,Jacob Buckley
26,Caleb Giebink
33,Jayd Phelps
36,Madison Olesen
60,Dwight Johnson
61,Tate Halberg
77,Mark David
82,Andrew Czekalski
88,Avery Weishoff
b,r,e,a,k
Imperial
0,ALEC BLUM
01,Tyler Latham
05,Jonah Malenfant
06,Corey Clifford
07,Krishna Mahajan
08,Roberto Caballero
10,Michael Jordan
11,EVAN HEBERLEIN
12,Ryan Welch
13,Jordan Vlastuin
14,Tyler Thomegreene
19,Oscar Leinbach
20,Marty Adams
21,Donovan ODowd
