Heavyweights 2022,Club - Mixed ,9,7,2022
Montgomery,IL,2022-07-09,2022-07-10
https://play.usaultimate.org/events/Heavyweights-2022/schedule/Mixed/Club-Mixed
Steamboat,1
0,Aimee Nicole van den Berg
0,Andrea Penrose
0,Conner Goodwin
0,Elijah Hansen
0,Ethan Less
0,Ethan Moldofsky
0,Jordan Parry
0,Kate  Feldstein
0,Kelly Kulig
0,Laura Blume
0,Maeve Hickey
0,Sarah Bogan
0,Sean Liu
0,Wilson Sprague
0,Wyatt DeYoung
0,Zachary Marshall
b,r,e,a,k
Boomtown Pandas,21
teamInfo,,"Madison, Wisconsin",,https://www.facebook.com/BoomtownPandas/,https://twitter.com/boomtownpandas
 ,Catherine Kuecker
 ,Daniel Seybold
 ,KATIE SILVERIA
00,Kendra Norton
00,Kylee Martens
00,Lisa Clemens Sykes
00,Matthew Wykle
00,Michael Quintero Bungert
00,Clare Lawrence
00,Colleen DeVries
00,Benjamin Brandt
00,Patrick Wozniak
00,Thomas Hotvedt
00,Yujia Huo
02,Edward Kaul
17,Adam Throne
18,April Peterson
21,John Schaefer
22,Harry Moore
29,Sarah Doege
32,Molly Snow
33,Aidan Boyle
64,Rachel Martin
84,Vincent Hsu
88,Chris Sykes
94,Derek Weisberg
b,r,e,a,k
Chicago Parlay,5
teamInfo,,"Chicago, Illinois",https://chicago-parlay.com/,https://www.instagram.com/parlayultimate/,https://twitter.com/ParlayUltimate
 ,George Irving
 ,Gina Stees
 ,Hindeke Tewodros
 ,Isabel Shapiro
 ,Jessica Louie
 ,Jordan Lange
 ,Kendra Griesman
 ,Kenneth Allen
 ,Laramie Aspegren
 ,Larkin Johnson
 ,Luke Brennan
 ,Mary Hermann
 ,Max Trotter
 ,Nick Longo
 ,Adam Klaus
 ,Cassandra Singler
 ,Catherine Chen
 ,Claire Schwaba
 ,Elaine Sundberg
 ,Elliot Lee
 ,Sarah Warren
 ,Tavis Leighton
 ,WillIam Altschul
0,Tanner Mayo
0,Emily Muscat
0,Rodrigo Arcibar
b,r,e,a,k
Trex Mix,8
teamInfo,,"Dublin, Ohio",,,https://twitter.com/TrexMixUltimate
01,Andrew Carr
02,Gordon (Gordy) Sjostrom
03,Trimon Lamson
04,Magalie Chapman
07,Luke Groom
10,Kelly Ross
11,Andrew Bustle
12,Chelsea Baker
13,Nathan Morgan
17,Kelsey  Dober
18,Molly Cropsey
22,Austin Eilbeck
24,Sara Barkley
25,Alora Reiff
33,Anna Longhurst
34,James (Drew) Barkley
37,Tony Donato
39,Jeannine Opie
44,Chelsea Ardle
49,Alexander Davis
52,Stephan Dober
68,Matthew Whistle
b,r,e,a,k
Pixel,17
teamInfo,,"Detroit, Michigan",,https://www.facebook.com/pixeldetroitultimate/,https://twitter.com/pxlultimate
 ,Jacob Just
0,Trevor Kyle
01,Simeon  Russell  
04,Tyler ODonnell
05,Jon Gibson
07,Emma Remien
11,Richard Russell
12,Benjamin Williams
13,Julia Kahn
14,Acacia Farber-Krug
16,Alex Barton
17,Chad Dunne
20,Madison Nightingale
22,Joshua Osinski
23,Keara Crook
26,Alison Palmer
28,Joseph Lybik
32,Eli Friedman
40,Benjamin Cheer
44,Lauren Moore
47,Lucas Parnell
79,Jeremiah Sandler
83,Vivian Liagre
97,Christina Uytingco
98,John DePaul
b,r,e,a,k
Dinosaur Fancy,20
teamInfo,,"Madison, Wisconsin",,,
0,Anna Jenstead
0,Benjamin Hsu
0,Caroline Fallon
0,Derek Lemke
0,Grant Hallan
0,Jessie Hsu
0,John Schaefer
0,John Pavek
0,Jonathan Bauer
0,Katelyn Hoffman
0,Kristi Mousley
0,Kyle Cleary
0,Lani Jensen
0,Melisa Wittkowske
0,Michael Leung
0,Nina Nelsestuen
0,Noah Webster
0,Paul Bolanowski
43,Toby Wex
b,r,e,a,k
Stackcats,19
teamInfo,,"Chicago, Illinois",,https://www.facebook.com/stackcatsultimate/,@stackcatsultimate
0,Abigail Peterson
0,Abigail Moseman
0,Anthony Himmelberger
0,Anthony Oplawski
0,Ashley Betke
0,Caden Canavan
0,Clare Roarty
0,Daniel Lore
0,Dennis Gisler
0,Edith Jaucian
0,Elizabeth Thorsell
0,Grant Carlson
0,Haley Davitz
0,Jackson Todd
0,Jonathan Alton
0,Madeleine Kindler
0,Mark Valzonis
0,Matthew Mayorga
0,Monica Oplawski
0,Nadia Ermer
0,Rachel Hunt
0,Ryan Kantor
0,Ryan Cunnea
0,Vince Martinez
0,Vincent Curkov
0,Zaray Buenrostro
b,r,e,a,k
Mad Udderburn,6
teamInfo,,"Madison, Wisconsin",https://www.Instagram.com/madudderburn,https://www.facebook.com/MadUdderburn,https://twitter.com/mad_udderburn
 ,Adam Klopfenstein
 ,Ben Schewe
 ,Grant Hellestad
 ,Hannah Nygard
 ,Joey Knutson
0,Julia Sauerhaft
0,Justin Chenevert
0,Maria Signore Becker
0,Matthew Becker
0,Nicholas Gerber
0,Paige Steinbauer
0,Peter Reinhart
0,Peter Scott
0,Pieran Robert
0,Regina Barcio
0,Jacob Dreves
0,Esther Chovan
21,Taylor Grace Zietz
23,Allison Mueting
24,Bo Strauss
27,Clay Schelitzche
30,Carly Siewert
31,Amber Heffernan
32,Amanda Hellestad
41,Molly Schelitzche
99,Jane Zheng
b,r,e,a,k
Point of No Return,18
teamInfo,,"Stevens Point, Wisconsin",,https://www.facebook.com/PointOfNoReturnUltimate/,@PointUltimate
 ,Eli Baumann
0,Zackory Runke
02,Tennyson Umlauf
03,Julie Edwards
05,Nathan Daily
06,Kevin Reimer
07,Thomas Roltgen
08,Kylie Abel
09,Adam Swanson
10,Pedro Ivo Saldanha
11,Angela Roltgen
12,Serena Goelitz 
13,Zach Lepak
16,Kylie Macdonald
17,Katie Daily
18,John Blume
20,David Jones
21,Joel Hielema
22,Kaitlin Woyak
28,Anna Whitford
31,Steve Piazza
32,Jana Suriano
42,Brendon Fogelberg
45,Casey Swanson
77,Jarrett Stanke
87,David Horgan
b,r,e,a,k
Toast,7
teamInfo,,"Grand Rapids, Michigan",,https://www.facebook.com/toastultimate/,https://twitter.com/toastultimate
0,Elizabeth Waters
0,Michael Ackerman
0,Miza Timmer
0,Sophia Whelpley
0,Stephen Grondin
0,Sydney Zimmerman
0,Tomokai Timmer
03,Corbin Fleming-Dittenber 
06,Emily Dalhoff
07,Kirsten Welborn
09,Christopher Schuchardt
16,George Sipiora
17,Clara Moss
19,Stephen Hoffman
20,Nicole Foy
22,Jonathan Schoenberger
24,Dyami Hernandez
29,Rylee Prach
34,Greg Hensen
36,John Akers
45,Cameron Muldowney
61,Ryan Fattal
66,Danica Keefe
76,Jordan Kinde
81,Colin Vander Beek
95,Kaciana Champlin
b,r,e,a,k
s,t,a,g,e,s
pools,X PP
pool,Pool A
Steamboat,Mastodon,15,6,"07/09/2022, 08:30",Pool A,Final
Mousetrap,Skyhawks,10,9,"07/09/2022, 08:30",Pool A,Final
Steamboat,Skyhawks,15,3,"07/09/2022, 10:30",Pool A,Final
Mousetrap,Mastodon,10,8,"07/09/2022, 10:30",Pool A,Final
Steamboat,Mousetrap,15,3,"07/09/2022, 12:30",Pool A,Final
Mastodon,Skyhawks,8,15,"07/09/2022, 12:30",Pool A,Final
pool,Pool B
Stripes,Madison United Mixed Ultimate,15,4,"07/09/2022, 08:30",Pool B,Final
Bandwagon,2Fly2Furious,14,11,"07/09/2022, 08:30",Pool B,Final
Stripes,2Fly2Furious,14,9,"07/09/2022, 10:30",Pool B,Final
Bandwagon,Madison United Mixed Ultimate,15,7,"07/09/2022, 10:30",Pool B,Final
Stripes,Bandwagon,9,14,"07/09/2022, 12:30",Pool B,Final
Madison United Mixed Ultimate,2Fly2Furious,13,12,"07/09/2022, 12:30",Pool B,Final
pool,Pool C
RAMP,Jabba,13,12,"07/09/2022, 08:30",Pool C,Final
POW!,Frostbite,15,0,"07/09/2022, 08:30",Pool C,Final
RAMP,Frostbite,15,6,"07/09/2022, 10:30",Pool C,Final
POW!,Jabba,11,10,"07/09/2022, 10:30",Pool C,Final
RAMP,POW!,11,9,"07/09/2022, 12:30",Pool C,Final
Jabba,Frostbite,15,2,"07/09/2022, 12:30",Pool C,Final
pool,Pool D
EMU,Derby City Thunder,12,11,"07/09/2022, 08:30",Pool D,Final
ELevate,Boomtown Pandas,12,8,"07/09/2022, 08:30",Pool D,Final
EMU,Boomtown Pandas,15,6,"07/09/2022, 10:30",Pool D,Final
ELevate,Derby City Thunder,10,12,"07/09/2022, 10:30",Pool D,Final
EMU,ELevate,10,15,"07/09/2022, 12:30",Pool D,Final
Derby City Thunder,Boomtown Pandas,10,7,"07/09/2022, 12:30",Pool D,Final
pool,Pool E
Chicago Parlay,Pixel,15,5,"07/09/2022, 08:30",Pool E,Final
Trex Mix,Dinosaur Fancy,15,10,"07/09/2022, 08:30",Pool E,Final
Chicago Parlay,Dinosaur Fancy,15,1,"07/09/2022, 10:30",Pool E,Final
Trex Mix,Pixel,15,8,"07/09/2022, 10:30",Pool E,Final
Chicago Parlay,Trex Mix,15,5,"07/09/2022, 12:30",Pool E,Final
Pixel,Dinosaur Fancy,13,7,"07/09/2022, 12:30",Pool E,Final
pool,Pool F
Mad Udderburn,Point of No Return,15,4,"07/09/2022, 08:30",Pool F,Final
Toast,Stackcats,14,12,"07/09/2022, 08:30",Pool F,Final
Mad Udderburn,Stackcats,10,11,"07/09/2022, 10:30",Pool F,Final
Toast,Point of No Return,9,12,"07/09/2022, 10:30",Pool F,Final
Mad Udderburn,Toast,13,3,"07/09/2022, 12:30",Pool F,Final
Point of No Return,Stackcats,9,14,"07/09/2022, 12:30",Pool F,Final
b,r,e,a,k
brackets,X BP
bracket,X CHAMPIONSHIP
Chicago Parlay,RAMP,13,12,"07/10/2022, 13:00",X FINALS,Final
Steamboat,Chicago Parlay,13,14,"07/10/2022, 11:00",X SEMIS,Final
Bandwagon,RAMP,7,15,"07/10/2022, 11:00",X SEMIS,Final
Steamboat,POW!,15,7,"07/10/2022, 09:00",X QUARTERS,Final
ELevate,Chicago Parlay,6,15,"07/10/2022, 09:00",X QUARTERS,Final
Bandwagon,Trex Mix,15,12,"07/10/2022, 09:00",X QUARTERS,Final
RAMP,Stackcats,15,9,"07/10/2022, 09:00",X QUARTERS,Final
Mad Udderburn,POW!,6,13,"07/09/2022, 15:15",X PLAY-IN,Final
Chicago Parlay,Stripes,15,5,"07/09/2022, 15:15",X PLAY-IN,Final
Trex Mix,Derby City Thunder,15,6,"07/09/2022, 15:15",X PLAY-IN,Final
Stackcats,Mousetrap,13,12,"07/09/2022, 15:15",X PLAY-IN,Final
bracket,X 3RD PLACE
Steamboat,Bandwagon,15,10,"07/10/2022, 13:00",X 3RD,Final
bracket,X 5TH PLACE
POW!,Trex Mix,1,0,"07/10/2022, 13:00",X 5TH,Final
POW!,ELevate,11,10,"07/10/2022, 11:00",X 5TH SEMIS,Final
Trex Mix,Stackcats,15,7,"07/10/2022, 11:00",X 5TH SEMIS,Final
bracket,X 7TH PLACE
ELevate,Stackcats,10,14,"07/10/2022, 13:00",X 7TH,Final
bracket,X 9TH PLACE
Mad Udderburn,Stripes,0,0,"07/10/2022, 09:00",X 9TH SEMIS,Scheduled
Derby City Thunder,Mousetrap,0,0,"07/10/2022, 09:00",X 9TH SEMIS,Scheduled
bracket,X 11TH PLACE
bracket,X 13TH PLACE
Skyhawks,Jabba,9,15,"07/10/2022, 13:00",X 13TH,Final
Skyhawks,Pixel,15,10,"07/10/2022, 11:00",X 13TH SEMIS,Final
Madison United Mixed Ultimate,Jabba,8,15,"07/10/2022, 11:00",X 13TH SEMIS,Final
Skyhawks,Toast,13,12,"07/10/2022, 09:00",X 13TH QUARTERS,Final
EMU,Pixel,12,13,"07/10/2022, 09:00",X 13TH QUARTERS,Final
Madison United Mixed Ultimate,Boomtown Pandas,15,8,"07/10/2022, 09:00",X 13TH QUARTERS,Final
Jabba,Mastodon,15,10,"07/10/2022, 09:00",X 13TH QUARTERS,Final
Toast,Frostbite,13,6,"07/09/2022, 15:15",X 13TH PLAY-IN,Final
Pixel,2Fly2Furious,15,7,"07/09/2022, 15:15",X 13TH PLAY-IN,Final
Dinosaur Fancy,Boomtown Pandas,8,11,"07/09/2022, 15:15",X 13TH PLAY-IN,Final
Point of No Return,Mastodon,12,13,"07/09/2022, 15:15",X 13TH PLAY-IN,Final
bracket,X 15TH PLACE
Pixel,Madison United Mixed Ultimate,12,7,"07/10/2022, 13:00",X 15TH,Final
bracket,X 17TH PLACE
EMU,Boomtown Pandas,15,6,"07/10/2022, 13:00",X 17TH,Final
Toast,EMU,11,12,"07/10/2022, 11:00",X 17TH SEMIS,Final
Boomtown Pandas,Mastodon,12,11,"07/10/2022, 11:00",X 17TH SEMIS,Final
bracket,X 19TH PLACE
Toast,Mastodon,9,10,"07/10/2022, 13:00",X 19TH,Final
bracket,X 21ST PLACE
2Fly2Furious,Point of No Return,15,12,"07/10/2022, 11:00",X 21ST,Final
Frostbite,2Fly2Furious,6,15,"07/10/2022, 09:00",X 21ST SEMIS,Final
Dinosaur Fancy,Point of No Return,9,12,"07/10/2022, 09:00",X 21ST SEMIS,Final
bracket,X 23RD PLACE
Frostbite,Dinosaur Fancy,11,12,"07/10/2022, 11:00",X 23RD,Final
b,r,e,a,k
brackets,X 9TH RR
bracket,X 9TH G1
Derby City Thunder,Mousetrap,10,13,"07/10/2022, 09:00",X 9TH G1,Final
bracket,X 9TH G2
Derby City Thunder,Mad Udderburn,4,14,"07/10/2022, 11:00",X 9TH,Final
bracket,X 9TH G3
Mad Udderburn,Mousetrap,11,10,"07/10/2022, 13:00",X 9TH,Final
b,r,e,a,k
