Heavyweights 2022,Club - Mixed ,9,7,2022
Montgomery,IL,2022-07-09,2022-07-10
https://play.usaultimate.org/events/Heavyweights-2022/schedule/Mixed/Club-Mixed
Steamboat,1
teamInfo,,"Cincinnati, Ohio",http://www.steamboatultimate.com/,https://www.facebook.com/steamboatultimate,https://twitter.com/cincysfb
00,Jesse Jenkins
01,Scott Schriner
03,Mary Timmons
04,Nathan Hershberger
05,Ryan Gorman
06,Lula Dutille
07,Michael Partusch
10,Derek Raufeisen
12,Sarah Haynie
13,Kristin Baxter
20,Thomas Palermo
21,Julia Desrosiers
22,Brittany Winner
24,Michael Settles
25,Gabriella  Enders
26,Hannah Hainje
27,Kyle Brun
28,Jeff Haney
32,Victoria Smith
42,Kelly Kerker
47,Maximillian  Humbert
50,Ryan Walker
54,Jacob Fields
56,Cullen Booth
78,Aidan Stevens
b,r,e,a,k
Mousetrap,12
teamInfo,,"Madison, Wisconsin",,https://www.facebook.com/mousetrapulti,https://twitter.com/MouseTrapUlti
0,Alex Larsen
0,Alexander Gravatt
0,Andrew Landphier
0,Anna Lane
0,Ben Stanger
0,Benjamin Petersen
0,Benjamin Liska
0,Camille O'Connell
0,Chase O'Brien
0,Danielle Larson
0,ELEANOR KNAUSS
0,Elizabeth Ebert
0,Hans Kittleson
0,Henry Fremont
0,Jacob Calbaum
0,Jay Taves
0,Jennifer Wu
0,Kelsie Tingle
0,Ken Adams
0,Lily Mae Abels
0,Marit McQuaig
0,Zeke Witter
b,r,e,a,k
Skyhawks,24
teamInfo,,"South Bend, Indiana",,https://www.facebook.com/Skyhawks-427022961197953/,@SkyhawksUlti
0,Andrew Vetne
0,AndY LaFree
0,Christopher Miller
0,Daniel Warner
0,Jacqueline Kelley-Cogdell
0,Jared Christophel
0,John Horsley
0,Kristi Muhlenkamp
0,Luke Graber
0,Margaret Coad
0,Margo Wang
0,Matthew Muhlenkamp
0,Max Egendoerfer
0,Monica Caponigro
0,Sean Driscoll
0,Sean McGuinness
0,William Theisen
23,Morgan Miller
b,r,e,a,k
Mastodon,13
teamInfo,,"Madison, Wisconsin",,https://www.facebook.com/MastodonUltimate/?ref=aymt_homepage_panel,https://www.twitter.com/MastodonUlti
 ,Caitlin Clevenger
 ,Kaden Mettel
 ,Kye Hanson
 ,Sarah Mancina
0,Emily Britt
0,Jonathan Pizzo
11,Ivy Fan
13,Daniel Huncosky
15,Tierney Bilstrom
17,Tyler Stiers
22,Geordi Haerr-Hartmann
22,Lauren Kulas
23,Luke Bodnar
24,Veiga Goethel
25,Chris Baker
30,Kevin Lee
31,Thomas Jungbluth
37,Joshua Shin
42,Lily Shu
77,Vikas Biliyar
88,Rachel Coile
99,Jessica Liu
b,r,e,a,k
Bandwagon,11
teamInfo,,"Indianapolis, Indiana",,,
0,Hannah Rapp
0,Eric Palia
0,Owen Miller
03,Patrick Dunn
05,Jackson Moore
06,Richard Tang
08,Addisyn Hill
10,Lowell Knight
12,Shannon Jones
13,Alex Green
17,Hallie Schmucker
19,Jacob Mock
22,Amelia Leenig
23,JaJuan Sanders
27,Jacob Fry
29,Amelia Williams
31,Matthew VanDokkenburg
34,Lauren Kitten
49,Zachery Berg
76,Arthur Small
87,Margaret Nelson
89,Karen Wentz
b,r,e,a,k
Stripes,2
teamInfo,,"Chicago, Illinois",,,
0,Alton Gaines
0,Audrey Sanchez
0,Ben Weintraub
0,Bradley Bolliger
0,Dana Demmert
0,Emily Molloy
0,Emily Wehrwein
0,Eric Wong
0,Erin Newman
0,Haley Hudson
0,Jeffrey Spetter
0,Jessica Sipperley
0,Jorge Duarte
0,Kathryn Kembitzky
0,Michael Egan
0,Michael McCafferty
0,Nick Sanchez
0,Peter Shayman
0,Risa Umeno
0,Sarah Arnberger
0,Alex Nimmer
0,Alex Birko
16,Alison Ellis
b,r,e,a,k
Madison United Mixed Ultimate,14
teamInfo,,"Madison, Wisconsin",,,
 ,Hannah Rapp
 ,Jordan Speicher
 ,Tim Rushmer
0,William Warren
0,Megan Andrews
0,Sarah Guenther
0,Thomas Worth
0,Josh Tull
0,Kaylin Weber
0,Keith McCarthy
0,KYLIE MOYNIHAN
0,Lue Yang
0,Marc Pedone
0,Anna Wozniak
0,Ellie Cahill
0,Emma Cosby
10,James Rosenberger
12,Kevin Scopoline
16,Alec Li
20,Zach Hallum
27,Marta Weber
50,Andrew Taber
64,Aaron Rapp
79,Amanda Strickland
89,Patrick Kopp
b,r,e,a,k
2Fly2Furious,23
teamInfo,,"Ann Arbor, Michigan",https://www.2fly2furiousultimate.com/,,
0,Nathan Silverman
02,Emily Cummins
03,Croix Jastrow
05,Lindy Torvinen
07,Jonathan Lee
08,Taylor Engen
09,Rachel Torrez
10,Michael Lin
11,MARA JURKOVIC
12,Ann Oldani
13,Ryan Donnelly
14,Tristan Bowerman
17,Andrew Foldesi
22,Maggie Price
24,Hannah McCullough
26,Maaike Wielenga
32,Melissa Herta
33,Megan Packer
36,Stephan Maxe
42,David Backus
49,Nicholas Kraft
77,Patrick Adelstein
82,Seth Buchsbaum
b,r,e,a,k
RAMP,3
teamInfo,,"Chicago, Illinois",http://rampultimate.com/,,https://twitter.com/RAMP_ultimate
00,Alicia Chu
00,Annie Phan
00,Asher Lantz
00,Benjamin Girard
00,Briana Morales
00,Cindy Mei
00,Conrad Nguyen
00,Dale Decatur
00,DeAngelo Barragan
00,Jeffrey Weis
00,Jocelyn Sun
00,Jojo Amdur
00,Katie Bristol
00,Mateo Garcia
00,Matt Jaffe
00,Matthew Golz
00,Max Moore
00,Megan Morales
00,Michelle Farb
00,Robin Erdakos
00,Sabina Hartnett
00,Sean McSweeney
00,Shaun Tan
00,Sydney Stelzer
b,r,e,a,k
POW!,10
teamInfo,,"East Lansing, Michigan",,,
 ,Haniya Frayer
0,Jana Wilson
0,Jonna Frayer
0,Joshua Wright
0,Julia Danci
0,Lucie Roy
0,Maketa Mattimore
0,Matthew Martell
0,Megan Isherwood
0,Meredith Adams
0,Neil Proefrock
0,Phil Ewing
0,Quinn Garner
0,Ryan Radawiec
0,Sydney Miller
0,Aiva Zoldan
0,Alexander Krantz
0,Audrey Jesue
0,Brian Hough
0,Connor Lang
0,David Mohan
0,Dom Zampardo
0,Garrison Gracey
b,r,e,a,k
Jabba,15
teamInfo,,"Chicago, Illinois",,https://www.facebook.com/JabbaULT,https://twitter.com/JabbaChi
 ,Rebecca Napoli
00,Rene Quintana
00,Ryan Logan
00,Timothy Burnett
00,Trey Taliaferro
00,Abby Jones
00,Aidan Chapman
00,Alex Dudzik
00,Alyssa Bennett
00,Amber Waite
00,Anna Martinello
00,Annalise Paul
00,Benjamin Wallerstedt
00,Bethany DaRin
00,Elena Dansdill
00,Francesca Rascati
00,Jailene Famania
00,Jeremy Burril
00,Jessica Fairhurst
00,Joe Leibforth
00,Joseph Cacciatore
00,Josh Cahn
00,Lindsey Waite
00,Marissa Leff
00,Matt Afryl
00,Mike L'Hommedieu
b,r,e,a,k
Frostbite,22
teamInfo,,"Milwaukee, Wisconsin",,,
 ,Donna January
0,William Vandenberg
0,Ali Shamsa
0,Billie Weber
0,Carly Serketich
0,Chris Kuecker
0,Daniel Burss
0,Hanna Leight
0,Hayes Barry
0,Jared Peyer
0,Jessica Mendez
0,John Smedley
0,Julia Solberg
0,Katelyn Pisellini
0,Kelsey Evenson
0,Kyle Wolf
0,Shane Mueller
30,Tyler Ignatowski
66,Dylan Weigand
99,Erin Koth
b,r,e,a,k
ELevate,9
teamInfo,,"Chicago, Illinois",,https://www.facebook.com/ELevateUltimate,https://twitter.com/ElevateUltimate
 ,Erica Kim
 ,Eva Verner
 ,George Tobin
 ,Hannah Nickels
 ,Ian Crane
 ,Jake Smith
 ,Joel Willison
 ,Jonathan Schrag
 ,Joshua Ludtke
 ,Lauren Brauer
 ,Lauren Miller
 ,Liz Biggane
 ,Mallorie Hsieh
 ,Pedrom Rejai
 ,Shamaul Dilmohamed
 ,Steven Jeka
 ,Will Hsieh
 ,Andrew Maturo
 ,Brendan Eltzroth
 ,Bridget Doherty
 ,Casey Krause
 ,Courtney Rachke
 ,Drew Byrne
0,Emily Williams
40,Alex Kowalczuk
b,r,e,a,k
Derby City Thunder,16
teamInfo,,"Louisville, Kentucky",https://www.dcthunder.club/,https://www.facebook.com/groups/704218569655199/,https://twitter.com/DCThunderClub
01,Rick Stewart
05,Mollie Morris 
06,Paula Abney
08,Andrew DePuy
08,Steven Looby
09,Tyler Boyer
11,Nathan Huster
13,Ryan Elam
15,Alana Hardeman
17,Rachel Barr
21,Joshua McHargue
22,Alicia Krauter
23,Joseph Dininger
24,Samantha Palko
25,Rachel Huster
32,Thomas Filiatreau
33,Elizabeth Schaaf
41,Jacob Van Dyke
44,Trenton Schroeder
49,Matt Rosenfield
91,Matthew Wilhite
99,Meagan Haase
b,r,e,a,k
EMU,4
teamInfo,,"Evanston, Illinois",,,
0,Abraham Frolichstein-Appel
