2022 Southwest Mixed Regional Championship,Club - Mixed ,24,9,2022
Tucson,AZ,2022-09-24,2022-09-25
https://play.usaultimate.org/events/2022-Southwest-Mixed-Regional-Championship/schedule/Mixed/Club-Mixed
Polar Bears,1
teamInfo,,"San Francisco Bay Area, California",http://www.pbrawr.com,https://www.facebook.com/pbrawr/,https://twitter.com/pbrawr
coaches,Daniel Naruo
02,Molly Munson
03,Amanda Meroux
04,Gabriel Edwards
05,Aaron Shi
06,Qingyun Lu
07,Charles Cao
11,Carolyn Drewry
12,Ziyue Chen
13,Robert Yeagle
16,Vincenzo Vitiello
17,Margot Stert
18,Nicholas Alexander
22,Andrew Ouyang
24,Krista Takayama
25,Jonah Malenfant
32,Margo Donahue
33,Anna MacNaughton
35,Piers MacNaughton
36,Sara Nolan
40,Mac Taylor
51,Jesse Song
52,Samantha Applegate
72,Devin Drewry
90,Saul Wildavsky
97,Ryan Hoffman
99,Alexander Pan
b,r,e,a,k
LIT Ultimate,13
teamInfo,,"South Bay, California",,,
 ,Joseph Barker
 ,Kevin Lin
 ,Myron Loke
0,Nicholas Yun
0,Sarah Kratzer
0,Scott Phillips
0,Tina Zhu
0,Tyler Koo
0,Lauren Armstrong
0,Matthew See
0,Julia Tang
0,Justin Chang
0,Karen Ying
0,Kelly Tan
0,Benjamin Kato
0,Chloe Li
0,Christine Chen
0,Andrew Ma
0,Doris Chang
0,James Yang
12,Rebecca Culver
13,Jean Tuvilla
24,Christopher Hocutt
59,Benjamin Sokolowsky
78,Mauricio Bell'Albero
b,r,e,a,k
Donuts,8
teamInfo,,"Bay Area, California",http://www.instagram.com/donutsultimate,https://www.facebook.com/DonutsUltimate/?pnref=story,https://twitter.com/donuts_ultimate
01,Geoff Rexroth
04,Gianna Tesler
06,Christina Casler
07,Jonathan Goldsmith
09,Victor Zhou
10,Annie Chen
12,Visakha Hoang
13,Trevor Hawks
15,Marissa Lerner
18,Joseph Gagliano
19,Megan Nguyen
21,Alexander You
22,Karin  Lin
23,Caylin Gentile
27,Rachel Anderson
28,Katie Palmer
29,Jackson Allen
30,Scott Miller
33,Samantha Hing
37,Daniel Zakaria
44,Ella Dzenitis
53,Matthew Ferrari
64,Marcello Molinaro
77,Alec Surmani
94,Sarafina Angstadt-Leto
97,Jeremie Gabor
b,r,e,a,k
Mango,12
teamInfo,,"San Francisco, California",https://www.instagram.com/mangoultimate/,,
 ,Abigail Schuster
 ,Brieana Polk-Perez
 ,Patrick Sharp
0,Samuel Miles
0,Haley Lescinsky
0,Andrew Tang
0,Matthew Silverman
0,Michelle Chen
0,Nick Petru
11,Tom Nudell
12,Maya Gilliss-Chapman
15,Robert Barron
16,Katelyn Mann
17,Noelle Nelson
18,Jessica Brownschidle
19,Rebecca Plotnick
23,Lauren Byrne
24,Arundhati Suresh
30,Nick Goelz
31,Sofia Lavrentyeva
42,Taylor Love
44,Alexander Lloyd-Evans
69,Jessie Moore
86,Alan  Chen
87,Charlie Capron
99,Maxwell Friedmann
b,r,e,a,k
Mischief,2
teamInfo,,"San Francisco Bay Area, California",,https://www.facebook.com/MischiefUltimate/,https://twitter.com/mischief_nation
coaches,Andrew Berry
 ,Jaclyn Wataoka
 ,James Carr-Pries
 ,Andrea Brown
 ,Christopher Lung
 ,McKinley McQuaide
 ,Mitchell Sayasene
 ,Munis Thahir
 ,Pin-Wen Wang
 ,Robin Anthony-Petersen
 ,Samantha Loop
0,Vicki Chen
0,Vivian Chu
0,Robin Meyers
0,Patricia Anderson
0,Cory Fauver
0,Emilia (Mia) Bladin
0,Beth Daviess
0,Brett Petersen
0,Jeffrey He
0,Jordan Jeffery
0,Julia Mankoff
0,Keenan Laurence
0,Kyle Johnson
0,Lily Steponaitis
0,Matthew Crawford
0,Max de Visser
b,r,e,a,k
BW Ultimate,7
teamInfo,,"Sunnyvale, California",,https://www.facebook.com/BW.Ultimate,https://www.twitter.com/bw_ultimate
