Northwest Challenge 2017,College - Women ,24,3,2017
Seattle,WA,2017-03-24,2017-03-26
https://play.usaultimate.org/events/Northwest-Challenge-2017/schedule/Women/CollegeWomen/
Pittsburgh,9
05,Anne Gordon
06,Carly Eckstrom
10,Sesha McMinn
11,Bridget Connor
12,Rosemarie Sandino
14,Monisha White
17,Marie Payne
18,Michelle McGhee
20,Elise Bruguera
22,Rachel Gianforte
23,Courtney Gegg
24,Aminata Kalokoh
27,Deanna Abrams
33,Margaret Coad
51,Shayla Harris
60,Caitlin Go
72,Ellen Norby
84,Hallie Dunham
b,r,e,a,k
Colorado,7
5,Leilani Nelson
6,Emma Capra
8,Jean Russell
9,Kirstin Johnson
03,Nhi Nguyen
04,Megan Chavez
11,Megan Henderson
12,Callie Simmons
13,Jessica Chesnut
18,Katiana Hutchinson
24,Hilary Egan
25,Kathleen Brown
26,Becky Nevin
31,Chelsea Gerleit
33,Fiona Dragonfly
35,Britta Bergstrom
36,Katherine McCormick
41,Katherine Macri
65,Megan Ives
69,Sarah Ferraro
99,Kelsey Bennett
b,r,e,a,k
Vermont,18
0,Ashley Brogan
0,Bettina Fahndrich
0,Brenda Hoang
0,CHLOE MELLO
0,Dana Miller
0,Eliana Moskovitz
0,Ellie Hasenohr
0,Emily Bridgers
0,Emma Weatherhogg 
0,Kyle Weatherhogg
0,Linda Jencyowski
0,Madison Westfall
0,Mariz Mangundayao
0,Megan Tammaro
0,Meghan Kibblehouse
0,Olivia Phillips
0,Olivia Benjamin
0,Rebecca Stormberg
0,Sammy Chandhok
0,SIERRA KEON
6,Emma Denman
b,r,e,a,k
California-San Diego,15
0,Emily Griesenbeck
0,Emily Kunselman
0,Jennifer Ablay
0,Michelle Phan
0,Pin-Hsuan Chen
0,Quinn Fujii
0,Rebecca Delgado
4,Sara Zhang
5,Rachel Ling
10,Maria Zavala
16,Madison Tenney
18,Rebeca Ellis
20,Kelli Iwamoto
25,Samantha Wool
42,Robin Adams
43,Stacy Tran
47,Dena Elimelech
60,Leanne Go
62,Avery Jones
69,Purisa Simmons
73,Maria Peterson
88,Christina Huynh
93,Kaitlyn  Kissner
b,r,e,a,k
California,5
01,Anna Wysen
03,Amy Holm
04,Anjile An
05,Valerie Hsieh
06,Allegra Mayer
07,Sydney Horanic
10,Christy Jarman
11,Mackensie Smith
12,Kathryn Carlson
13,Katherine Liu
15,Alison Griffith
16,Amanda Wiseman
17,Alison Mathews
18,Hannah Ellis
19,Jessalyn Siu
21,Alexandra Hasan
22,Fabiola Lopez
24,Jackelyne Nguyen
27,Yun-Yun Lin
57,Mathilda Farrell
84,Alison Haddad
89,Kimberly Long
b,r,e,a,k
UCLA,3
01,JANE ELIZABETH GUNNAR
02,Emily Beck
03,Catherine Paulson
05,Lauren Kean
06,Malia Smith
08,Moorea Henn
09,Bonnie Brown
11,Sylvia Liang
15,Claire Simpson
17,Kristin Monson
18,Camille Wilson
19,Erin Doyle
21,Audree Hsu
22,Caroline McKee
25,Han Chen
27,Vivian Liu
28,Tahlia Hodes
31,Kathleen Lo
99,Maria Kazantsev
b,r,e,a,k
North Carolina,10
0,Ashton Carrick
0,Bridget Mizener
0,Anna Xu
0,Florence Brooks
0,Ivey Long
0,Julia Gallini
0,Kensey Katz
0,Lydia  Youngblood
0,Mary-Catherine Adams
0,Natalie Schuster
0,Rachael Tevis
0,Rachell Xu
0,Rebecca Fagan
0,Robin Lowe-Skillern
0,Tyler Smith
0,Vany Nguyen
4,Lindsay Soo
4,Julia Zwierzynski
7,Bridget Johnson
10,Qing (Jenny) Wei
12,Joy Chen
21,Elisabeth Parker
22,Anne Worth
b,r,e,a,k
Southern California,11
7,Kirthi Gomatam
8,Becklin Davis
10,Julia Johnson
11,Christie Yeh
13,Jolene Liu
14,Jade Ye
15,Rachel Chang
17,Katie Moreno
18,Sophia Zhou
22,Alyssa Perez
23,Alana Archer
24,Avalon Igawa
25,Catherine Chung
27,Connie Chan
35,Brianne Low
69,Valentina Valdez
73,Caitlin Buckley
99,Mia Tess
b,r,e,a,k
Georgia Tech,21
0,Dana Rose
1,Heather Song
3,Aimee Gerold
4,Julia Ting
6,Ushma Patel
7,Taylor Hartman
8,Samantha Loop
9,Teja Huggins
10,Kylie Cordova
11,Kelsey Tjen
12,Ashley Brown
13,Bridget Nabb
14,Jenny Choi
15,Emma Pettit
16,Almaze Lema
18,Megan Yang
18,Sarah Brock
19,Brita McAuliffe
20,Ollie Peterson
22,MADELEYNE VACA
24,Danae Rammos
27,Briana Grant
28,Zoe Wangstrom
29,Yvonne Yeh
31,Cici Zhang
33,Jennifer Yu
44,Alix Macklin
55,Esme Ruengvivatpant
71,Allison Wong
77,PAMELA SHWAYRI
88,Rebecca Xiao
96,Maria Saito
97,Sloan Hodges
98,Samantha Bordy
99,Oviya Thanigaivelan
b,r,e,a,k
Notre Dame,16
0,Caitlyn O'Connell
0,Catalina Acosta
0,Celena Guerrero
0,Colleen Scott
0,DINA VU
0,Jacqueline Bruns
0,Lauren Zurawski
0,Madeline Kramer
0,Marissa Ray
0,Kendall Burgett
0,Patricia Portmann
0,Rachel Francis
0,Regina Souder
0,Whitney Choo
1,Laura Rabassa
3,Cecilia Hall
4,TC Burrows
8,Julia Butterfield
9,Meghan Cullen
15,MK Andersen
22,Claire Lo
37,Mary Hermann
84,Sarah Lipscomb
b,r,e,a,k
Oregon,8
03,Alexa Romersa
05,Gabrielle Aufderheide
08,Jaydra Rotolante
10,Natalie Clifton
12,Kaiyana Petrus
13,Taylor Howat
14,Sarafina Angstadt-Leto
15,Emily Fagan
17,Morgan Caldwell
19,Lillian Weaver
20,Hope Zima
23,Malachi Wickman
24,Madison Lostra
26,Shaelynn Davis
27,Hayley Wahlroos
33,Maya Otsuki
36,Madeleine Boyle
43,Ella Hansen
44,KAITLIN BRUNIK
b,r,e,a,k
British Columbia,4
0,Carmen Leung
0,Delaney Ignatieff
0,Judith Yeo
0,Kaitlyn Harper
0,Kelly Wunderlich
0,Michelle Ling
0,samantha mew
0,Samantha Roche
4,Julia Zhang
4,Janelle Siwa
10,Joanna Lo
13,Denise Su
15,Naomi Morcilla
20,Serena Tam
21,Ellen Au-Yeung
23,Laurel Oldershaw
24,Megan Zhu
25,Esther Au
32,Naomi Johnson
32,Katherine McGuire
37,Paige Muir
47,Victoria McCann
75,Mavis Huang
88,Megan Leong
b,r,e,a,k
Whitman,13
01,Kaileah Akker
02,TESSA JAMES
04,Nina Finley
05,Sarah Finger
07,Leah Mortimer
10,Livia Amorosi
12,SOPHIE JAMES
15,Alex Hardesty
16,Sarah Schwiebert
17,Kaitie  Dong
19,Lian Gamble
20,Annie Want
21,Sarah Adams
22,Melanie Jochheim-Atkins
23,Linnea Soo
24,Mia Letterie
25,Caitlin Scott
28,Claire Revere
32,Alissa Soo
33,Margo Heffron
37,Mackenzie Timbel
64,Chloe Carothers-Liske
74,Akane Kleinkopf
92,Hannah Filley
b,r,e,a,k
Brigham Young,22
0,Ciera Kueser
0,Heidi Zundel
0,Izolde Rhodes
0,Jemi Ong
0,Jessica Connole
0,Kara Ladle
0,Karen Andelin
0,Kaylie Caldwell
0,Kelly Baldwin
0,Kendra  Mitchell
0,Lorna Hamilton
0,SABRINA FLANARY
8,Donna Nelson
9,Courtney Bartholomew Connole
23,Casstique Williams
24,Kathryn Andelin
25,Emma Cole
27,Quincey McKeen
35,Alicia Seeley
b,r,e,a,k
San Diego State,26
0,Allyson Fisher
0,Alyssa  Lepore
0,Ana Heris
0,Ariana Hill
0,Avery Taylor
0,Bailey Beech
0,Camille Chamberlen
0,Cierra LeDuc
0,Colleen  Edwards
0,Katie Buote
0,Kelly Dunlay
0,Kelly Jentis
0,Kristen Dunlay
0,Megan Blair
0,Mithalee Thakkar
0,Samantha  Zapanta
0,Samantha  Gonzalez 
0,Seran Krikorian
0,Whitney Stephens
37,Hannah Price
b,r,e,a,k
Portland,23
2,Amy LeBar
6,Demri Horton
7,Maddy Otto
8,Sara Meisburger
9,Heidi Hueser
12,Makena Strand
13,Gillian Antona
14,Raychel Teman
17,Margaret Bruckner
21,Elise Hollowell
22,Elyse Rybka
29,Haley Meisburger
46,Claire Schwyhart
55,Saskia Kuehl
66,Celine Li
73,Kristen LeBar
77,Erin Jenkins
96,Lok-Yan Fick
b,r,e,a,k
Idaho,27
0,Briana Zak
0,Catherine Feistner
0,Margaret Fitzgerald
0,Nicole Tong
0,Shanti Friedman
0,Sierra Christie
0,Tori Mehl
4,Anna Green
8,Sierra Wallace
16,Katherine Davis
37,Erica Wilkins
b,r,e,a,k
Montana,31
0,Alyssa Stokovich
0,Ellen Ipsen
0,Mary Stewart
0,Meaghan Gaul
0,Mollie Lemm
0,Natalie Hamel
0,Genesea Meha
0,Katie Conrad
0,Shaela Wallen
0,Sinéad Dunne
21,Shelbie White
24,Emma Flynn
32,Sarah Luth
37,Annalisa Hawk
70,Ava Mazzoni
88,Kimberly  Fogarty
b,r,e,a,k
Sonoma State,30
0,Alexandra Perry
0,Amanda Krack
0,Ava Garcia
0,Karissa Dedmon
0,Kendra Updegraff
0,Morganne Schmitt
0,Stefani Ewell
3,Sophie Brotzel
7,Alicia Collins
9,Cheyanne Johnson
10,Andrea  Hernandez 
13,Madelyn Wright
16,Angie Gomez
17,Tyana Ruiz
19,Hayley Gerard
21,Adriana Sadra
22,Megan Gaitan
42,Alissa Greaney
44,Jacqueline Bonner
52,Megan  Stock
b,r,e,a,k
California-Santa Barbara,24
0,Beth Shallon
0,Briana Pham
0,Jennifer Bardwell
0,Kaitlyn Weaver
0,Nicole Chen
0,Nisha Jagota
0,Saloni Methi
00,Mary Mraovich
00,Nicole Sun
00,Kerry Jones
00,Jessica Pham
00,Julia Kwasnick
00,Audrey Horn
00,Audrey Brown
00,Camden  Palm
00,Crystal Lee
00,Jasmine Childress
12,Angela Dong
27,Kelsey McClung
34,Kristen Snyder
45,Kieran Hughes
89,Samantha Kretchmar
b,r,e,a,k
Boise State,29
0,Emily-Anne Hylton
0,Vespera Aragon
8,Madison Austin
03,Amy Norris
07,Sydney Bullock
12,Jennifer Branagan
15,Nycole Gabiola
21,Kelsey Breen
36,Jillian Donahoe
38,Brooklyn Campbell
42,Caitlin Bouchard
b,r,e,a,k
Utah,28
0,Beth Froerer
0,Courtney Wagner
0,Erika Melville
0,Kate Knudson
0,Katrina Brown
0,Logan Radke
0,Lily Kim
0,Ireland Nichols
0,Marissa Billings
2,Darya (Dasha) Trakhimets
3,Hanna Shluker
4,Alicia Dibble
7,Cameron Stukel
9,Madison McIntyre
11,Jacklyn Hallett
13,Sierra Jensen
19,AJ Uthe
20,Megan Drossel
23,Susan Truong
b,r,e,a,k
Puget Sound,25
0,Elizabeth Marks
0,Abigail Bidegain
0,Fiona Bruce
0,Mattie Peters
0,Sarah McClain
3,Jamie Millon
3,Jane Marie Gunn
8,Sarah Ciambrone
11,McKenna  Milton
12,Sarah Davidson
14,Neeyati Johnson
18,Ellen Kalenscher
19,Mickela Heilicher
22,Meadbh Koenigsberg
23,Alana Speich
26,ELLIE ENGEL
35,Abby  Mayo 
42,Hannah Gould
47,Erin McMillin
77,Poulami Wielga
82,Delaney Rudy
85,Jianhui Kettunen
b,r,e,a,k
s,t,a,g,e,s
pools,Tier 1
pool,Pool A
Dartmouth,Washington,15,5,"03/24/2017, 10:00",Pool A,Final
Dartmouth,Pittsburgh,12,14,"03/24/2017, 12:00",Pool A,Final
Carleton College,Michigan,9,10,"03/24/2017, 14:00",Pool A,Final
Pittsburgh,Michigan,11,10,"03/24/2017, 16:00",Pool A,Final
Carleton College,Washington,15,11,"03/24/2017, 18:30",Pool A,Final
Dartmouth,Michigan,9,15,"03/25/2017, 08:30",Pool A,Final
Dartmouth,Carleton College,9,7,"03/25/2017, 10:30",Pool A,Final
Pittsburgh,Washington,15,8,"03/25/2017, 10:30",Pool A,Final
Michigan,Washington,13,11,"03/25/2017, 12:30",Pool A,Final
Pittsburgh,Carleton College,9,10,"03/25/2017, 12:30",Pool A,Final
pool,Pool C
Stanford,Vermont,14,5,"03/25/2017, 08:30",Pool C,Final
Colorado,California-San Diego,13,7,"03/25/2017, 08:30",Pool C,Final
Stanford,Colorado,12,8,"03/25/2017, 10:30",Pool C,Final
Virginia,California-San Diego,14,3,"03/25/2017, 10:30",Pool C,Final
California-San Diego,Vermont,6,15,"03/25/2017, 12:30",Pool C,Final
Virginia,Colorado,12,7,"03/25/2017, 12:30",Pool C,Final
Stanford,California-San Diego,0,0,"03/25/2017, 14:30",Pool C,Cancelled
Virginia,Vermont,12,8,"03/25/2017, 14:30",Pool C,Final
Stanford,Virginia,0,0,"03/25/2017, 16:30",Pool C,Cancelled
Colorado,Vermont,0,0,"03/25/2017, 16:30",Pool C,Cancelled
pool,Pool D
UCLA,Georgia Tech,13,5,"03/25/2017, 08:30",Pool D,Final
North Carolina,Southern California,15,13,"03/25/2017, 08:30",Pool D,Final
UCLA,North Carolina,10,8,"03/25/2017, 10:30",Pool D,Final
California,Southern California,13,4,"03/25/2017, 10:30",Pool D,Final
Southern California,Georgia Tech,12,8,"03/25/2017, 12:30",Pool D,Final
California,North Carolina,15,4,"03/25/2017, 12:30",Pool D,Final
UCLA,Southern California,0,0,"03/25/2017, 14:30",Pool D,Cancelled
California,Georgia Tech,15,4,"03/25/2017, 14:30",Pool D,Final
UCLA,California,0,0,"03/25/2017, 16:30",Pool D,Cancelled
North Carolina,Georgia Tech,0,0,"03/25/2017, 16:30",Pool D,Cancelled
pool,Pool B
Oregon,Brigham Young,14,11,"03/24/2017, 10:00",Pool B,Final
Whitman,Notre Dame,8,13,"03/24/2017, 12:00",Pool B,Final
British Columbia,Brigham Young,15,4,"03/24/2017, 14:00",Pool B,Final
British Columbia,Whitman,14,9,"03/24/2017, 16:00",Pool B,Final
Oregon,Notre Dame,8,15,"03/24/2017, 16:00",Pool B,Final
British Columbia,Notre Dame,11,13,"03/25/2017, 08:30",Pool B,Final
British Columbia,Oregon,12,14,"03/25/2017, 10:30",Pool B,Final
Whitman,Brigham Young,11,5,"03/25/2017, 10:30",Pool B,Final
Notre Dame,Brigham Young,14,4,"03/25/2017, 12:30",Pool B,Final
Oregon,Whitman,14,13,"03/25/2017, 12:30",Pool B,Final
b,r,e,a,k
pools,Tier 2
pool,Pool E
Portland,Montana,15,7,"03/25/2017, 08:30",Pool E,Final
Idaho,Sonoma State,14,8,"03/25/2017, 08:30",Pool E,Final
Portland,Idaho,11,8,"03/25/2017, 10:30",Pool E,Final
San Diego State,Sonoma State,12,3,"03/25/2017, 10:30",Pool E,Final
Sonoma State,Montana,7,9,"03/25/2017, 12:30",Pool E,Final
San Diego State,Idaho,11,5,"03/25/2017, 12:30",Pool E,Final
Portland,Sonoma State,0,0,"03/25/2017, 14:30",Pool E,Cancelled
San Diego State,Montana,11,6,"03/25/2017, 14:30",Pool E,Final
Portland,San Diego State,0,0,"03/25/2017, 16:30",Pool E,Cancelled
Idaho,Montana,0,0,"03/25/2017, 16:30",Pool E,Cancelled
pool,Pool F
California-Santa Barbara,Utah,13,3,"03/25/2017, 10:30",Pool F,Final
Puget Sound,Utah,10,9,"03/25/2017, 12:30",Pool F,Final
California-Santa Barbara,Puget Sound,0,0,"03/25/2017, 14:30",Pool F,Cancelled
Puget Sound,Boise State,5,11,"03/25/2017, 16:30",Pool F,Final
California-Santa Barbara,Boise State,12,9,"03/25/2017, 18:30",Pool F,Final
Utah,Boise State,W,F,"03/25/2017, 20:30",Pool F,Final
b,r,e,a,k
brackets,Tier 1 (1-8)
bracket,Championship
Pittsburgh,Stanford,7,11,"03/26/2017, 14:30",Finals,Final
Pittsburgh,California,12,11,"03/26/2017, 13:00",Semis,Final
Notre Dame,Stanford,9,13,"03/26/2017, 13:00",Semis,Final
bracket,3rd Place
California,Notre Dame,11,13,"03/26/2017, 14:30",3rd Place,Final
bracket,5th Place
UCLA,Virginia,7,11,"03/26/2017, 11:30",5th Place,Final
UCLA,Michigan,9,8,"03/26/2017, 10:00",5th Place Semis,Final
Virginia,Oregon,11,10,"03/26/2017, 10:00",5th Place Semis,Final
bracket,7th Place
Michigan,Oregon,10,13,"03/26/2017, 11:30",7th Place,Final
b,r,e,a,k
brackets,Tier 1 (9-16)
bracket,9th Place
North Carolina,British Columbia,6,12,"03/26/2017, 15:30",9th Place,Final
Dartmouth,North Carolina,10,11,"03/26/2017, 14:00",9th Semis,Final
British Columbia,Colorado,13,5,"03/26/2017, 14:00",9th Semis,Final
bracket,11th Place
Dartmouth,Colorado,12,11,"03/26/2017, 15:30",11th Place,Final
bracket,13th Place
Southern California,Vermont,12,11,"03/26/2017, 12:30",13th Place,Final
Southern California,Carleton College,9,8,"03/26/2017, 11:00",Round Name,Final
Whitman,Vermont,9,10,"03/26/2017, 11:00",Round Name,Final
bracket,15th Place
Carleton College,Whitman,4,13,"03/26/2017, 12:30",15th Place,Final
b,r,e,a,k
pools,Tier 1 (17-20)
pool,Pool M
California-San Diego,Georgia Tech,11,2,"03/26/2017, 09:30",Pool M,Final
California-San Diego,Washington,12,11,"03/26/2017, 11:00",Pool M,Final
Washington,Georgia Tech,12,11,"03/26/2017, 12:30",Pool M,Final
b,r,e,a,k
pools,Tier 2 Sunday
pool,Pool J
Montana,Puget Sound,7,8,"03/26/2017, 12:40",Pool J,Final
Idaho,Puget Sound,6,7,"03/26/2017, 13:50",Pool J,Final
pool,Pool K
Utah,Sonoma State,6,7,"03/26/2017, 11:30",Pool K,Final
Boise State,Sonoma State,7,3,"03/26/2017, 18:40",Pool K,Final
Boise State,Utah,F,W,"03/26/2017, 19:50",Pool K,Final
pool,Pool L
Portland,California-Santa Barbara,9,10,"03/26/2017, 08:00",Pool L,Final
San Diego State,California-Santa Barbara,6,8,"03/26/2017, 09:10",Pool L,Final
San Diego State,Portland,6,9,"03/26/2017, 10:20",Pool L,Final
b,r,e,a,k
