Summer Glazed Daze 2017,Club - Mixed ,24,6,2017
Winston-Salem,NC,2017-06-24,2017-06-25
https://play.usaultimate.org/events/Summer-Glazed-Daze-2017/schedule/Mixed/Club-Mixed
Toro,1
teamInfo,,"Winston-Salem, North Carolina",,,https://twitter.com/TriadReign
0,ADAM WHITE
0,Ben Pfeffer
0,BENJAMIN WIE
0,Brandon Kleber
0,Dominique Erly
0,Dustin Barton
0,Emily Bell
0,GREGORY HILL
0,Jordan August
0,Kaitlyn Cooper
0,Kenneth Hockaday
0,Leah Harkey
0,Marinda Lane
0,Michael Neve
0,Michael Hua
0,Shana Harris
5,Morgan Neve
6,HELEN  PEPLOWSKI
65,Caleb Kohns
74,Larson Spears
83,Laura Carr
b,r,e,a,k
BRUH,20
teamInfo,,"Clemson, South Carolina",,,
0,Chris Sayad
0,Hannah Abraham
0,Harper Gany-Beitler
0,James Miller
0,Jared Stewart
0,Jordan Monroe
0,Katrina Schubert
0,Mary Reeves
0,Mitchell Fanning
4,Lexi Conrad
7,Andrea Brown
11,Brittany DiRienzo
13,Carrie  Fisher
16,Sabrey Montore
18,Jake Barton
19,Will Richgels
24,Soran Banasky
33,Alex Hintz
b,r,e,a,k
Mixed Results,12
teamInfo,,"Knoxville, Tennessee",http://www.knoxvilleultimate.com/p/mixed-results.html,,www.Twitter.com/KnoxMixed
0,Amanda Haglund
0,Elise Thress
0,Elizabeth Smith
0,JOSHUA BROUGHTON
0,Kelly Hill
0,Nicholas Stewart
0,Randall Waymire
0,Sean James
0,ZACH CARTER
2,Jessica Leach 
5,John Markham
11,Caleb Hasch
14,Jenny Newby
20,Chris Hill
20,Laura Nitschke
31,Josh Mayor
33,Matthias Arras
47,Jacob Thress
66,Jordan Haines
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Toro,Possum,13,8,"06/24/2017, 09:00",Pool A,Final
Malice in Wonderland,Jughandle,8,13,"06/24/2017, 09:00",Pool A,Final
Toro,Malice in Wonderland,13,6,"06/24/2017, 10:45",Pool A,Final
Legion,Jughandle,7,13,"06/24/2017, 10:45",Pool A,Final
Jughandle,Possum,13,6,"06/24/2017, 12:30",Pool A,Final
Legion,Malice in Wonderland,4,12,"06/24/2017, 12:30",Pool A,Final
Toro,Jughandle,13,7,"06/24/2017, 14:15",Pool A,Final
Legion,Possum,13,9,"06/24/2017, 14:15",Pool A,Final
Toro,Legion,15,6,"06/24/2017, 16:00",Pool A,Final
Malice in Wonderland,Possum,13,5,"06/24/2017, 16:00",Pool A,Final
pool,Pool B
Charlotte Storm,Stormborn,13,0,"06/24/2017, 09:00",Pool B,Final
The Hucking Dead,Dumpster Fire,12,8,"06/24/2017, 09:00",Pool B,Final
Charlotte Storm,The Hucking Dead,13,4,"06/24/2017, 10:45",Pool B,Final
Tyrannis,Dumpster Fire,13,4,"06/24/2017, 10:45",Pool B,Final
Dumpster Fire,Stormborn,11,13,"06/24/2017, 12:30",Pool B,Final
Tyrannis,The Hucking Dead,13,11,"06/24/2017, 12:30",Pool B,Final
Charlotte Storm,Dumpster Fire,13,7,"06/24/2017, 14:15",Pool B,Final
Tyrannis,Stormborn,13,7,"06/24/2017, 14:15",Pool B,Final
Charlotte Storm,Tyrannis,13,9,"06/24/2017, 16:00",Pool B,Final
The Hucking Dead,Stormborn,13,7,"06/24/2017, 16:00",Pool B,Final
pool,Pool C
Jared Lorenzen Project,LORD,13,9,"06/24/2017, 09:00",Pool C,Final
Sir Walter Rowdy,TAU,9,13,"06/24/2017, 09:00",Pool C,Final
Jared Lorenzen Project,Sir Walter Rowdy,13,9,"06/24/2017, 10:45",Pool C,Final
Ant Madness,TAU,9,11,"06/24/2017, 10:45",Pool C,Final
TAU,LORD,13,10,"06/24/2017, 12:30",Pool C,Final
Ant Madness,Sir Walter Rowdy,9,11,"06/24/2017, 12:30",Pool C,Final
Jared Lorenzen Project,TAU,13,7,"06/24/2017, 14:15",Pool C,Final
Ant Madness,LORD,13,10,"06/24/2017, 14:15",Pool C,Final
Jared Lorenzen Project,Ant Madness,13,10,"06/24/2017, 16:00",Pool C,Final
Sir Walter Rowdy,LORD,8,12,"06/24/2017, 16:00",Pool C,Final
pool,Pool D
American Hyperbole,BRUH,13,7,"06/24/2017, 09:00",Pool D,Final
Mixed Results,Carolina Reign,9,13,"06/24/2017, 09:00",Pool D,Final
American Hyperbole,Mixed Results,13,7,"06/24/2017, 10:45",Pool D,Final
Cahoots,Carolina Reign,13,6,"06/24/2017, 10:45",Pool D,Final
Carolina Reign,BRUH,13,7,"06/24/2017, 12:30",Pool D,Final
Cahoots,Mixed Results,13,6,"06/24/2017, 12:30",Pool D,Final
American Hyperbole,Carolina Reign,13,6,"06/24/2017, 14:15",Pool D,Final
Cahoots,BRUH,13,4,"06/24/2017, 14:15",Pool D,Final
American Hyperbole,Cahoots,8,11,"06/24/2017, 16:00",Pool D,Final
Mixed Results,BRUH,6,13,"06/24/2017, 16:00",Pool D,Final
b,r,e,a,k
brackets,Championship
bracket,Championship
Toro,Charlotte Storm,15,10,"06/25/2017, 14:00",Finals,Final
Toro,Cahoots,15,8,"06/25/2017, 12:00",Semis,Final
American Hyperbole,Charlotte Storm,9,15,"06/25/2017, 12:00",Semis,Final
Toro,Tyrannis,15,7,"06/25/2017, 10:00",Quarters,Final
Cahoots,TAU,15,10,"06/25/2017, 10:00",Quarters,Final
Jared Lorenzen Project,American Hyperbole,16,17,"06/25/2017, 10:00",Quarters,Final
Charlotte Storm,Jughandle,16,14,"06/25/2017, 10:00",Quarters,Final
b,r,e,a,k
brackets,5th place
bracket,5th place 
TAU,Jared Lorenzen Project,11,8,"06/25/2017, 14:00",5th place,Final
Tyrannis,TAU,13,15,"06/25/2017, 12:00",Quarters Losers,Final
Jared Lorenzen Project,Jughandle,15,9,"06/25/2017, 12:00",Quarters Losers,Final
b,r,e,a,k
brackets,3rd Place
bracket,3rd Place
Cahoots,American Hyperbole,11,10,"06/25/2017, 14:00",3rd Place,Final
b,r,e,a,k
brackets,7th Place
bracket,7th Place
Tyrannis,Jughandle,9,15,"06/25/2017, 14:00",7th Place,Final
b,r,e,a,k
brackets,Chump Bracket
bracket,Chump Bracket
Malice in Wonderland,Ant Madness,15,9,"06/25/2017, 14:00",9th place,Final
Malice in Wonderland,LORD,15,11,"06/25/2017, 12:00",9th place Semis,Final
Ant Madness,Legion,14,11,"06/25/2017, 12:00",9th place Semis,Final
Malice in Wonderland,Stormborn,15,7,"06/25/2017, 10:00",9th place Qu,Final
Carolina Reign,LORD,11,13,"06/25/2017, 10:00",9th place Qu,Final
Ant Madness,BRUH,14,12,"06/25/2017, 10:00",9th place Qu,Final
The Hucking Dead,Legion,11,14,"06/25/2017, 01:00",9th place Qu,Final
b,r,e,a,k
brackets,11th place
bracket,11th place
LORD,Legion,0,1,"06/25/2017, 14:00",11th place,Final
b,r,e,a,k
brackets,13th place
bracket,13th place
Carolina Reign,The Hucking Dead,6,15,"06/25/2017, 14:00",13th place,Final
Stormborn,Carolina Reign,10,11,"06/25/2017, 12:00",13th place semis,Final
BRUH,The Hucking Dead,11,12,"06/25/2017, 12:00",13th place semis,Final
b,r,e,a,k
brackets,15th Place
bracket,15th Place
Stormborn,BRUH,4,11,"06/25/2017, 14:00",15th Place,Final
b,r,e,a,k
pools,17th - 20th Standings
pool,Pool E
Possum,Sir Walter Rowdy,9,13,"06/25/2017, 10:00",Pool E,Final
Dumpster Fire,Mixed Results,13,8,"06/25/2017, 10:00",Pool E,Final
Possum,Mixed Results,11,10,"06/25/2017, 12:00",Pool E,Final
Dumpster Fire,Sir Walter Rowdy,12,13,"06/25/2017, 12:00",Pool E,Final
Possum,Dumpster Fire,9,5,"06/25/2017, 14:00",Pool E,Final
Sir Walter Rowdy,Mixed Results,13,8,"06/25/2017, 14:00",Pool E,Final
b,r,e,a,k
