2017 East Plains Mixed Sectionals,Club - Mixed ,9,9,2017
https://play.usaultimate.org/events/2017-East-Plains-Mixed-Sectionals/schedule/Mixed/Club-Mixed
Steamboat,1
83,Andrew Curtin
88,Jonathan Saylor
b,r,e,a,k
Bro Kittens,16
0,Adam Hock
0,Anthony Gulla
0,Colin Heslet
0,Emma Friel
0,Jamie Schrock
0,Jason Wherry
0,Jonathan Snowden
0,Kate Karlovich
0,Michaela Hall
22,Aaron Musser
72,Shane Spiegel
92,Wally Gaida
b,r,e,a,k
Columbus Cocktails,2
0,Anthony Dario
0,Ben Sever
0,Benjamin Tannenwald
0,Claudia Moeller
0,Eliot Alexander
0,Felicia Bratti
0,Gordon (Gordy) Sjostrom
0,JOSEPH BAKER
0,Kelly Ross
0,Sarah San Pedro
0,Steven Moliterno
4,David Valentine-Elam
9,Annelise Peters
9,Ryan Kindell
10,ANDREJ ABABOVIC
11,Jackie Matonis
11,Sadie Jezierski
12,Sydney Olund
14,Emily Steedman
17,Benjamin Reith
17,NATE BOTTI
20,Andrew Klarner
22,Mallory Griffith
22,Mary Turner
23,Kyle Murray
24,Michael Verma
25,Timothy San Pedro
b,r,e,a,k
Petey's Pirates,7
0,Daniel Shonk
0,Tyler Higgins
01,Gregg Vaillancourt
03,Austin Eilbeck
04,David Hazlett
05,Abigail Nypaver
07,Alexandria Hughes
11,Kerrie Rubadue
12,Alec Mathena
13,Adam Perks
14,Mary Beth Mueller
17,Kelsey  Dober
21,Kathryn Oehlman
24,Chelsea Ardle
27,Aaron Deal
30,Michael Hammond
31,James Zhang
37,Tony Donato
41,Eric Border
44,Josh Shamburger
49,Nathan Landry
64,Meredith McCormack-Mager
69,Jacob Brown
78,Tiffany Lim
80,Nathan Morgan
81,Glen Slejko
95,Kristen Behrens
b,r,e,a,k
North Coast Disc Co.,10
0,Brad Kotecki
0,BRYAN MCCARTHY
0,Candido Diaz
0,Daniel Montelione
0,Ellis Saupe
0,Elsa Vera
0,Mark Amabeli
0,Melanie Chastka
0,Michael Braddock
0,MICHAEL PARATTO
0,Michael Connerton
0,REMY NIMAN
0,Sarah Hassan
0,Scott Popa
0,James Tarnay
0,Jane Carsey
0,Jason Beffel
0,Jessika Turner
0,Katherine Hoffman
0,Kevin Talbot
0,Taylor Diesslin
5,Tianzhe Wang
16,Emma Burt
30,Jadin Stoffel
44,STEPHEN JIRA
54,Jacob Kessler
88,Madeleine Pletzke
b,r,e,a,k
WOOcestershire Sauce,15
0,Charles Quigley
0,Clare Jusdanis
0,Jason Lillie
0,Mariel Ward
0,Qaiser Zaidi
0,Robert Mueller
0,Sarah Rowley
0,Taylor Myers
0,Natalie Rummel
0,Nicholas Kaipo Hagopian-Zirkel
14,Mason Minerva
18,Michael Craigmile
25,Mara Sheban
27,Emma Woods
32,Nick Huang
53,Jack Felch
60,Emma Brinton
b,r,e,a,k
Moonshine,6
0,Asher Finkel
0,Alison Palmer
0,Elizabeth Meyer
0,Rebekah Taylor
2,Matt Brown
3,Ben Luckey
3,Sebastian  Rojas
5,Matt Summers
6,Brian Moore
10,Caleigh Moore
14,Jennifer Naumovitz
16,Steven Miraglia
20,Nicholas Roller
21,Micah Smith
24,Andrea Lisowski
28,Heather Summers
30,Chase Russell
31,Laurel Shepherd
32,Alexandra McMackin
33,Mark Carr
55,Grace Goulson
56,Jonathan Zapf
81,Ian Oliver
92,Matthew Cook
99,Joshua Jackson
b,r,e,a,k
Hybrid,3
01,Kari Paine
02,KRISTOPHER COLEY
04,Zachary Barnhart
07,Elizabeth Benedetto
08,Jenna Ray
10,Megan Gordon
13,Benjamin Murphy
14,Caleb May
15,Alex Bertoia
17,John Goodwin
18,Erin McCann
21,Christina Hanson
24,Patrick Abeli
25,GARY GRANT
27,Bailey Besser
29,Ashton Hoffman
30,RYAN MARIOUW
31,Scott Hetu
33,Noah Fisher
35,Joseph Besser
42,Marissa Ray
46,Amy Stoddard
48,Hannah Gannon
66,Tia Esposito
92,Charlotte Wilson
b,r,e,a,k
Doppler Effect,11
0,Alissa Graff
0,Alissa Neff
0,Allegra Rosenbaum
0,Andrei Stephens
0,David Cornish
0,David  Cole
0,Dina Tayim
0,Elaine Dziemianowicz
0,John Kaiser III
0,Jordan Skully
0,Joseph Hacker
0,Juliana Gensheimer
0,Justin Panhans
0,Madeline Kramer
0,Mark Dziemianowicz
0,Molly Barlow
0,Zachary Farr
8,PAUL FOLK
15,Tyler ODonnell
17,Mark McCarthy
23,Gina Sancricca
26,Travis Hare
47,Dan Kwass
50,Kyle Richardson
66,Daniel Fonte
73,Caitlene Elwell
98,John DePaul
b,r,e,a,k
Petey's Parrots,14
0,BRAD SEELIG
0,Cole Hughes
0,Connor McMonagle
0,Dylan Elder
0,Erica Behrens
0,Grace Osborn
0,Jade Yang
0,JASMINDER GREWAL
0,Kevin Werner
0,Kyle Brookover
0,Albert Chen
0,Allie Breymaier
0,Lee Gardner
0,Morgan Hyland
0,Neil Mecham
0,Rebecca Rings
0,Rebecca Werner
0,Vince Fonte
0,Zoe Bliss
1,Andrew Carr
20,Erika Murray
21,Lauren Payne
23,Franky Frank 
25,Lance Wilson
53,Matthew Whistle
88,Ryan Connor
98,Stephen Drew
b,r,e,a,k
Toast,5
0,Brendan Schwalm
0,Brian Jager
0,Adam Koehler
0,Corie Auger
0,Gabriel Anzivino
0,Lydia Korodan
0,MARISSA Korodan
0,Mark Brown
0,Jessica Cooney-Davis
0,Samuel Helderop
1,Michael Mansfield
2,Evan Winer
6,Richard Willms
7,Logan Bollaert
13,David Danks
14,MELISSA Jager
15,Brittany  Dooley
16,Samantha Phillips
17,Connor Lukas
19,Aaron Riess
20,Zach Jawahir
22,Grace Kiel
22,Jamie Petroelje
22,ANDREW WADAGA
31,Rachel Danks
32,Justine Volz
84,Michael Weber
b,r,e,a,k
Goose Lee,4
0,Aaron Bacon
0,Amanda Kleinfelder
0,Candice Otrembiak
0,Edward (Ted) Landis
0,Eric Coglianese
0,Jessica Rabin
0,Jordan Otrembiak
0,Julia Desrosiers
0,Nicholas Wetzel
0,Steven Kolp
0,Will Keitel
0,Malika Smoot
3,Aaron Armbruster
4,Madison Wilker
6,Matt Woods
6,Daniel Conrad
10,Hector Rivera
13,John Cassidy
22,Liz Anderson
46,Isaac Jeffries
47,Zach Kaylor
b,r,e,a,k
Thunderpants the Magic Dragon,13
00,Alex Frasz
00,Brendan Turnbull
00,Cassie Seaman
00,Dorothy Smith
00,Emily Pleasants
00,Evan Corcoran
00,Greg Eckhart
00,John  Compton
00,KATIE NORMAN
00,Kelsey Reiser
00,Kim Eckhart
00,Laura Stevens
00,Lianna Nordwig
00,Liz Keuffer
00,Maeve Meier
00,Matthew Dilworth
00,Mike Walsh
00,Peter Heidlauf
00,Simon Reiter
00,Stephanie Yanosik
00,Thomas Brewster
00,Travis Knight
b,r,e,a,k
Fifth Element,12
0,Anthony Tran
0,Emilio Bartlett Asenjo
0,Grace Freundlich
0,Joshua McHargue
0,Charles Allen
0,Colin Copler
0,Kendrick Yuen
0,Ray Yeager
0,Saipruthvi Vanaparthy
0,Thomas Filiatreau
3,Raymond Palazzo
3,BEN KELTY
5,Adam Holstein-Seibert
10,Justin Wilson
17,Amanda Gellhaus
19,Lilli Popovich
20,Laronta Murray
20,Zach Hsu
28,Conor King
31,Zach Gostling
35,Tess McGrew
44,Trenton Schroeder
45,Tracie Anderson
55,Bethani Massey
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Steamboat,Rocket LawnChair,13,2,"09/09/2017, 09:00",Pool A
Asylum,Bro Kittens,13,4,"09/09/2017, 09:00",Pool A
Steamboat,Bro Kittens,13,1,"09/09/2017, 10:45",Pool A
Asylum,Rocket LawnChair,12,10,"09/09/2017, 10:45",Pool A
Steamboat,Asylum,13,8,"09/09/2017, 12:30",Pool A
Rocket LawnChair,Bro Kittens,13,2,"09/09/2017, 12:30",Pool A
pool,Pool B
Columbus Cocktails,North Coast Disc Co.,12,8,"09/09/2017, 09:00",Pool B
Petey's Pirates,WOOcestershire Sauce,13,0,"09/09/2017, 09:00",Pool B
Columbus Cocktails,WOOcestershire Sauce,13,0,"09/09/2017, 10:45",Pool B
Petey's Pirates,North Coast Disc Co.,11,9,"09/09/2017, 10:45",Pool B
Columbus Cocktails,Petey's Pirates,13,3,"09/09/2017, 12:30",Pool B
North Coast Disc Co.,WOOcestershire Sauce,13,2,"09/09/2017, 12:30",Pool B
pool,Pool C
Hybrid,Doppler Effect,13,6,"09/09/2017, 09:00",Pool C
Moonshine,Petey's Parrots,13,5,"09/09/2017, 09:00",Pool C
Hybrid,Petey's Parrots,13,2,"09/09/2017, 10:45",Pool C
Moonshine,Doppler Effect,13,11,"09/09/2017, 10:45",Pool C
Hybrid,Moonshine,9,11,"09/09/2017, 12:30",Pool C
Doppler Effect,Petey's Parrots,13,4,"09/09/2017, 12:30",Pool C
pool,Pool D
Goose Lee,Fifth Element,13,7,"09/09/2017, 09:00",Pool D
Toast,Thunderpants the Magic Dragon,13,7,"09/09/2017, 09:00",Pool D
Goose Lee,Thunderpants the Magic Dragon,13,8,"09/09/2017, 10:45",Pool D
Toast,Fifth Element,13,8,"09/09/2017, 10:45",Pool D
Goose Lee,Toast,9,12,"09/09/2017, 12:30",Pool D
Fifth Element,Thunderpants the Magic Dragon,11,12,"09/09/2017, 12:30",Pool D
b,r,e,a,k
brackets,Championship
bracket,Sectional Championship
Steamboat,Columbus Cocktails,15,6,"09/10/2017, 11:00",Sectional Championship
Steamboat,Toast,15,6,"09/09/2017, 14:30",Semifinals
Moonshine,Columbus Cocktails,6,15,"09/09/2017, 14:30",Semifinals
b,r,e,a,k
brackets,Placement Brackets
bracket,Second Place
Asylum,Columbus Cocktails,7,11,"09/10/2017, 13:00",Second Place Game
Asylum,Hybrid,15,10,"09/10/2017, 11:00",2nd Place Semi
Moonshine,Asylum,9,15,"09/10/2017, 09:00",2nd Place Quarters
Hybrid,Toast,15,11,"09/10/2017, 09:00",2nd Place Quarters
Asylum,Goose Lee,13,11,"09/09/2017, 14:30",2nd Place Pre-Quarters
Hybrid,Petey's Pirates,15,5,"09/09/2017, 14:30",2nd Place Pre-Quarters
bracket,Fifth Place
Rocket LawnChair,Goose Lee,4,13,"09/10/2017, 13:00",Fifth Place Game
Moonshine,Rocket LawnChair,8,15,"09/10/2017, 11:00",5th Semis
Goose Lee,Toast,15,11,"09/10/2017, 11:00",5th Semis
Petey's Pirates,Rocket LawnChair,11,15,"09/10/2017, 09:00",5th Quarters
North Coast Disc Co.,Goose Lee,7,15,"09/10/2017, 09:00",5th Quarters
Rocket LawnChair,Thunderpants the Magic Dragon,15,10,"09/09/2017, 14:30",5th Pre-Quarters
Doppler Effect,North Coast Disc Co.,10,12,"09/09/2017, 14:30",5th Pre-Quarters
bracket,Seventh Place
Toast,Moonshine,15,9,"09/10/2017, 13:00",Seventh Place Game
b,r,e,a,k
brackets,Game to Go Bracket
bracket,Game to Go Bracket
Petey's Pirates,North Coast Disc Co.,14,7,"09/10/2017, 13:00",Game to Go
Petey's Pirates,Doppler Effect,11,9,"09/10/2017, 11:00",G2G Semis
Thunderpants the Magic Dragon,North Coast Disc Co.,15,16,"09/10/2017, 11:00",G2G Semis
Doppler Effect,Fifth Element,13,12,"09/10/2017, 09:00",G2G Quarters
Petey's Parrots,Thunderpants the Magic Dragon,8,15,"09/10/2017, 09:00",G2G Quarters
Bro Kittens,Fifth Element,6,15,"09/09/2017, 14:30",G2G Pre-Quarters
Petey's Parrots,WOOcestershire Sauce,1,0,"09/09/2017, 14:30",G2G Pre-Quarters
b,r,e,a,k
