2017 East Plains Mixed Sectionals,Club - Mixed ,9,9,2017
https://play.usaultimate.org/events/2017-East-Plains-Mixed-Sectionals/schedule/Mixed/Club-Mixed
Steamboat,1
0,Jeff Kula
0,Kyle Romard
0,Michael Ames
0,Patrick McCarthy
0,Sarah Mondschein
2,Nancy Haskell
3,Eddie Mack
4,Katherine Claiborne
7,Brandi Skanes
7,Bryan Walsh
05,Ryan Gorman
08,Tim Settles
10,Evelyn Reding
10,Jennifer Golan
12,Josh Findley
13,Kristin Baxter
21,Scott Schriner
22,Brittany Winner
23,Nichole Kwee
24,Cara Sieber
24,Mya Hernandez
27,Christopher Powers
28,Jeff Haney
33,Austin Winner
38,Joe Mozloom Jr
77,Daniel Khoe
99,Kevin Kula
b,r,e,a,k
Asylum,8
0,BEN FINDLEY
0,Julie Abrams
0,Lori Gromen
0,Trevor Hawks
0,William Kent Butler
01,DANIEL OLSON
04,Rechelle Frash
05,Andrew Ball
06,Kristen Plews
07,Todd Grace
10,Lexie Thomas
11,Christopher Misleh
12,Abigail Weinberg
14,Leah Petitt
15,Mike Bruce
16,Kevin Hanzel
19,SCHUYLER REDDING
20,Sara Strittmatter
21,Ashley Chong
23,Rachel Greenwald
33,Matthew Olson
41,Cody Petitt
55,Rachel Hunt
60,Andrea Willging
88,Robert Olson
99,Lloyd Furuta
b,r,e,a,k
Rocket LawnChair,9
0,ALEXANDRA ALEJOS
0,CHADWICK RENDE
0,David Backus
0,KATHRYN DE LA ROSA
0,Leah Bar-On Simmons
3,Croix Jastrow
3,MICHAEL LYNCH
4,Paul Versluis
5,Ian Eisnaugle
9,Joshua Harper
14,Nicholas Kraft
16,Kelli Smith-Biwer
17,Markus Borsch
18,Franchesca Cassanese
18,Ashley Pepple
18,Patrick Miller
19,CHELSEA ALLEN
22,Erica Mehra
23,Sara Herta
25,Rachel Cawkwell
28,Shawn Cooper
29,Vaughn Vargo-Alevras
32,Craig Biwer
42,Michael Herman
47,Aakar Mehra
