Summer Glazed Daze 2016,Club - Mixed ,25,6,2016
Winston-Salem,NC,2016-06-25,2016-06-26
https://play.usaultimate.org/events/Summer-Glazed-Daze-2016/schedule/Mixed/Club-Mixed
Toro,1
11,Matthew Babineau
12,Justin Keller
15,Elliott Isaac
17,SARAH ALFANO
20,John Dickerson
21,Spenser Foley
23,Sam Gillespie
24,Connor High
31,Eva Voth
32,Rebecca Driver
36,Ellis Nottingham
47,Marina Winkler
52,Tess Warner
88,Robert Pratt
b,r,e,a,k
Carolina Reign,14
teamInfo,,"Winston-Salem, North Carolina",,,https://twitter.com/TriadReign
0,Leah Harkey
0,Shana Harris
0,Kenneth Hockaday
0,Lauren Tompson
0,Walker Shields
0,Zach Peterson
0,Melissa Reynolds
0,Mariamme Burgess
0,Alyssa Bedrosian
0,Tamberline Moose
0,MATT KERN
0,Jordan August
0,Michael Neve
0,Kelsey Hales
0,Michael Hua
0,LAURA FITCH
0,ALEX BROWN
3,Benjamin Helm
5,Morgan Neve
6,HELEN  PEPLOWSKI
18,Jordan Lynn
24,Jack Reickel
25,Alex Cartee
83,Michael Ridge
99,Jake Wise
b,r,e,a,k
Throws of Passion,11
teamInfo,,"Washington, District of Columbia",,,
0,ANDREW MOY
0,Corrie Willson
0,ANDREW ROUSE
0,Robert Shoemaker
0,HEATHER MARSHALL
0,Amelie Bailey
0,Sam Gabrielson
0,Kevin Hoercher
0,MEGHAN Rivera
0,Charles Yu
0,MICHAEL RIVERA
0,BRIAN KOESTER
0,Calvin Tam
1,Daniel Haber
6,Marissa Gillwald
13,Katherine Garner
26,Michael Klemencic
50,Jeremy Steinel
62,THOMAS RUDWICK
b,r,e,a,k
Jared Lorenzen Project,5
teamInfo,,"Atlanta, Georgia",,,
0,Stephanie Shane
0,Dana Bidot
0,MICHAEL PETERS
0,Gracie White
0,ROBERT STEVENS
0,Owen Roberts
0,PAMELA SHWAYRI
0,William Sloane
6,Chad Borer
6,Joshua Feng
6,Rebecca Colbert
6,Max Leonard
6,Jonathan Clark
6,Norman Cherry
6,Jacob Zirbel
6,Alexis Emanuel
6,Kailee Craig
6,Gabriel Bidot
6,Leah Barlow
6,Grace Clough
6,Thomas Bailey
12,Jennie Wainer
24,Justin Mattingly
38,SOHAUM PAUL
b,r,e,a,k
Malice in Wonderland,12
teamInfo,,"Raleigh, North Carolina",,,
0,Benjamin Noblit
0,Kristen Collar
0,Joseph Connelly
0,Alix Robbins
0,Chanchai Hongdoxmai
0,Kurt Chapman
0,Blaine Taylor
0,Dan Putman
0,Michelle Pearson
0,Sean Gallagher
0,Beth Stagner
0,Emma Hoyle 
0,Bryan Brickhouse
0,Chrystian Plachco
0,Serina Mazzoni-Putman
0,Danielle Sawyer
0,Michael Wetzel
0,Lauren Gardner
3,Eric Martin
12,Jeff Wiltgen
16,Margaret (Meg) Shea
21,Kelly Sullivan
21,Xenia Boyer
24,Christian Forde
47,BRIAN MAULUCCI
b,r,e,a,k
Cahoots,4
teamInfo,,"Asheville, North Carolina",,https://www.facebook.com/CahootsUltimate,
0,Allison Bashford
01,Jason Rector
02,Timothy John Murray
04,Jacob Warshauer
05,Christopher Cosgrove
06,Ryan Stokes
07,Jesse Kovacs
08,Ruth Stokes
14,Tanner Barcus
15,Sarah Jobsis
17,Nicholas Redmond
19,Sarah Clark
22,Machen Bihrle
25,Kyle Silva
26,Amy Gilbert
27,Linden Blaisus
37,Virginia Conover
44,Ruth Hudson
82,Matthew Martin
b,r,e,a,k
Stormborn,13
teamInfo,,"Washington, District of Columbia",,,https://www.twitter.com/stormbornulti
0,Ian McDonnell
0,Adams Nager
0,Kasha Patel
0,LT Tucker
0,Joseph Marcus
0,LINDSAY WONG
0,Blaire Thomson
0,Tess Geers
0,LINDSEY GETCHES
0,Angelena Bohman
0,Elizabeth Reeves
0,ALLEN SMITH
0,Bonnie Marlow
0,BRYCE KOBAYASHI
0,James McIntyre
0,Theodore Lannert
0,Morgan Danner
0,ANDREW MCCOY
4,Ian Garner
6,Ryan Anderson
18,RACHEL MAYER
26,William Bloomhardt
79,Daniel Dresser
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Toro,First Order,13,1,"06/25/2016, 09:00",Pool A,Final
Legion,Sir Walter Rowdy,11,12,"06/25/2016, 09:00",Pool A,Final
Toro,Legion,13,5,"06/25/2016, 10:45",Pool A,Final
Swamp Rabbit,Sir Walter Rowdy,13,8,"06/25/2016, 10:45",Pool A,Final
Sir Walter Rowdy,First Order,13,0,"06/25/2016, 12:30",Pool A,Final
Swamp Rabbit,Legion,13,8,"06/25/2016, 12:30",Pool A,Final
Toro,Sir Walter Rowdy,13,2,"06/25/2016, 14:15",Pool A,Final
Swamp Rabbit,First Order,13,1,"06/25/2016, 14:15",Pool A,Final
Toro,Swamp Rabbit,13,9,"06/25/2016, 16:00",Pool A,Final
Legion,First Order,13,7,"06/25/2016, 16:00",Pool A,Final
pool,Pool B
Pluff Mud Panic,Lord Fairfax,13,9,"06/25/2016, 09:00",Pool B,Final
The Hucking Dead,Boxcar,13,7,"06/25/2016, 09:00",Pool B,Final
Pluff Mud Panic,The Hucking Dead,13,7,"06/25/2016, 10:45",Pool B,Final
American Hyperbole,Boxcar,13,3,"06/25/2016, 10:45",Pool B,Final
Boxcar,Lord Fairfax,13,8,"06/25/2016, 12:30",Pool B,Final
American Hyperbole,The Hucking Dead,13,6,"06/25/2016, 12:30",Pool B,Final
Pluff Mud Panic,Boxcar,12,10,"06/25/2016, 14:15",Pool B,Final
American Hyperbole,Lord Fairfax,13,4,"06/25/2016, 14:15",Pool B,Final
Pluff Mud Panic,American Hyperbole,7,13,"06/25/2016, 16:00",Pool B,Final
The Hucking Dead,Lord Fairfax,13,11,"06/25/2016, 16:00",Pool B,Final
pool,Pool C
Charlotte Storm,Throws of Passion,17,5,"06/25/2016, 11:30",Pool C,Final
Tyrannis,Carolina Reign,16,8,"06/25/2016, 11:30",Pool C,Final
Charlotte Storm,Carolina Reign,17,10,"06/25/2016, 13:30",Pool C,Final
Tyrannis,Throws of Passion,11,10,"06/25/2016, 13:30",Pool C,Final
Charlotte Storm,Tyrannis,15,8,"06/25/2016, 15:30",Pool C,Final
Throws of Passion,Carolina Reign,7,17,"06/25/2016, 15:30",Pool C,Final
pool,Pool D
Cahoots,Malice in Wonderland,11,15,"06/25/2016, 11:30",Pool D,Final
Jared Lorenzen Project,Stormborn,17,5,"06/25/2016, 11:30",Pool D,Final
Cahoots,Stormborn,17,4,"06/25/2016, 13:30",Pool D,Final
Jared Lorenzen Project,Malice in Wonderland,16,11,"06/25/2016, 13:30",Pool D,Final
Cahoots,Jared Lorenzen Project,10,11,"06/25/2016, 15:30",Pool D,Final
Malice in Wonderland,Stormborn,16,5,"06/25/2016, 15:30",Pool D,Final
b,r,e,a,k
brackets,Championship
bracket,Championship
Jared Lorenzen Project,Charlotte Storm,12,14,"06/26/2016, 14:00",Championship,Final
Toro,Jared Lorenzen Project,12,13,"06/26/2016, 12:00",Semis,Final
Charlotte Storm,American Hyperbole,15,9,"06/26/2016, 00:00",Semis,Final
Toro,Pluff Mud Panic,15,12,"06/26/2016, 10:00",Quarters,Final
Tyrannis,Jared Lorenzen Project,9,15,"06/26/2016, 10:00",Quarters,Final
Malice in Wonderland,Charlotte Storm,11,15,"06/26/2016, 10:00",Quarters,Final
Cahoots,American Hyperbole,11,15,"06/26/2016, 10:00",Quarters,Final
Pluff Mud Panic,Carolina Reign,13,11,"06/26/2016, 08:00",Pre-Quarters,Final
Tyrannis,The Hucking Dead,15,10,"06/26/2016, 08:00",Pre-Quarters,Final
Malice in Wonderland,Sir Walter Rowdy,13,9,"06/26/2016, 08:00",Pre-Quarters,Final
Swamp Rabbit,Cahoots,13,15,"06/26/2016, 08:00",Pre-Quarters,Final
b,r,e,a,k
brackets,Championship 3rd Place
bracket,3rd Place
Toro,American Hyperbole,11,8,"06/26/2016, 14:00",3rd Place,Final
b,r,e,a,k
brackets,Championship 5th Place
bracket,5th Place
Pluff Mud Panic,Cahoots,0,1,"06/26/2016, 14:00",5th Place,Final
Pluff Mud Panic,Malice in Wonderland,15,8,"06/26/2016, 12:00",5th Place Semis,Final
Tyrannis,Cahoots,14,15,"06/26/2016, 12:00",5th Place Semis,Final
bracket,Championship 7th Place
Malice in Wonderland,Tyrannis,8,10,"06/26/2016, 14:00",7th Place,Final
b,r,e,a,k
brackets,Chumpionship 9th Place
bracket,9th Place Bracket
Swamp Rabbit,Carolina Reign,11,15,"06/26/2016, 12:00",9th Place Bracket,Final
Sir Walter Rowdy,Carolina Reign,11,13,"06/26/2016, 10:00",9th Place Semis,Final
Swamp Rabbit,The Hucking Dead,14,9,"06/26/2016, 10:00",9th Place Semis,Final
b,r,e,a,k
brackets,Chumpionship 11th Place
bracket,11th Place
The Hucking Dead,Sir Walter Rowdy,11,9,"06/26/2016, 12:00",11th Place,Final
b,r,e,a,k
brackets,Chumpionship
bracket,13th Place
Legion,Boxcar,9,13,"06/26/2016, 12:00",13th Place,Final
Stormborn,Legion,7,15,"06/26/2016, 10:00",13th Semis,Final
Throws of Passion,Boxcar,11,14,"06/26/2016, 10:00",13th Semis,Final
First Order,Stormborn,10,15,"06/26/2016, 08:00",13th Quarters,Final
Lord Fairfax,Throws of Passion,9,15,"06/26/2016, 08:00",13th Quarters,Final
bracket,15th Place
Stormborn,Throws of Passion,7,15,"06/26/2016, 12:00",15th Place,Final
bracket,17th Place
First Order,Lord Fairfax,6,15,"06/26/2016, 10:00",17th Place,Final
b,r,e,a,k
