South Central D-I College Men's Regionals,College - Men ,30,4,2016
Kansas City,MO,2016-04-30,2016-05-01
https://play.usaultimate.org/events/South-Central-D-I-College-Mens-Regionals-2016/schedule/Men/CollegeMen/
Colorado,1
38,Alex Mudd
44,Dillon Bruer
53,Dawson Pleasant
61,Stephen Wilson
67,Nathan Richbourg
69,Nicholas Estes
99,Wesley Zhang
99,Cameron Bock
b,r,e,a,k
Texas State,11
teamInfo,Texas State ,"San Marcos, Texas",,,
01,Garrett Gonzales
04,Trenton Hebert
05,GILBERTO FERREIRA
06,Joseph Feeney
07,Cole Lamkins
08,JACOB DAWSON
09,Jacob Solfronk
10,Austin Elms
12,Joshua Craig
13,James Washburn
14,Ben Arnecke
15,James Sims
16,Travis Musgrove
25,Robert Hausmann
30,Kris Schneider
44,David Haeussler
69,Cole Smith
82,Robert McDonald
88,ROSS HOLTKAMP
b,r,e,a,k
Baylor,7
teamInfo,Stonewall A,"Waco, Texas",,https://www.facebook.com/BaylorUltimate,https://twitter.com/BaylorUltimate
0,Austin Hangebrauck
0,Nathan Tjahjadi
0,Dylan Lee
0,Alex Clark
0,Keon Cleary
0,Baxter Robb
0,Will Bonds
0,MATT RINN
5,Tyler Chiu
7,Jackson Helling
7,ZACH PLUNK
7,Travis Taylor
9,Ben Giles
10,Ryan Smeltzer
11,Matthew Sutton
21,Alexander Brouwer
41,Austin Workman
91,David Roper
b,r,e,a,k
Texas-Dallas,15
teamInfo,DTEX,"Richardson, Texas",,https://www.facebook.com/groups/465745246877658/,https://twitter.com/DTEXUltimate
0,Pranav Devalla
0,Garrett Fish
0,Robert Somma
0,Joey Campain
0,ADAM BARTON
0,Nidhish Lokesh
0,Srinivas Karra
0,Neel Reddy
0,Joseph Welkener
0,Matthew Gehrlein
3,Tyler Criss
5,Christian Cortes
04,Travis Bieda
12,David Knight
13,VINCENT NGUYEN
14,Alex Felten
16,Simon Brooks
21,Anish Indhupuru
22,Ross Neuman
29,Charles McNeil
29,Kirtan Patel
42,Adrian Chavez
55,Steven Borik
87,David Hammer
b,r,e,a,k
s,t,a,g,e,s
brackets,Bracket Play
bracket,1st Place Bracket
Colorado,Texas A&M,17,16,"05/01/2016, 12:30",1st Place Finals,Final
Colorado,Kansas,15,11,"05/01/2016, 08:30",1st Place Semis,Final
Texas A&M,Texas,15,8,"05/01/2016, 08:30",1st Place Semis,Final
Colorado,Washington University,15,3,"04/30/2016, 10:30",1st Place Quarters,Final
Kansas,Colorado State,12,11,"04/30/2016, 10:30",1st Place Quarters,Final
Texas A&M,Missouri,15,8,"04/30/2016, 10:30",1st Place Quarters,Final
Arkansas,Texas,9,15,"04/30/2016, 10:30",1st Place Quarters,Final
Colorado,Kansas State,15,2,"04/30/2016, 08:30",1st Place Prequarters,Final
Washington University,Texas Christian,14,13,"04/30/2016, 08:30",1st Place Prequarters,Final
Kansas,Houston,15,6,"04/30/2016, 08:30",1st Place Prequarters,Final
Texas A&M (B),Colorado State,9,15,"04/30/2016, 08:30",1st Place Prequarters,Final
Texas A&M,Oklahoma,15,9,"04/30/2016, 08:30",1st Place Prequarters,Final
Texas State,Missouri,12,13,"04/30/2016, 08:30",1st Place Prequarters,Final
Baylor,Arkansas,5,15,"04/30/2016, 08:30",1st Place Prequarters,Final
Texas-Dallas,Texas,8,15,"04/30/2016, 08:30",1st Place Prequarters,Final
bracket,2nd Place Bracket
Texas A&M,Texas,15,11,"05/01/2016, 14:30",2nd Place Finals,Final
Arkansas,Texas,13,15,"05/01/2016, 12:30",2nd Place Semis,Final
Arkansas,Kansas,13,11,"05/01/2016, 10:30",2nd Place Quarters,Final
Colorado State,Texas,14,16,"05/01/2016, 10:30",2nd Place Quarters,Final
Arkansas,Missouri,15,11,"05/01/2016, 08:30",2nd Place Prequarters,Final
Colorado State,Washington University,15,12,"05/01/2016, 08:30",2nd Place Prequarters,Final
Arkansas,Texas Christian,15,11,"04/30/2016, 12:30",2nd Place Play Ins 2,Final
Missouri,Houston,15,7,"04/30/2016, 12:30",2nd Place Play Ins 2,Final
Colorado State,Oklahoma,15,5,"04/30/2016, 12:30",2nd Place Play Ins 2,Final
Washington University,Baylor,14,13,"04/30/2016, 12:30",2nd Place Play Ins 2,Final
Kansas State,Texas Christian,10,15,"04/30/2016, 10:30",2nd Place Play Ins 1,Final
Houston,Texas A&M (B),15,13,"04/30/2016, 10:30",2nd Place Play Ins 1,Final
Oklahoma,Texas State,15,9,"04/30/2016, 10:30",2nd Place Play Ins 1,Final
Baylor,Texas-Dallas,15,7,"04/30/2016, 10:30",2nd Place Play Ins 1,Final
bracket,13th Place Bracket
Texas A&M (B),Texas State,9,11,"04/30/2016, 16:30",13th Place Finals,Final
Kansas State,Texas A&M (B),11,14,"04/30/2016, 12:30",13th Place Semis,Final
Texas State,Texas-Dallas,15,8,"04/30/2016, 12:30",13th Place Semis,Final
bracket,15th Place 
Kansas State,Texas-Dallas,11,13,"05/01/2016, 10:30",15th Place,Final
bracket,9th Place A
Texas Christian,Houston,12,13,"05/01/2016, 08:30",9th Place A,Final
bracket,9th Place B
Oklahoma,Baylor,6,15,"05/01/2016, 08:30",9th Place B,Final
b,r,e,a,k
