Stanford Open 2016,College - Men ,20,2,2016
Morgan Hill,CA,2016-02-20,2016-02-21
https://play.usaultimate.org/events/Stanford-Open-2016/schedule/Men/CollegeMen/
Cal Poly-SLO,1
36,Matt Patterson
37,Bennett Christoffersen
59,Brent Poynter
69,Blaine Farber
96,Conner Propst
b,r,e,a,k
Stanford (B),22
teamInfo,Stanford Prison Experiment,"Stanford, California",,,
0,Andrew Guo
0,Eli Shayer
0,Peter Ruhm
0,Nolan Handali
0,Lucas Ramos
0,Sam Wheeler
0,Duncan MacWilliams
0,Timothy Ewan
0,Abdramane Diabate
22,Karthik Nathan
84,Joshua Cooper
b,r,e,a,k
Utah,6
teamInfo,Zion Curtain,"Salt Lake City, Utah",http://www.i-m.co/Tomithicus/zioncurtainultimate/,https://www.facebook.com/pages/ZCU-Zion-Curtain-Ultimate/162698807137761,https://www.twitter.com/ZCU_Ultimate
0,Michael Lien
0,Ryan Licau
0,Caleb Felicetti
0,JEFFREY LETSINGER
0,ALEX BAKER
5,Ivan Martins
6,Brenden Fischer-Femal
10,Michael Giere
11,Trey Taylor
11,Hunter Levis
12,Andrew Feller
21,Michael Affleck
22,Tyler Crouse
37,Braden Ohlsen
66,Joshua Zdrodowski
75,Jeffrey Santry
77,Connor Hess
88,KEVIN BRYANT
b,r,e,a,k
Santa Clara,14
teamInfo,SCAB,"Santa Clara, California",,,
0,Sean Voelk
0,Thomas George
0,Daniel Tiano
0,Taylor Darby
0,Jeffrey Stein
0,TYLER ELIEL
0,DEVEREAUX KESLER
0,CONNOR RILEY
0,Stephen Aubuchon
0,Henry Brown
0,Nic Domek
0,KEEGAN CAMPBELL
0,Daniel Mayer
0,SAM  PACKARD
0,Sean Leeper
0,Callahan Riley
0,Matt Zweber
3,Sean Backes
12,Michael Fodor
13,Evan Meyer
13,James Kipper
23,Ryan Messersmith
58,Peter Roguski
70,SEAN DONOVAN
b,r,e,a,k
California-Davis,3
teamInfo,Davis Dogs,"Davis, California",http://www.ucdavisultimate.com/,https://www.facebook.com/davis.dogz?fref=ts&ref=br_tf,
0,Benjamin Souvey
0,Sam Asin
0,Evan  Martin
0,Jarren Suzuki
0,Trent Viau
0,Kevin Klein
0,Douglas Fox
0,Nicholas Helms
0,Bryan LoCoco
0,Taner Dubie
0,Casey Shugarman
0,Callum Watts
0,Kramer Straube
0,Spencer Sawyer
1,John Nguyen
5,Julius Vo
9,Rob Ross
11,Ryan Gallagher
14,Fredric Murolo
15,Nick Tolfa
23,Steve Purugganan
25,Nathan Maddox
b,r,e,a,k
Cal Poly-Pomona,19
teamInfo,Cow Ultimate,"Pomona, California",,https://www.facebook.com/CPPUltimate,https://twitter.com/cowultimate
00,Michael LePage
00,Andrew Koscal
00,Mateus Pinheiro
00,Christopher Tait
00,Kyle Jepsen
00,Matt Theologidy
00,Caleb Jang
00,Isaac Porter
00,Matt Lambrose
00,Abin Thomas
00,Daniel Ouk
00,Renato Perez-Ramirez
00,Blake Ferguson
00,Thomas Paulson
00,CHRISTOPHER CABAN
00,STEVE JOLLOTA
00,Jonathan Horton
00,Julian Salazar
00,JUAN GONZALEZ
00,Yik Hin Wong
00,Kevin Labbate
00,Jacob Yaldezian
00,Liam Bestian
00,Bruno Haesbaert
00,Brandon Yee
00,Andrew Calinescu
b,r,e,a,k
Sacramento State,21
teamInfo,Sac State,"Sacramento, California",http://www.csus.edu/soal/sport-and-recreation-clubs/Ultimate/index.html,,
0,Thomas Colton
0,logan zeppieri
0,Benn Gizicki
0,Jonathan VanMaren
0,Davis Loustalot
3,Trevor Colton
10,Nick Andrews
11,Anthony Dangelo-Derris
b,r,e,a,k
Humboldt State,11
teamInfo,Humboldt State Buds,"Arcata, California",,,
0,Chris Townsend
0,Andrew Torres
0,Adam Baran
8,Taylor Charron
13,Jay Rackelmann
14,Nat Israel
16,Noah Weinstein
19,Robert Reyes
21,Christopher Moreno
22,William Evans
29,Bryce Franklin
37,Josh Israel
69,Brighton Hayashida
87,Albert Rebosura
89,Donovan Davis
99,Michael Hoff
b,r,e,a,k
Chico State,5
teamInfo,Chico State Wildcats,"Chico, California",,https://www.facebook.com/pages/Chico-State-Ultimate-Frisbee/194149750609051,
0,Grant Barr
0,Zachary Giovannini
0,Giacomo Lane 
0,Nicholas Jensen
0,Logan Martin
0,Nicholas Dahms
0,YER HER
0,Tyler Grenier
0,Daniel Farmer
0,Elliot Lopez
0,Ruben Ruiz
0,Liam Carroll
0,Spencer McWilliams
0,David Contreras
0,VANCE VELARDEZ
0,Thomas Allen
0,Freeman Odurukwe
0,Eros  Escalona-White
0,Jared Groman
6,Jacob Macfarlane
7,Jesus Alfaro
11,Austin Barden
15,Jessep Macfarlane
18,GRANT MANLEY
42,BRANDON EIGES
44,Joshua Katzki
b,r,e,a,k
Southern California,13
teamInfo,USC Men's Ultimate,"Los Angeles, California",http://www.uscmensultimate.blogspot.com/,,
3,Edwin Chen
03,Sukrut Nataraj
04,Wyatt Paul
05,Rowan McEvoy
07,SPENCER PRESCOTT
08,Jordan Chock-Wong
10,Vishnukarthik Lakshmanan
11,Chris Holmes
13,Matt Burke
14,JACK KOPPA
17,Alex Koh
19,Douglas Jones
21,Bradley Billig
22,Ghenki Okumoto
25,LUCAS SWIECICHOWSKI
26,Alexander Tovar
28,Tyler Pullen
29,David Sealand
35,Jasper McEvoy
45,Michael Sylvester
55,Drew Okenfuss
60,VINCENT HUANG
88,Gideon Elson
b,r,e,a,k
California-Santa Cruz,4
teamInfo,Slugs,"Santa Cruz, California",http://www.slugultimate.com/,https://www.facebook.com/slugultimate,https://twitter.com/slugultimate
0,Colin Brown
0,William Mariano
0,Zachary Shamroukh
0,Luka Cargonja
0,Trenton Davis
0,Mason Mulholland
0,Nolan McMurray
0,Gilbert Chong
2,Aaron Hom
2,GABRIEL TAYLOR
3,Milo Simpson
5,Grady Watkins
6,Loukas Stelyn
10,Lior Givol
11,Royce Friedmann
15,Elijah Newbrun-Mintz
17,Robert Gallagher
22,Louis Samuel
30,NICK FOX
32,Isaac Kreger
42,Patrick Denney
48,Philip Kaganovsky
81,Evan Cusack
94,Ryan Glenn
b,r,e,a,k
Northern Arizona,12
teamInfo,El Ponderoso,"Flagstaff, Arizona",modules/common/www.elponderoso.com,,https://twitter.com/ElPonderosoNAU
0,Brad Wylam
0,Andrew Locke
0,Hunter Stuits
9,Brent Acomb
12,Michael Gehrke
17,Jeff Morrison
21,Uchenna Anyadiegwu
25,Garrett Wright
36,Kevin Farrell
49,Tyler Liddie
78,Rick John
b,r,e,a,k
California-Irvine,20
teamInfo,Nightlife,"Irvine, California",https://www.facebook.com/mensultimateatuci/,https://www.facebook.com/mensultimateatuci/,https://twitter.com/irvineultimate
01,Juan Saldana
03,Kenneth Lee
04,Matthew  Mckown
06,CALLUM LAMB
08,John Morgan
12,Moniroth Suon
18,Ray Shieh
20,Will Black
22,"Jeremy ""River"" Rhoan"
26,Quang Pham
28,Kai Fong
50,Wayne Lu
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Cal Poly-SLO,UCLA,13,9,"02/20/2016, 08:00",Pool A,Final
Carleton College-GOP,Nevada-Reno,13,4,"02/20/2016, 08:00",Pool A,Final
Occidental,San Francisco State,13,2,"02/20/2016, 08:00",Pool A,Final
Cal Poly-SLO,Carleton College-GOP,13,6,"02/20/2016, 09:40",Pool A,Final
UCLA,Occidental,12,13,"02/20/2016, 09:40",Pool A,Final
Nevada-Reno,San Francisco State,13,5,"02/20/2016, 09:40",Pool A,Final
UCLA,San Francisco State,13,2,"02/20/2016, 13:00",Pool A,Final
Carleton College-GOP,Occidental,13,7,"02/20/2016, 13:00",Pool A,Final
Cal Poly-SLO,Nevada-Reno,13,5,"02/20/2016, 13:00",Pool A,Final
Cal Poly-SLO,Occidental,13,7,"02/20/2016, 14:40",Pool A,Final
UCLA,Nevada-Reno,13,9,"02/20/2016, 14:40",Pool A,Final
Carleton College-GOP,San Francisco State,13,2,"02/20/2016, 14:40",Pool A,Final
UCLA,Carleton College-GOP,13,14,"02/21/2016, 08:00",Pool A,Final
Nevada-Reno,Occidental,13,10,"02/21/2016, 08:00",Pool A,Final
Cal Poly-SLO,San Francisco State,13,0,"02/28/2016, 08:00",Pool A,Final
pool,Pool B
Oregon State,Claremont,13,8,"02/20/2016, 08:00",Pool B,Final
Duke,San Jose State,5,13,"02/20/2016, 08:00",Pool B,Final
Oregon State,Duke,13,5,"02/20/2016, 11:20",Pool B,Final
Claremont,Arizona State (B),13,2,"02/20/2016, 11:20",Pool B,Final
Oregon State,San Jose State,14,13,"02/20/2016, 13:00",Pool B,Final
Duke,Arizona State (B),11,8,"02/20/2016, 13:00",Pool B,Final
Oregon State,Arizona State (B),13,3,"02/20/2016, 14:40",Pool B,Final
Claremont,San Jose State,13,3,"02/20/2016, 14:40",Pool B,Final
Arizona State (B),Stanford (B),13,2,"02/20/2016, 15:00",Pool B,Final
San Jose State,Stanford (B),13,3,"02/20/2016, 18:20",Pool B,Final
Claremont,Stanford (B),13,3,"02/20/2016, 20:00",Pool B,Final
Duke,Stanford (B),13,6,"02/20/2016, 21:40",Pool B,Final
Claremont,Duke,13,8,"02/21/2016, 08:00",Pool B,Final
San Jose State,Arizona State (B),13,4,"02/21/2016, 08:00",Pool B,Final
Oregon State,Stanford (B),13,4,"02/21/2016, 15:00",Pool B,Final
pool,Pool C
California-Davis,Utah,9,11,"02/20/2016, 09:40",Pool C,Final
Humboldt State,Santa Clara,2,13,"02/20/2016, 09:40",Pool C,Final
Cal Poly-Pomona,Sacramento State,13,11,"02/20/2016, 09:40",Pool C,Final
California-Davis,Humboldt State,13,2,"02/20/2016, 11:20",Pool C,Final
Utah,Cal Poly-Pomona,13,5,"02/20/2016, 11:20",Pool C,Final
Santa Clara,Sacramento State,13,7,"02/20/2016, 11:20",Pool C,Final
California-Davis,Santa Clara,6,13,"02/20/2016, 13:00",Pool C,Final
Utah,Sacramento State,13,8,"02/20/2016, 13:00",Pool C,Final
Humboldt State,Cal Poly-Pomona,6,13,"02/20/2016, 13:00",Pool C,Final
California-Davis,Cal Poly-Pomona,13,4,"02/20/2016, 14:40",Pool C,Final
Utah,Santa Clara,13,6,"02/20/2016, 14:40",Pool C,Final
Humboldt State,Sacramento State,9,13,"02/20/2016, 14:40",Pool C,Final
California-Davis,Sacramento State,13,6,"02/21/2016, 08:00",Pool C,Final
Utah,Humboldt State,13,4,"02/21/2016, 08:00",Pool C,Final
Santa Clara,Cal Poly-Pomona,13,3,"02/21/2016, 08:00",Pool C,Final
pool,Consolation Pool
Humboldt State,San Francisco State,13,2,"02/21/2016, 13:00",Consolation Pool,Final
Stanford (B),San Francisco State,13,8,"02/21/2016, 18:20",Consolation Pool,Final
Humboldt State,Stanford (B),13,5,"02/21/2016, 21:40",Consolation Pool,Scheduled
pool,Pool D
Southern California,Northern Arizona,13,6,"02/20/2016, 08:00",Pool D,Final
California-Santa Cruz,Northern Arizona,13,7,"02/20/2016, 09:40",Pool D,Final
Southern California,California-Santa Cruz,13,8,"02/20/2016, 11:20",Pool D,Final
Northern Arizona,California-Irvine,13,5,"02/20/2016, 15:00",Pool D,Final
Southern California,California-Irvine,13,4,"02/20/2016, 16:40",Pool D,Final
California-Santa Cruz,California-Irvine,13,7,"02/20/2016, 21:40",Pool D,Final
Chico State,California-Santa Cruz,12,9,"02/20/2016, 22:00",Pool D,Final
Chico State,Southern California,13,9,"02/21/2016, 03:00",Pool D,Final
Chico State,Northern Arizona,13,7,"02/21/2016, 04:40",Pool D,Final
Chico State,California-Irvine,13,5,"02/21/2016, 08:20",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championship
Cal Poly-SLO,Oregon State,12,10,"02/21/2016, 14:40",Championship,Final
Cal Poly-SLO,Claremont,13,9,"02/21/2016, 11:20",Semis,Final
Utah,Oregon State,7,9,"02/21/2016, 11:20",Semis,Final
Cal Poly-SLO,Santa Clara,13,9,"02/21/2016, 09:40",Quarter,Final
Utah,Carleton College-GOP,12,6,"02/21/2016, 09:40",Quarter,Final
Southern California,Oregon State,6,13,"02/21/2016, 09:40",Quarter,Final
bracket,Ninth Place
UCLA,California-Davis,6,13,"02/20/2016, 01:00",9th Finals,Final
UCLA,San Jose State,10,8,"02/19/2016, 21:40",9th Semis,Final
California-Davis,California-Santa Cruz,13,6,"02/19/2016, 09:40",9th Semis,Final
bracket,Eleventh Place
California-Santa Cruz,San Jose State,13,5,"02/20/2016, 13:00",Eleventh Place,Final
bracket,3rd Place
Claremont,Utah,11,13,"02/21/2016, 14:40",3rd Place Game,Final
bracket,Fifth Place
Santa Clara,Carleton College-GOP,6,9,"02/21/2016, 14:40",Fifth Place Game,Final
Santa Clara,Chico State,10,8,"02/22/2016, 06:20",fifth place semis,Final
Carleton College-GOP,Southern California,9,5,"02/21/2016, 23:20",fifth place semis,Final
bracket,7th place
Chico State,Southern California,7,11,"02/22/2016, 04:40",7th place game,Final
bracket,13th place
Nevada-Reno,Northern Arizona,9,10,"02/21/2016, 13:00",13th place ,Final
Nevada-Reno,Duke,13,8,"02/20/2016, 21:40",13th semis,Final
Cal Poly-Pomona,Northern Arizona,10,11,"02/20/2016, 21:40",13th semis,Final
bracket,15th place
Duke,Cal Poly-Pomona,13,2,"02/21/2016, 01:00",15th place game,Final
bracket,17th place
Occidental,Sacramento State,14,13,"02/21/2016, 13:00",17th place,Final
Occidental,Arizona State (B),12,11,"02/21/2016, 11:20",17th semis,Final
Sacramento State,California-Irvine,12,10,"02/21/2016, 18:20",17th semis,Final
bracket,19th place
Arizona State (B),California-Irvine,9,6,"02/21/2016, 20:00",19th place game,Final
b,r,e,a,k
