Mid-Atlantic Mixed Regionals,Club - Mixed ,10,9,2016
Allentown,PA,2016-09-10,2016-09-11
https://play.usaultimate.org/events/Mid-Atlantic-Mixed-Regionals-2016/schedule/Mixed/Club-Mixed
AMP,1
b,r,e,a,k
Distelfink,13
teamInfo,,"Lancaster, Pennsylvania",,,
01,Rob Allan
03,Scott Neupauer
04,Kenny Johns
05,Corryn Vento
05,Anthony Bowers
07,Katherine Neupauer
08,TAYLOR WHITNEY
08,Kadi McCoy
09,Kristin Thomas
10,Matthew Stilley
11,Tim Hushon
11,Nicole Singiser
12,Lindsey King
12,Jordan Vanasdale
14,Benjamin Staudt
15,Rebecca Holmes
16,Abbie Allan
17,David Naylor jr
18,Trey Maule
20,Timothy Holmes
21,Derek Bigley
26,Brett Sawyer
29,SARAH TOBIAS
40,Sean Hermanns
49,Ian Preston
49,Jordan Winey
88,JOSH WATERMAN
b,r,e,a,k
Ant Madness,7
teamInfo,,"Arlington, Virginia",,,https://twitter.com/antmadness
0,Mary Molly Rowland
0,Michael Parker
0,Ryan Barlow
0,Jonathan Caldera
0,Lloyd Blake
0,SHANNON MCVEY
0,DAVID CLEMENS-SEWALL
0,CAROLINE PETRO
0,Bethany Turner
0,Gus Norrbom
0,Stephanie Herman
0,Cameron Westbury
0,Christine Valvo
0,KATIE HAWN
0,Allison Hahn
0,Katrien Hinderdael
0,Joe Freund
4,Allyce Estremera
8,Jae Miner
9,Peter Anderson
10,Taylor Young
11,Alex Srisuwan
13,Varun Pattani
22,ANDREW SIGAL
25,Carl Schoenherr
31,Andrew Ferraro
42,Claire Loxsom
b,r,e,a,k
Bang!,3
teamInfo,,"West Chester, Pennsylvania",,https://www.facebook.com/clickclickbangultimate,https://twitter.com/WCbangultimate
0,Michael Arcata
00,Kyle Wolf
02,Greg Martin
04,Dustin Damiano
05,Sarah Roberts
07,Danielle Byers
08,Steve Rosso
09,MATT HORNSTEIN
10,Rachel Clarkson
11,Matt Esser
16,Stacey Daniels
17,Eileen Peach French Regan
21,Regina Wilkinson
23,Samuel Esser
24,Christopher Pokorny
25,Zach Thurston
27,Hannah Short
32,Jeffrey Andrews
35,Ryan Forster
42,Will Hoehne
43,Daniel O'Connor
45,Kathryn Wert
74,David Kelly
85,ELIZABETH PAPPA
91,Kenneth Wells
93,Dustin Sullivan
b,r,e,a,k
Sparkle Ponies,6
teamInfo,,"Rockville, Maryland",,,
0,Keerti Goorah
0,Katherine Mallory
0,Max Dyer
0,James Kirchhoff
0,Paul Corbett
0,Jackson Schreiber
0,Paul Butterfoss
0,JOSEPH GIANCARLO
0,Reagan Grabowski
0,Andrew Gravunder
0,James Anderson
0,CHRISTOPHER CAHILL
0,Amelia Grant-Alfieri
0,Erica Zuhr
0,Dan Grabowski
3,Chris Muller
8,Amanda Erlandson
10,Andrew Fine
13,Dan Jacobson
14,Matthew Hassink
21,Matt Williams
27,Joseph Pellicano
31,Anthony Erlandson
31,Bridget Van Fleet
36,Lauren Edwards
61,Kristin Poinar
61,Rachael Burke
b,r,e,a,k
MxD,9
teamInfo,,"College Park, Maryland",,,
0,Melissa Flynn
0,Jillian Du
0,Travis Lynch
0,Nathan Prior
0,CORY RYAN
0,DOUGLAS LAVIN
0,Paige Nelson
0,Lily Nguyen
0,Brandon Cannell
0,Adam Weiss
0,Taylor Knapp
0,DAVIDSON GIRARD
0,Anna Lieberman
0,SHANNON COOPER
0,David Zimmerman
0,Tim Kreutzfeldt
0,Alexandra Schaffer
0,Erik Larmore
0,Paige Cassell
0,Andrew Creighton
5,Peter Mancini
7,MARSHALL SCHROEDER
9,Maria Pascale
20,Myco Paulo
22,Ryan Swift
31,Amritha Mallikarjun
54,Genevieve Leo
b,r,e,a,k
Sabotage,16
teamInfo,,"Philadelphia, Pennsylvania",,https://www.facebook.com/Sabotage-Ultimate-1574253482867837/?fref=ts,
0,JULIE LAUGHNER
0,Andrew Landes
0,Mindy Laybourne
01,Karen Fields
02,LAUREN SCHONEKER
07,John Gardner
08,Andrew Wisor
09,Alexandra Wittchen
11,MAX ZILBERMAN
12,John Mikitsh
13,Dan Benedict
15,David Kiefer
19,Christine Reynolds
19,Elliott Lamborn
24,Jeffrey Hsieh
28,JONATHAN PALUMBO
31,Rebecca Solnit
32,Matt Khosh
42,Patrick Reilly
44,Steph Sessa
45,AUDREY INDEN
48,DOV GOLDMAN
55,Matthew Hale
76,Brendan Quann
77,Liz Gardner
88,ALEXANDER HAYNES
92,Brian Yagel
b,r,e,a,k
Alloy,4
teamInfo,,"Pittsburgh, Pennsylvania",https://pghalloy.com,https://www.facebook.com/pghalloy/,https://twitter.com/pghalloy
coaches,Josh Briggeman,Christie Lawry
02,Megan Briggeman
03,Maria Bajzek
04,Elizabeth Johnson
06,Jordan Roof
08,Nicholas Audette
10,Stephanie Kane
11,Michael Reeves
12,Nicole Fiorentino
13,Jesse Kummer
14,Lauren Franke
18,Jed Farber
22,Mark Pitts
24,Alexander Thomas
26,Kelsey Cowles
27,Anson Reppermund
30,AARON KANE
33,AARON BUSS
33,Eliana Bonifacino
44,Kenny Furdella
47,MICHAEL VAN NESS
48,Jimmy Towle
52,Ellis Baehr
57,Bryan Bernard
82,Isaac Smith
85,William Hefferon
86,Robert Paolini
91,Jeremy Kanter
b,r,e,a,k
Jughandle,5
teamInfo,,"Princeton, New Jersey",,,https://twitter.com/TeamJughandle
coaches,Ryan Belline
0,Janine Hlavaty
0,Natalia De Jesus
0,Christopher Gibbs
0,Harrison Treegoob
0,Cara Silvestri
0,Andrew Auyeung
0,Rebecca Halleran
0,Megan Barlow
0,Jonathan Casey
0,Thomas Johnson
0,Christian Weisenbacher
0,Jessica Renninger
0,Tim Naumovitz
0,Andrew Misthos
0,Colin Kochenash
0,LAUREN PONGAN
0,Evan Feeney
0,Sarah Bright
8,Grant Franke
9,Charles Cannon
10,Mathieu Savarit-Cosenza
11,Mason Compton
13,Elizabeth O'Grady
15,ANDREW SCHANCK
15,Jenna Borges
21,Elizabeth Melillo
31,Jonathan (Johnny) Sisto
b,r,e,a,k
Clue,10
teamInfo,,"Philadelphia, Pennsylvania",,https://www.facebook.com/CLUEULTIMATE?fref=ts,https://twitter.com/ClueUltimate
0,Stephanie Coward
0,Anna Truskin
0,Ian Coyne
0,Bryce Wiedenbeck
0,JUNE FREIFELDER
0,Greg Strouse
0,Travis Conrad
0,Alison Joyce
0,Robert Catzen
0,Thomas Ferguson
0,Tom O'Connor
0,Matthew Foley
0,Krystal Ferguson
0,Brandon Pastor
0,Jon Francis
2,ANNA IMPERATRICE
3,William Zeky
3,Sarah Coyne
6,Victoria Wischerth
11,Jeff Truskin
14,Seval Kanik
15,Bailey Rowland
23,MATTHEW CONGDON
24,Krista Winalski
26,JASON MORGAN
64,Eric Lu
88,Jacob Kesselman
b,r,e,a,k
Tyrannis,15
teamInfo,,"Charlottesville, Virginia",https://www.cvillemixed.wordpress.com,https://www.facebook.com/pages/Tyrannis-Ultimate/300757090061321,https://twitter.com/tyrannisorus
0,Emma Colavincenzo
01,Brittany Taylor
03,Christopher Miller
04,Thomas Scott
05,RONALD IMBERT
10,Audrey Isaac
11,Matthew Babineau
12,Justin Keller
15,Elliott Isaac
17,SARAH ALFANO
17,Janie Mockrish
20,John Dickerson
21,Spenser Foley
23,Sam Gillespie
23,Emilio Craddock
24,Connor High
30,Brogan Jones
31,Eva Voth
32,Rebecca Driver
36,Ellis Nottingham
52,Tess Warner
88,Robert Pratt
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
AMP,Dub Club,15,9,"09/10/2016, 09:00",Pool A,Final
American Hyperbole,Legion,15,8,"09/10/2016, 09:00",Pool A,Final
AMP,Legion,15,3,"09/10/2016, 10:45",Pool A,Final
American Hyperbole,Dub Club,12,10,"09/10/2016, 10:45",Pool A,Final
AMP,American Hyperbole,12,7,"09/10/2016, 12:30",Pool A,Final
Dub Club,Legion,12,8,"09/10/2016, 12:30",Pool A,Final
pool,Pool B
Ambiguous Grey,LoveBomb,15,5,"09/10/2016, 10:45",Pool B,Final
Ant Madness,Distelfink,10,12,"09/10/2016, 10:45",Pool B,Final
Ambiguous Grey,Distelfink,15,5,"09/10/2016, 12:30",Pool B,Final
Ant Madness,LoveBomb,10,13,"09/10/2016, 12:30",Pool B,Final
Ambiguous Grey,Ant Madness,15,3,"09/10/2016, 14:15",Pool B,Final
LoveBomb,Distelfink,13,9,"09/10/2016, 14:15",Pool B,Final
pool,Pool C
Bang!,MxD,14,11,"09/10/2016, 09:00",Pool C,Final
Sparkle Ponies,Sabotage,11,9,"09/10/2016, 09:00",Pool C,Final
Bang!,Sabotage,15,2,"09/10/2016, 10:45",Pool C,Final
Sparkle Ponies,MxD,12,9,"09/10/2016, 10:45",Pool C,Final
Bang!,Sparkle Ponies,15,7,"09/10/2016, 14:15",Pool C,Final
MxD,Sabotage,10,9,"09/10/2016, 14:15",Pool C,Final
pool,Pool D
Alloy,Clue,15,11,"09/10/2016, 09:00",Pool D,Final
Jughandle,Tyrannis,13,12,"09/10/2016, 09:00",Pool D,Final
Alloy,Tyrannis,13,7,"09/10/2016, 12:30",Pool D,Final
Jughandle,Clue,10,8,"09/10/2016, 12:30",Pool D,Final
Alloy,Jughandle,11,7,"09/10/2016, 14:15",Pool D,Final
Clue,Tyrannis,11,8,"09/10/2016, 14:15",Pool D,Final
b,r,e,a,k
clusters,Crossover Play
cluster,Crossover
AMP,Bang!,10,11,"09/10/2016, 16:15",,Final
Ambiguous Grey,Alloy,8,14,"09/10/2016, 16:15",,Final
Jughandle,Distelfink,4,11,"09/10/2016, 16:15",,Final
Sparkle Ponies,Dub Club,13,9,"09/10/2016, 16:15",,Final
LoveBomb,Clue,10,11,"09/10/2016, 16:15",,Final
American Hyperbole,MxD,10,11,"09/10/2016, 16:15",,Final
b,r,e,a,k
brackets,Bracket Play
bracket,Championships
Ambiguous Grey,Alloy,8,13,"09/11/2016, 13:00",1,Final
Bang!,Ambiguous Grey,11,12,"09/11/2016, 11:00",Semis,Final
AMP,Alloy,12,13,"09/11/2016, 11:00",Semis,Final
Bang!,Distelfink,15,7,"09/11/2016, 09:00",Quarters,Final
MxD,Ambiguous Grey,9,15,"09/11/2016, 09:00",Quarters,Final
AMP,Clue,11,8,"09/11/2016, 09:00",Quarters,Final
Sparkle Ponies,Alloy,7,14,"09/11/2016, 09:00",Quarters,Final
bracket,3rd Place/Backdoor Bracket
AMP,Bang!,14,7,"09/11/2016, 15:00",3rd Place,Final
Sparkle Ponies,AMP,6,15,"09/11/2016, 13:00",3rd Semis,Final
Bang!,Clue,15,6,"09/11/2016, 13:00",3rd Semis,Final
Distelfink,Sparkle Ponies,8,12,"09/11/2016, 11:00",Backdoor,Final
MxD,Clue,7,13,"09/11/2016, 11:00",Backdoor,Final
bracket,5th Place
Sparkle Ponies,Clue,15,14,"09/11/2016, 15:00",5th,Final
bracket,7th Place
Distelfink,MxD,12,8,"09/11/2016, 13:00",7th,Final
bracket,9th Place
Dub Club,American Hyperbole,14,9,"09/11/2016, 11:00",9th,Final
Jughandle,Dub Club,9,13,"09/11/2016, 09:00",9th Semis,Final
American Hyperbole,LoveBomb,14,13,"09/11/2016, 09:00",9th Semis,Final
bracket,11th Place
Jughandle,LoveBomb,11,13,"09/11/2016, 11:00",11th Place,Final
bracket,13th Place
Sabotage,Ant Madness,5,12,"09/11/2016, 15:00",13th Place,Final
Legion,Sabotage,7,14,"09/11/2016, 13:00",13th Semis,Final
Ant Madness,Tyrannis,15,12,"09/11/2016, 13:00",13th Semis,Final
bracket,15th Place
Legion,Tyrannis,12,13,"09/11/2016, 15:00",15th Place,Final
b,r,e,a,k
